"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30"
"98" -12.4275966782933 -8.00972286743797 -16.0985457662758 -12.0687023738861 -9.24712007957631 -12.6282249362892 -18.2080306848274 -11.2320130438555 -14.2205856358447 -11.9051278731247 -13.6784377447818 -7.31517152192236 -11.3856962306989 -13.4795863128387 -7.83447777849342 -11.9404540323457 -10.8915720899802 -11.7230615784182 -7.27274122998591 -15.8056792967146 -17.999806343273 -9.61859901095932 -11.8838423145085 -13.7035843252265 -12.3926333864966 -8.91310532881753 -8.8929074729275 -14.8615344563728 -14.3284163832148 -11.0933950578069
"99" -12.4539222351183 -8.0621525387651 -16.1550995252411 -11.7904451297137 -9.2673680990413 -12.5097568494786 -18.155216131859 -11.0938638627537 -14.2682413798447 -11.9042965280842 -13.7039680036638 -7.31961740436122 -11.4242837380608 -13.2476952627297 -7.62669783366283 -11.8826095079457 -10.8704984372785 -11.6016901003948 -7.22326039378551 -15.6826393184194 -17.8265552265876 -9.67035019900539 -11.9380211104666 -13.7298910015724 -12.4207280622632 -8.77299826446201 -8.88803229781678 -14.8918708144768 -14.3840715019448 -10.968326195014
"100" -12.443084107104 -7.99568141556855 -16.1654252665236 -11.7714923286639 -9.31808656397266 -12.5458486225712 -18.1896625650644 -11.1020631663176 -13.8091534981201 -11.9368658510955 -13.7686558378264 -7.33225434008131 -11.4823126549157 -13.2623501874528 -7.53568711963886 -11.8292277250625 -10.7895971363108 -11.6536945576297 -6.92999480395291 -15.5141296443021 -17.6726725373217 -9.69421133543278 -11.8725490619981 -13.5393582637066 -12.2951532216323 -8.79922428058937 -8.9522537640528 -14.4072874456742 -14.189248275807 -10.8878027414083
"101" -12.373474711738 -8.38043105330821 -16.3065042014481 -12.1503653953097 -8.74278326893467 -12.8105152219636 -17.8397055108118 -10.9455578909453 -13.7054969541507 -11.9255042473169 -13.8890937134157 -7.54717234981781 -11.4769079504054 -13.4145875747282 -7.39571570513458 -11.8967426899652 -10.5495999608007 -11.8690348509996 -7.14252465447669 -15.9050792230054 -17.0057903760796 -9.96450542689857 -11.4743624526305 -13.7722728769466 -12.4470306812352 -8.97216218067318 -9.2243363760524 -13.9866741190294 -13.2986797060396 -10.5867233460065
"102" -12.3663810368625 -8.38004446645026 -16.2630864069661 -12.1437438179547 -8.73560542103062 -12.8111021545462 -17.8382441208191 -10.9004411045684 -13.6651567100261 -11.753940039756 -13.886782989755 -7.47792257566615 -11.4506752724389 -13.3778711894917 -7.31095743317516 -11.8893022591019 -10.550281546911 -11.8355746372505 -7.13646871385798 -15.8654003204287 -16.9966504395775 -9.92444093555964 -11.4057030082715 -13.6461732721735 -12.3592583030392 -8.85259195697827 -9.19027676676367 -13.9870877479522 -13.1338829098841 -10.5873279421304
"103" -12.429339909817 -8.36732704016618 -15.841774800824 -12.0111291218581 -8.75866865118569 -12.8594038916503 -17.8332819404664 -10.9246871600348 -13.7039433916605 -11.8283335339139 -13.7652594719239 -7.41387465879153 -11.4856879171995 -13.4532254356792 -7.28355077003109 -11.8464416204744 -10.6075534501061 -11.8725455118467 -6.8043326708499 -15.7909365091856 -17.0748530729751 -9.97636511662845 -11.3604831336366 -13.6629766222863 -12.2054548931061 -8.8655286676695 -8.94745444509068 -13.9577631387739 -12.8427832264796 -10.3028138876509
"104" -12.212765353816 -8.61758940648876 -15.9365990575794 -12.0880800393667 -8.43045061923537 -13.1705038219787 -17.5915063495805 -10.9193600731488 -14.0092071146881 -11.3173099858153 -13.7738580246882 -7.61357945079537 -11.6975707241723 -13.0600262337181 -7.54184824625195 -12.126658848016 -10.0528224480957 -11.884233431554 -6.75617998042684 -15.723270525078 -16.7748458928128 -9.30147968207049 -11.6512304485455 -13.886344509794 -12.1828665729627 -7.88758744543916 -8.72143297116579 -14.0169498251617 -12.6023363635675 -9.89515096948692
"105" -12.2043157156164 -8.60648767128194 -15.8587698021443 -12.1039559920267 -8.43794545756216 -13.0093915718148 -17.601950409699 -10.9107677117562 -13.9885129203936 -11.2913039058123 -13.7527508620536 -7.63606928618701 -11.6767799093513 -13.081701119802 -7.19911981464683 -12.1427611585299 -10.0246849781475 -11.7120060048575 -6.75506938949042 -15.7468082870018 -16.7098858784809 -9.16729740616084 -11.6311567315021 -13.8471992977672 -11.9168274433168 -7.75657385346864 -8.70997824657202 -14.0342737459933 -12.5457108641786 -9.65049204462698
"106" -12.1174806829688 -8.59714202186033 -15.7658502175665 -12.0887399919552 -8.23228619808711 -12.9696658150894 -17.5981680253542 -10.9078192732676 -13.9548607879003 -11.2699749291346 -13.7516309438112 -7.63623046379545 -11.497890753015 -13.0079543487906 -7.18470201036208 -12.1212535493374 -10.0157035127804 -11.6546259097794 -6.48856960744424 -15.717381715762 -16.4897434108454 -9.14552244652065 -11.6152369507066 -13.8130051998458 -11.8800672857171 -7.70825739236312 -8.68774999581314 -13.957289257746 -12.5451904050905 -9.64376496247386
"107" -12.1838527009373 -8.84516826169359 -15.5379859804655 -12.1276993705984 -8.38793291361366 -13.2205032258061 -17.7143209565241 -10.5913639387596 -14.0917625624993 -11.3170946355325 -13.5893188330326 -7.83601420101507 -11.3681676054315 -13.1601075222534 -6.93741520042954 -11.6784029985971 -10.1265050746316 -11.511608765474 -6.31210143040892 -15.2788845196041 -16.2257790499392 -9.13367860631487 -11.7807388368825 -13.9774725793882 -11.6422771598303 -7.67531702237434 -8.0593869477793 -13.8723292032155 -12.7852610372331 -9.70232833873938
"108" -12.2109396266017 -8.87240706777652 -15.5394753994007 -12.149812408998 -8.34556060699922 -13.2346415862197 -17.6898129300171 -10.4991693365467 -14.116895427902 -11.274641323138 -13.6183558580056 -7.80767811848802 -11.3645712530997 -13.0812004773947 -6.96640043712775 -11.6657390455799 -10.1462696028853 -11.505049353349 -6.21112836820508 -15.3086952867191 -16.0913326522054 -8.88067751311348 -11.8004787226811 -13.7576375697785 -11.5331667511874 -7.57318292487872 -8.06382613634871 -13.7249931275978 -12.6270019133512 -9.6332989250655
"109" -12.2266601691754 -8.95935371220515 -15.4434664456085 -11.801981049119 -7.86772177112551 -13.012155990929 -17.4296284707142 -10.461042462696 -14.0887823827794 -11.354589611956 -13.4135693608649 -7.45968023404695 -11.4445036822703 -13.0155270087863 -7.04099146808828 -11.5777508629522 -9.91139263376861 -11.4954731056635 -6.16358737457983 -15.3450428012142 -15.7528231817721 -8.79065946140472 -11.2722967360012 -13.8405092968748 -11.607044772157 -7.65820931458747 -7.86585220025486 -13.8140273063077 -12.7172006517468 -9.55924720620671
"110" -12.2936872986406 -8.85575887699634 -15.4228798072555 -11.8901409796372 -7.43731943934258 -13.0867649824652 -17.4055768487571 -10.1370251408498 -13.9193624449769 -11.4341429898591 -13.3288256957415 -7.42389905448353 -11.5000922342534 -12.9805248901325 -6.52354152283661 -11.633119497373 -9.93418605519372 -11.2116538307951 -6.21159719191167 -15.3062346951185 -15.8475279566511 -8.87110808876108 -11.3675619093417 -13.9431418366694 -11.5525725994673 -7.40279166506521 -7.90091820894818 -13.9126685871603 -12.6285238762092 -9.64689371718213
"111" -12.2077286001478 -9.19541817271863 -15.5378874473333 -11.7267183359215 -7.50389705516532 -12.9648907814304 -17.3396275838296 -10.518757197666 -13.5010240855332 -10.9592990043555 -13.0149053688958 -6.73706689911031 -11.4471908288137 -13.0624450979709 -6.69849102151485 -11.6615520912841 -9.86438826969211 -11.1608132934625 -6.35033471224538 -15.0178395689938 -15.9417986126525 -9.04308907540832 -11.5278352748142 -14.0816447194286 -11.7621586688957 -6.95328612494783 -7.9328956522162 -14.1780895488842 -12.881430219505 -9.71729494949891
"112" -12.2045695712599 -9.15934488505261 -15.5210331290618 -11.717277738062 -7.50280140869102 -12.9546906198288 -17.2169052224217 -10.518697580483 -13.4726836155964 -10.8738384764295 -12.7979441967816 -6.73286051504849 -11.4453106898837 -13.0517319739603 -6.69828692199865 -11.660846485663 -9.86071622941571 -11.1547807784001 -6.29848237571413 -15.0176744943067 -15.9417384382305 -9.04129168218046 -11.3996098580321 -14.0660905986575 -11.7578700100893 -6.93380548959999 -7.91358170060439 -14.0369196601343 -12.796376779417 -9.70713705970974
"113" -12.1764423731478 -9.17513851846223 -15.5250216207926 -11.7278410705674 -7.13721493522987 -12.9760918517091 -17.1797623616882 -10.5221805657606 -13.2804640718297 -10.8385993840878 -12.7999946977757 -6.75299682187889 -11.4022702413675 -13.0726637784432 -6.67502529545665 -11.6490991313423 -9.80436427255358 -11.0783378123917 -6.25468741382376 -15.0388792980433 -15.8297152957503 -9.05828681249819 -11.3881163693832 -14.030480269475 -11.7261096870247 -6.93092047454846 -7.77867185655261 -13.9855728349773 -12.8087245360937 -9.72626211949135
"114" -12.3394190724794 -9.36735971612481 -15.8696173172325 -12.1345877105393 -6.97251762755138 -13.3087167729323 -16.4776722204126 -11.1652421614939 -13.6308953174054 -11.2127584962403 -12.7378804743491 -6.85934164438622 -11.8294391310137 -12.2505705262297 -6.86839645145767 -12.1076310581633 -10.1931348257996 -10.8857155823044 -6.31624350577342 -15.3641401954495 -15.5826269222129 -9.07217855455598 -11.9228667181022 -14.6996827153982 -11.3365004797368 -7.24923665994206 -7.73105732965482 -14.1059597145373 -12.8058387831736 -9.89426328272405
"115" -12.2934146227996 -9.25164125391857 -15.8898690778349 -11.9783105789388 -6.87729745460346 -13.3110382488053 -16.4674016587457 -11.0997391254385 -13.6211019112431 -11.0704205413939 -12.7565649781728 -6.4489068688232 -11.8468441740538 -12.2484147684307 -6.88738167173941 -12.0771035450473 -10.2095363926138 -10.8204454260221 -6.33064806635537 -15.2790508237647 -15.5391651692753 -8.93113292417258 -11.7616993711152 -14.6982504397423 -11.0265453619949 -7.24002444175231 -6.82851430365718 -13.9400936465813 -12.8276679786844 -9.86752232643302
"116" -12.1633870731132 -8.88304950761838 -15.8588748298825 -11.992112054764 -6.81711618591125 -13.2907111834352 -16.5113053629036 -11.1306697568127 -13.7277091466935 -10.6737538046217 -12.8362128431481 -6.41776311001103 -11.9541889085103 -12.407094618253 -6.96944377195683 -11.7966455695785 -10.0204892276396 -10.8848291361843 -6.42404089327038 -14.9800490584798 -15.19373347615 -9.0865751638652 -11.654599113988 -14.1833793442445 -11.0288229759345 -7.33289445090457 -6.81673907930009 -13.8814454813411 -12.9332546003907 -9.92016749424374
"117" -12.3914451830739 -8.86485563506314 -16.7024894952253 -11.6956598585068 -6.85692335535582 -13.3656999494131 -16.1765977502227 -10.7295144825231 -13.8328259792052 -10.9864110667361 -13.0166059180398 -6.67070587131917 -12.2663032680684 -12.0646074362962 -7.59690638041477 -11.448677814754 -10.6249514349124 -10.3571302115336 -6.20156738137223 -14.1311841618454 -15.2642570955481 -8.76702673325296 -10.7344190425094 -14.5195828391753 -11.7473888215185 -7.74188964300673 -6.74249856337954 -12.6986745811202 -13.1903553046782 -9.24528032110257
"118" -12.1911010892156 -8.62321577750354 -16.4961256252976 -11.7291794593473 -6.65518955970399 -13.375771346158 -16.0702300983905 -10.2884065802401 -13.8674030807748 -10.9485604676498 -12.9691460215624 -6.67361460260871 -12.1779690027829 -11.9734228890161 -7.46521145400196 -11.4830867138976 -10.4331579512083 -10.3123265970896 -6.23344112595361 -14.1215575265351 -15.2099981203806 -8.61082417812671 -10.7648048769802 -14.3506645329046 -11.7325535747245 -7.76720208313224 -6.70881248953172 -12.6931918022583 -13.2232646269605 -9.13643514707785
"119" -12.1733541642375 -8.34444204777016 -16.5336696135062 -11.7704122412693 -6.69493483410586 -13.412296544022 -15.9368466695807 -10.2903855584246 -13.8743362309769 -10.8821334947262 -12.6717512499594 -6.71328487131346 -11.9627994596467 -11.9170969837961 -7.50025675758295 -11.4970015650575 -10.466279439499 -10.1514507375696 -6.27115963392713 -14.1058236733936 -15.2241452288337 -8.58814383307578 -10.8002110558745 -14.3236118715628 -11.757279223118 -7.80774493168386 -6.72264196804886 -12.5640950334025 -13.2508486324824 -9.17682999506964
"120" -12.2290445787071 -8.13614191656578 -16.5658540536557 -11.7496919022912 -6.7619978695566 -13.4548321039927 -16.0074705423211 -10.3191665034063 -13.9550711345556 -10.9419850487872 -12.5158011962976 -6.78852407554702 -12.0089984442705 -11.8384941548435 -7.42463721998112 -11.561124219141 -10.5351709713491 -10.1777238905093 -6.20839966132416 -14.1849420478623 -15.2684618909745 -8.46033246693631 -10.8472252029366 -14.3750898432955 -11.8361400047615 -7.6686886243341 -6.78577109882195 -12.5891175035484 -13.1424583137211 -9.22511780295157
"121" -12.1877807655723 -8.15626688429147 -16.3692457757078 -11.5966725817545 -6.65028911479799 -13.4752039385455 -16.0350140921241 -10.3389200671713 -13.8764910454942 -10.9639158916548 -12.5426277134147 -6.78237648321223 -12.0250538982187 -11.588327160437 -7.43758447398473 -11.5874603057218 -10.4775384803006 -10.0167986423793 -6.13322338610762 -14.074743271118 -15.1293743308618 -8.38996441745787 -10.7848909142413 -14.3601466387657 -11.5385349685261 -7.60831308864549 -6.77495036259532 -12.6149744493732 -12.6970720343639 -9.19943423881771
"122" -11.9708353912693 -8.0427923731242 -16.7510854998129 -11.4957040311191 -6.7981498304668 -14.151991521422 -16.3354971017476 -10.7911736020113 -14.3087460972787 -10.8213915931616 -12.4682739497197 -6.87346482597038 -12.4751142905059 -12.0175662772867 -8.00855995479686 -10.982324110332 -10.4923267933068 -10.3126016643213 -6.06973723789694 -14.2206711065021 -15.2653547486329 -8.50185215294283 -10.8791090510963 -13.9689156640452 -11.5146240350437 -7.55618300142624 -7.14062826670641 -13.1568308594765 -12.8153049431357 -8.88296167225371
"123" -11.9785750100267 -8.04525538637788 -16.6793215869565 -11.4138503695806 -6.73919280218644 -14.0601943435884 -16.291354756677 -10.7976355062889 -14.10590932263 -10.7237444706184 -12.3483052758969 -6.79671298909061 -12.4755344232032 -12.0002951300935 -7.94784791522289 -10.9206066671131 -10.4887771725986 -10.302441525423 -5.90491121901748 -14.1267046338781 -15.2725771630974 -8.42372148628996 -10.8860033526373 -13.9149491412909 -11.2685153913909 -7.52970614483008 -7.13183181742909 -13.1358763841003 -12.7858025942975 -8.87724212993994
"124" -11.9764421127261 -8.06167438925001 -16.6614056289567 -11.4312459141629 -6.76307272420495 -14.0358260653537 -16.2722772724345 -10.8150057690479 -14.0204887722514 -10.7099577862316 -12.3354980612171 -6.7421202230133 -12.4480691581794 -11.8197175534384 -7.97406473858504 -10.8775767808362 -10.4953076069104 -10.0865799402475 -5.92994498600796 -14.1372177827728 -15.2862502294724 -8.44188171430642 -10.8983343405037 -13.9382503954242 -11.2832382215177 -7.40759444744004 -7.14557117920813 -13.1531430936606 -12.7388548232564 -8.8749127145908
"125" -12.0103371519995 -8.05409569440549 -16.6601737424093 -11.4376175726131 -6.68413979250799 -14.0428815751847 -16.2987005403464 -10.8393783812573 -14.0160348011206 -10.6706719300698 -12.2716577054322 -6.67315403926747 -12.3550145290671 -11.842603682246 -7.82241084188759 -10.862883420946 -10.5265258619673 -10.1216512277595 -5.95300316968206 -14.1729876996415 -15.3225575141478 -8.46902499037951 -10.9346360942093 -13.940888505925 -10.970805968489 -7.29411133777997 -7.17516547810921 -13.0758763526312 -12.527792116358 -8.90922755237964
"126" -11.7974719562366 -8.31235873319229 -16.47180400278 -11.6111965218052 -6.76766065697443 -14.0079708704178 -16.4753988646308 -11.094228992696 -14.0404524696827 -10.6184126495236 -12.3340422712409 -6.73027037315654 -12.4182089371528 -11.950518583214 -7.8465113870829 -11.0447635941924 -10.5853699567974 -10.003504261576 -6.06265073937102 -14.2374891307755 -15.2812362629333 -8.66612969188914 -10.912004704902 -13.6837145572633 -10.9290955450225 -7.29691855832142 -7.30737859409054 -13.1554274211378 -12.519517600441 -8.96693073273656
"127" -11.7715703263628 -8.26514774212059 -16.4798309651052 -11.503388172238 -6.64883927534048 -13.9658599350698 -16.3215629962883 -11.1020648837173 -14.0454260452001 -10.5602363737703 -12.337705736008 -6.72382016209596 -12.4267900331308 -11.9051166941605 -7.74130108466617 -11.0539616849619 -10.5505679898873 -10.0065719945826 -6.07069678451106 -14.2466635341586 -15.2827173098962 -8.62716551093179 -10.9204701043324 -13.680107010732 -10.9313253446438 -7.30383148617455 -7.31621619655607 -13.0569915399114 -12.4991821372033 -8.7839998808753
"128" -11.7644315485489 -8.26057520532448 -16.4498852379753 -11.5142275182495 -6.66436964173367 -13.9303714503386 -16.3064276839058 -11.0328835120762 -14.0693917874859 -10.5430728767279 -12.3366244497145 -6.56714219102668 -12.4509427307924 -11.7510107872153 -7.74920388056666 -10.8896682738035 -10.567577791647 -10.0290891450021 -6.03870161783213 -14.2554191805257 -15.0844441160602 -8.48927453374386 -10.7685906358468 -13.3777609021141 -10.9509547432804 -7.32583766560106 -7.33100733387071 -12.8778248463858 -12.4645322436394 -8.74283018221715
"129" -11.7130484960143 -8.2435095140472 -16.4717620475622 -11.5412139576188 -6.69538975428869 -13.952775390428 -16.3095972478658 -11.0589042434452 -14.1000281753192 -10.5029340301494 -12.3690679904389 -6.5691785620948 -12.4648400248167 -11.5909146658948 -7.77959672348572 -10.8802211324655 -10.5724086591429 -9.90888961497052 -6.06936815736676 -14.2886690897221 -15.1042889183553 -8.51677567658535 -10.8007047280133 -13.3520689338391 -10.962481001823 -7.26613193196572 -7.27091818787586 -12.9103227666341 -12.4972394505031 -8.34996364336462
"130" -11.8965135660505 -8.27105210890944 -15.8136000497123 -11.6177009412819 -6.90048303902646 -13.8261433429602 -16.3466293487727 -11.4470315176406 -14.0309956234573 -10.6582485663736 -12.484606134146 -6.57159711619895 -12.4543931023408 -11.7521654926866 -7.76928174915335 -10.4598976212111 -10.5421011982417 -10.0183369075194 -5.74593942059285 -14.6666784035256 -14.528958848787 -8.6277970230324 -10.4778244464379 -13.3039803595581 -10.4423674985668 -7.46626181562602 -7.5052075908113 -13.0186524489869 -12.801683165986 -8.54367083220515
"131" -11.6802646598713 -8.38830717725438 -15.8043727476132 -11.7123075201552 -6.84345068309684 -13.8968148366527 -16.0946214433142 -11.5450741839893 -13.6659064271967 -10.2436034589492 -12.3805429499986 -6.33394435800392 -12.364569999316 -11.6830734950963 -7.90691447217686 -10.4552053788345 -10.7132678907558 -10.030301134983 -5.74898467887739 -14.727125452462 -14.6063001922003 -8.66892677574849 -10.3224491036502 -13.3045650174813 -10.4766362314804 -7.16978234984931 -7.42557136692386 -13.0154901465159 -12.4903944357501 -8.45328720983598
"132" -11.7800095719162 -8.60397765549774 -15.8039586532557 -11.2190719822316 -6.52739527555881 -14.1751815625314 -16.3967971368254 -11.7646868428543 -13.4983856106381 -10.5754928525673 -12.6270108699081 -6.44759644814157 -12.2932527450285 -12.0988503699347 -8.38314467839079 -10.4260252969545 -10.6386950545445 -10.0679499720458 -5.7779945123005 -14.7629502144468 -14.9883964996576 -8.22968054009072 -9.95424873624719 -13.3680135839249 -10.6345044654404 -6.92783611890901 -7.302250185884 -12.9050245410708 -12.2369827210949 -8.46113092041774
"133" -11.3234702217784 -8.68191699869549 -15.5643176222203 -11.2116363228436 -6.48793609513567 -14.229514127933 -16.4874117234203 -11.70470755043 -13.5891438636736 -10.5543653841902 -12.6976790454434 -6.37783454572054 -11.7839221955233 -12.0974399389545 -8.27467832897604 -10.3516764562057 -10.0438414086481 -10.2037310133777 -5.67087916052447 -14.7922583345859 -14.8239380646141 -8.14648648740117 -9.96306768505029 -13.4453072701221 -10.3500015558936 -6.69885259300393 -7.20807280603764 -13.0021284964361 -12.3172468694295 -8.6111309306389
"134" -11.3155505549808 -8.65431619526511 -15.5546283969057 -11.2113261481599 -6.44842029504979 -14.1946097401223 -16.4635887485715 -11.6929877460032 -13.5555739626723 -10.5297533467247 -12.6976263876736 -6.37352957672987 -11.6638519975788 -12.0630481099274 -8.26438263413336 -10.3329096002719 -10.0404694244599 -10.1998976540143 -5.66028410299508 -14.7922851581971 -14.7994268526433 -8.1446516019229 -9.96190730871693 -13.4451944032 -10.2045450306353 -6.65870359531857 -7.14335644462381 -12.9586657322162 -12.2434089642009 -8.39833021443064
