"Ret" "Predict" "HistMean" "Year" "OOSR2" "pENCNEW"
0.369106067829015 0.0512165572953001 -0.134624404941349 193508 1.71846257321218 0
0.35290303253795 0.0779865668643457 -0.128508711616964 193509 1.22530096992032 0
0.336696814269035 0.129910421517749 -0.122142571867178 193510 0.711529075176076 0
0.337630608341931 0.148765901217279 -0.114669697162848 193511 0.150454676935341 0
0.322066839478066 0.152584289721922 -0.107912165856036 193512 -0.422412762667479 0
0.279478119937806 0.172041120739909 -0.100744510919804 193601 -0.959034832428118 0
0.245802341941099 0.188817051685716 -0.0922916511104948 193602 -1.42091816494316 0
0.232148576465944 0.254090288554549 -0.0834449709131861 193603 -1.80966260229083 0
0.219495854742827 0.329873603185944 -0.0741733426490639 193604 -2.15902278508193 0
0.22805727252053 0.371548132265615 -0.0675784715208291 193605 -2.42262655752323 0
0.169539307626484 0.340525599687191 -0.0609365135419568 193606 -2.66268156322689 0
0.102831100633016 0.337389551645928 -0.0549380784894637 193607 -2.75094683353116 0
0.123794673274731 0.225573668153996 -0.0492077521878626 193608 -2.64813110956585 0
0.0641348368683954 0.24845420592772 -0.0438462750581851 193609 -2.71931810643629 0
-0.0915518274055235 0.227184900579837 -0.0388391291459849 193610 -2.64239044088443 0
-0.261333337109063 0.243922110697519 -0.0339499117760119 193611 -2.29703509936616 0
-0.380145659076597 0.241725668907092 -0.0293855944522417 193612 -1.58786847821923 0
-0.425568581897116 0.279578335876068 -0.0254759271814816 193701 -0.666788985474587 0
-0.453728401870541 0.224862891526301 -0.0220849488174493 193702 0.5226457756762 0
-0.408008915167149 0.217002545495259 -0.0189462633201235 193703 1.50285114561804 0
-0.677608030900428 0.237189858096555 -0.0160384326120387 193704 2.368023481647 0
-0.465903346269114 0.157287960427785 -0.0130975205020078 193705 3.85830924358284 0
-0.497226275470874 0.147111609612345 -0.0109232725480972 193706 4.55945860466066 0
-0.240465078359741 0.13357535737235 -0.00958498580478995 193707 5.2601510143584 0
-0.255354149821836 0.324712977230969 -0.00803405953642343 193708 5.59144909448692 0
-0.232806568818191 0.344516975046911 -0.00720453199154045 193709 6.62666168587227 0
-0.0787054761776139 0.336385204615444 -0.00816302398488117 193710 7.69006137820738 0
0.0973100616241377 0.289406775072957 -0.0110076342447034 193711 8.31422321147805 0
0.165888497664383 0.250394725385473 -0.0151091678539467 193712 8.41156671391462 0
0.250259591838758 0.216661304687327 -0.0196197108654101 193801 8.32633450917302 0
0.183815252066876 0.16193730428136 -0.0243382835937267 193802 8.08096196800583 0
0.161651563012766 0.162374135826622 -0.0284637742558065 193803 7.93363804262035 0
0.306020693106276 0.14684743522133 -0.035369564220111 193804 7.80888019174666 0
0.168639776917825 0.0660269506403528 -0.0399014987679953 193805 7.49968120404924 0
0.273573873295039 0.0877559323555568 -0.0446652985253169 193806 7.38766326127442 0
0.00505524492096248 0.0269736668428511 -0.0466838529565996 193807 7.16326459120378 0
0.031806851692878 0.109678976268442 -0.0488131417001225 193808 7.15567319078229 0
-0.0103731314995936 0.106323835799632 -0.0506716611659615 193809 7.15578520349752 0
0.137424259714961 0.105882227017822 -0.0509519993160781 193810 7.20165766374182 0
0.0569099323282574 0.104874095248265 -0.0494840581186502 193811 7.08052921466477 0
0.0379987829293455 0.114212355553271 -0.0473725624737185 193812 7.04934678507471 0
0.0268028354622298 0.133544391942944 -0.0444829299075779 193901 7.04568027370658 0
0.063963984326614 0.165638070403951 -0.0422877550809005 193902 7.07100251761161 0
0.0436666442629395 0.184611865418264 -0.0403454758609608 193903 7.07041938850205 0
