"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13"
199507 -2.78953705464198 3.95861904011773e-18 -7.84925979984799 3.81664423143447e-05 -8.70763508976935 6.3390256634735e-13 -4.95506696491668 1.09951589921128e-07 -7.56228111344033 1.3022565556169e-05 -11.2922305806703 0.022471886850856
199508 -2.78412552809555 4.3253806030332e-18 -7.86209095540265 3.97348279823438e-05 -8.70936064266994 7.56661905416986e-13 -4.9456304247933 1.12573669712969e-07 -7.52007699560973 1.13290447627001e-05 -11.3197336432465 0.0239315726262311
199509 -2.77807882594532 5.34071366595391e-18 -7.86234841698714 4.32430608675944e-05 -8.70862642112904 8.79634677278594e-13 -4.94642729376913 1.25968488439313e-07 -7.53139195197896 1.29299431989108e-05 -11.2929036432302 0.0223645313100072
199510 -2.77421355388758 6.3519229282314e-18 -7.84311536361488 3.95319980561224e-05 -8.7164179934855 1.07436321517525e-12 -4.94985105502639 1.43894937862455e-07 -7.52818648760087 1.35822764071976e-05 -11.3046932645904 0.0235158448006959
199511 -2.77476328254009 8.21997325176017e-18 -7.84730669668572 4.30244150104528e-05 -8.72014730808248 1.33411038788622e-12 -4.94899095579449 1.59797087583996e-07 -7.52718549133478 1.46035826136659e-05 -11.2994469522973 0.0237379334035211
199512 -2.7737013565424 1.05184557082183e-17 -7.85136976381406 4.69075909183271e-05 -8.71514126588084 1.59194654919328e-12 -4.96273137175396 1.89824798420895e-07 -7.55567607882377 1.76919817421171e-05 -11.3000329736706 0.0240553930059488
199601 -2.7628261903011 8.9960948567355e-18 -7.89484031953429 5.6468855143481e-05 -8.66830098927469 1.06828724683485e-12 -5.07293470289709 3.62601988153189e-07 -7.77308468488034 4.65736111936815e-05 -11.4605191337246 0.0279259096590306
199602 -2.77469417313283 1.30527920188705e-17 -7.90946111590403 6.63640883662937e-05 -8.67406599574518 1.33026220181968e-12 -5.04099831729354 4.3594404037497e-07 -7.65488614341219 3.9883977999089e-05 -11.3074569399698 0.0213825371800708
199603 -2.76283943079358 1.57888308401428e-17 -7.88063316431742 6.44171999051491e-05 -8.66909338592834 1.50468879860147e-12 -4.91790387654933 3.01225532377066e-07 -7.49641184145713 2.58287095281601e-05 -11.2407319988509 0.019349109697822
199604 -2.77818626942552 2.27310369164422e-17 -7.90972747546279 7.84824616745455e-05 -8.65997553004887 1.69627297421663e-12 -4.91455854558447 3.65120563476296e-07 -7.51551419362311 3.28630532901314e-05 -11.2282472161918 0.0198076844408086
199605 -2.78945265314812 3.04522455634318e-17 -7.91534967224743 8.69249819244639e-05 -8.66065825127615 2.11361040223231e-12 -4.90831680928021 4.12713552769841e-07 -7.48631932522565 3.23500018089369e-05 -11.2234410678431 0.0202041319224589
199606 -2.76814987147618 3.22549477864501e-17 -7.87976618367467 7.74857081761577e-05 -8.68762989550016 3.07146612305353e-12 -4.8516708185165 3.11046879219433e-07 -7.48411681137084 3.33379663187874e-05 -11.2159997609227 0.0201311961252898
199607 -2.79021927191838 3.58249054088967e-17 -7.88941199076247 7.44630953193889e-05 -8.78727232737053 6.79057622827399e-12 -4.99923241428752 6.51700071341063e-07 -7.6909289223088 7.64633183650271e-05 -11.2624974329901 0.0220118723002243
199608 -2.87869585309519 7.70478377372611e-17 -7.95695799595204 0.000103439250748962 -8.79527171243435 9.06349494199441e-12 -5.0041913180733 7.27864267773723e-07 -7.73611003400527 9.18422044144764e-05 -11.3155369465893 0.0261539424003753
199609 -2.88765635980341 1.19519661312311e-16 -7.97095589066137 0.000121065655676428 -8.80598967538337 1.1971526883281e-11 -5.00351017412579 8.30745648075534e-07 -7.82055452130686 0.000152544718322085 -11.3316321098553 0.0288888031612311
199610 -2.97647117902196 3.35903377634272e-16 -8.00560784018622 0.000158288452335761 -8.87537289474263 2.2024508690757e-11 -5.01653781082614 1.03674408202684e-06 -7.86074275008064 0.000236253994066634 -11.2971399100703 0.029178920671876
199611 -3.17219625071794 2.4082483645082e-15 -8.15205489501318 0.000326627219478893 -9.06962993996134 8.12509440776636e-11 -5.09361438993343 2.03850426092362e-06 -8.14386457734424 0.000993262940202803 -11.7188247934157 0.073142455209376
199612 -2.95068889915 1.27777304429532e-15 -8.00532359692605 0.00024511776110023 -8.95034100284149 7.61590401389904e-11 -4.84249415803559 1.16248733839177e-06 -7.80657472995734 0.000719911632235008 -11.3757037670275 0.0516173816440719
199701 -2.95161311670538 3.17727678440829e-15 -7.83900976362593 0.000156819413153213 -8.82998008534062 6.71487116885832e-11 -4.55569125496245 5.1808804181741e-07 -7.15749664215 0.000140096660629265 -11.0242458258445 0.0303395650202027
199702 -3.04378677293975 1.3378990000827e-14 -7.9292226659248 0.000240013804365888 -8.8854548190964 1.39952105194572e-10 -4.46286921914743 4.30009564395646e-07 -7.11780607566384 0.000206127664739641 -10.9189172194685 0.0264900487553202
199703 -2.69721688789131 1.83118150856091e-15 -7.82948096805929 0.000178537987161574 -8.77983598823713 1.00268406170025e-10 -4.39691050925806 3.00374378925216e-07 -6.78580917531018 6.5935263088218e-05 -10.8132331960844 0.0174557024238922
199704 -2.58544814949841 1.14000520469007e-15 -7.80451564931106 0.000174644759513867 -8.77408192880644 1.27147371626195e-10 -4.41478786569089 3.78147294768975e-07 -6.71518822755834 6.47093486069519e-05 -10.817926774967 0.018573584331132
199705 -2.59852563045297 1.62155596824319e-15 -7.81794152762569 0.000188160870115862 -8.85736718341395 2.43815724471323e-10 -4.21927850667376 1.23368339094123e-07 -6.90567887988509 0.000166063011729294 -10.6573042000481 0.0113549194059803
199706 -2.53832794192241 1.34472314422192e-15 -7.78946498697473 0.000184843928087548 -8.79674758714371 2.57844826112961e-10 -4.34957745019091 4.04882579600554e-07 -6.86254447567383 0.000216848531502246 -10.6561947053453 0.0117614510882076
199707 -2.52572794855033 1.64183798930086e-15 -7.8013989984085 0.000218401761055439 -8.97507050265378 1.05304375900982e-09 -4.29790914095456 7.15821249807196e-07 -6.85752989879782 0.000325462589905407 -10.6139744360969 0.0110887914654931
199708 -2.50228282341891 1.83676068864184e-15 -7.75136104521246 0.000195724256173568 -8.99460022558245 1.7761959129822e-09 -3.77739180221364 1.61886558135016e-08 -6.56328563386384 8.76211793272892e-05 -10.5769378523072 0.00961627748397858
199709 -2.49738051897048 2.30509575154793e-15 -7.71984331936388 0.000182581614515932 -8.72959211131097 4.54087620831078e-10 -3.42466792534273 2.62432655460306e-09 -6.61833522850126 0.000114689508177636 -10.5636724621156 0.00969278393653813
199710 -2.48301323760984 3.97745566642739e-17 -8.14149259018149 8.51462068970937e-05 -8.81182268422718 2.08782964356352e-12 -3.96770154541763 4.32355225076118e-09 -6.76188829582005 7.30331247981953e-06 -11.7984761486137 0.0196237462645911
199711 -2.64547177741272 2.72003296657945e-16 -8.49592927534175 0.000458185948367889 -9.36302641190261 1.39643713096851e-10 -3.47374303726444 7.6626708581932e-09 -6.47297931104469 1.09357601812814e-05 -11.8311728676364 0.0408621798923585
199712 -2.99518453317429 8.24119010891942e-15 -8.79039391482361 0.00238951867126002 -10.030424663431 3.08225233836535e-08 -2.96079092643131 5.69347187896006e-09 -6.50344108948344 5.16599721938592e-05 -11.7618662330164 0.0670312153853388
199801 -3.67960108928771 1.7885879831918e-12 -9.6620109822505 0.0375660525468357 -12.241221805451 0.000538902478288125 -3.26736738723541 9.57094506905405e-08 -7.11264609404452 0.0010738957019628 -13.0509734481479 0.562342427577986
199802 -2.3835120014291 1.14403107027964e-15 -8.14027207077059 0.000742016476153255 -9.29947006799869 1.12442031400758e-08 -2.30068980689646 9.4634456215915e-10 -5.36281869535877 1.90564978101205e-06 -11.3121775819021 0.0352785407312167
199803 -2.48470230831157 1.0416359228699e-14 -8.14208949293986 0.00150464575420487 -9.15019689156567 4.43533843077393e-08 -2.38110428955371 2.38058709515354e-09 -5.42079374338458 3.22447798022559e-06 -11.2388942854458 0.0523209607062059
199804 -2.60385393811344 8.73590230925615e-14 -8.30991262362846 0.00443376061302263 -9.31300444577676 5.35065736943518e-07 -2.78116028276947 3.29430746476882e-08 -5.59903595410114 9.40110271448721e-06 -11.7042271799504 0.184341485695115
199805 -3.23445043377706 1.03749582871976e-11 -9.03756195008614 0.036641788924255 -10.1640433561725 5.53235488113988e-05 -3.61434576378954 3.02084678583396e-06 -6.36328135768827 0.00020582835135119 -12.9531433709628 0.84733357242212
199806 -3.91474900891426 1.40988049281519e-09 -9.92435743657509 0.244916780728049 -10.807678398682 0.00174840111987959 -3.95020787008267 3.79387721301002e-05 -7.21904019365893 0.0100055378899083 -12.7632886961265 0.889989634637043
199807 -3.90618897012913 6.93094077288066e-09 -9.853271704624 0.340386998438467 -11.3176922192135 0.0245638086079999 -3.70266699900583 4.24392160930646e-05 -7.45074663317973 0.0695750575265858 -13.5918750426465 0.448435225102493
199808 -4.07186200562488 8.69343651966778e-09 -10.2046878290806 0.399476685669618 -11.8246716711632 0.035026133497997 -3.87199486634617 7.53991133109266e-05 -7.90342499154004 0.081646360519151 -14.3273112057662 0.297137293608123
199809 -3.88557696289298 3.44106677428722e-09 -10.0210120628588 0.305528525089821 -11.541762176548 0.0171949374243697 -3.51066319708948 1.2714905468512e-05 -7.34916106124599 0.0192396341531701 -13.9526962370027 0.549856101502544
199810 -3.51173799398068 3.42923215151836e-10 -9.65118550641737 0.123252914484788 -11.0958582408593 0.000797459198657667 -3.47825394171548 8.95198199511996e-06 -7.15231418748377 0.00476884495001185 -13.9540786763088 0.386538343641157
199811 -3.5441841763066 4.04033672008819e-10 -9.77379319882155 0.14902274167216 -11.4560769753252 0.00288236770388002 -3.54092986614307 1.91355986111172e-05 -7.4734125555078 0.0186440598057364 -14.2822151598202 0.791778955877558
199812 -3.50973340326837 4.30215811246968e-10 -9.63211988702741 0.124469194425428 -10.7481449541419 0.000524498124377218 -3.11147520398414 5.27375380871024e-06 -6.9731790439082 0.00986096857040891 -13.2479209269031 0.478812589115758
199901 -3.56560007745734 8.03115373799451e-10 -9.67596525090801 0.145253011108182 -10.4837156573012 0.000301309108214653 -3.05264215711634 5.85488137746185e-06 -7.06569997661131 0.0215788203740737 -11.8242377005059 0.0843782414854763
199902 -3.45362359248744 8.24747271777962e-10 -9.48317788280455 0.12261013547709 -10.2584815107975 0.000192075456143495 -2.92209468750484 4.95230945288659e-06 -6.42023107426593 0.00872225987176541 -11.6586517972898 0.0834890895159614
199903 -3.44424282553673 1.89812685412429e-09 -9.58863788393838 0.179218679699472 -10.3858165605145 0.000413879762356766 -3.22866185896615 2.45799617135257e-05 -7.18207355786957 0.0746171094975917 -12.6029972736706 0.397853538059682
199904 -4.02855282963925 4.52151199515011e-08 -10.889483454711 0.743993033713156 -12.2770064457288 0.0148973312705302 -4.49057539243662 0.00289371178256817 -8.79844166034847 0.947443791671011 -15.7597139151227 0.0716202724775598
199905 -4.04431104098288 3.58612541028507e-07 -10.6407567689616 0.96727808002895 -13.3865527809965 0.475820514977521 -2.31323860918191 6.77427032103218e-06 -6.27215087870157 0.082700858412202 -13.3442568793686 0.373194664179433
199906 -4.5450513790291 1.55894477157363e-05 -12.2005345070358 0.0863560271647835 -15.9316908865126 0.0491821538797103 -2.69062657064665 8.47730244121189e-05 -6.87139902210743 0.391289953223259 -15.2085359919234 0.00388150865127836
199907 -3.96735056063555 7.69557268906367e-06 -10.9095538611038 0.281703508584952 -13.6190401418036 0.463871456363344 -2.23600556995751 3.91374890788017e-05 -6.16322537561291 0.244862579662842 -13.7709716241327 0.0209227792443031
199908 -3.78906229070746 5.88697245640121e-06 -10.6310292611658 0.356073361111233 -13.0422972580316 0.723775154054648 -2.17689896370314 3.68194772900047e-05 -5.91082868299713 0.166680560523432 -13.5254815724386 0.0307010215389356
199909 -3.90072696017136 1.35349175671691e-05 -10.5606116436994 0.354259158496506 -13.0687672392464 0.644492671150143 -2.06418263413717 2.60165950757986e-05 -5.83750854134353 0.150599256495952 -13.2722812982438 0.0492473463296874
199910 -3.82197555081722 1.73870190477292e-05 -10.4355120826315 0.362678719196659 -12.7653976586852 0.737968674079856 -2.13684099848921 4.10549977704803e-05 -5.80055248541562 0.149086160850546 -13.1163218641181 0.058732931230321
199911 -4.1544916772194 0.000112045064993311 -10.6661327168583 0.228662065656471 -12.8863094994901 0.566557010362871 -2.39263344159726 0.00012452891824907 -6.19964296474882 0.261869078998544 -13.1065961824215 0.0519513998167089
199912 -4.47690185253669 0.00104014373776361 -11.3670556727579 0.045809675369254 -13.8304967481805 0.108923798222404 -2.96741529571698 0.00149122365494312 -6.80652792323815 0.677053168563848 -14.0617446052844 0.00489807477841672
200001 -3.4726848184641 0.000124195983762237 -10.6138857012511 0.0941353089042113 -13.6041750309509 0.0756849992635712 -1.70045243476691 2.88371897031104e-05 -5.92284725757517 0.300083810217117 -12.3487495735103 0.148270030234965
200002 -2.92711084246915 5.85974710766825e-05 -10.5580645409444 0.0564238621635249 -13.8867027914037 0.0175688856286173 -1.74079749151794 4.67990432632359e-05 -5.59735379201225 0.210630040920972 -12.028921320364 0.295279502761296
200003 -2.82728067022349 8.93475733165476e-05 -10.2285244169294 0.0598672002108575 -13.0881059525693 0.0325042401342312 -1.58731895899198 3.72074597910721e-05 -5.62263703769843 0.223014631384419 -11.6163725916205 0.381619193202124
200004 -1.35681231662779 2.81620541015597e-07 -8.25596076435173 0.848596656645425 -10.6091573790461 0.992434623409936 -1.31632126093946 1.358177479129e-05 -5.54688225080455 0.188590972085675 -11.019515955804 0.44136177191719
200005 -1.88830745136321 4.91266707311738e-06 -8.96230841735923 0.362298778342122 -11.470465896006 0.456895507179594 -1.56068080243859 4.38512453263872e-05 -6.33506070010474 0.512321088068506 -11.957310763843 0.170930546393391
200006 -1.13132358932546 2.95745159984467e-07 -8.21649389687222 0.717811077075782 -10.9310426858314 0.702369847355423 -1.02335063749057 5.95971937287788e-06 -5.02337218736886 0.0678973796270535 -10.4573284335175 0.887255619033083
200007 -1.13454901536694 3.41371983485794e-07 -8.21594953090885 0.718388524291265 -10.9318201929846 0.701968111845907 -0.930684923635994 4.65323903605174e-06 -5.01681733406523 0.0687729229517039 -10.4717793359496 0.881523934542477
200008 -0.979426225203217 2.70783882388094e-07 -8.11042552213708 0.730060553933545 -11.0231435808796 0.593896597222866 -0.936884036745811 6.58083299556519e-06 -5.07796473339073 0.0858203596510065 -10.8116441185363 0.644857184762604
200009 -0.179467965270663 3.7442565153914e-09 -7.43586297816254 0.81779391883944 -10.0757855000463 0.83818382729549 -0.184340650624581 2.49905552263782e-07 -4.59464053992538 0.0378372394620579 -9.66786114451486 0.727750612792956
200010 -0.487606518110484 2.00016738659766e-08 -7.34433433407105 0.734923284702959 -9.72268348551013 0.612550746956066 -0.328243211900903 5.43885065239394e-07 -4.34537054067259 0.0211025526794513 -9.29401386839199 0.531701323397705
200011 -0.455153417304333 4.1144849766896e-08 -7.32955891612617 0.73089641937471 -9.72228146132139 0.617292721693286 -0.432476246707814 1.49762852767151e-06 -4.35801491238446 0.0228724932212339 -9.30542860366057 0.541750627133234
200012 -0.474862398990528 9.40833167721337e-08 -7.3286955247216 0.73102841179072 -9.74244721489075 0.641972126829342 -0.223670917930274 1.21242731974291e-06 -4.22273231100374 0.0163636752997548 -9.56589939110028 0.652988174839316
200101 -0.255878213786542 5.561653054723e-08 -7.33718411198101 0.745824396891146 -9.67679899377765 0.650918662834873 0.0344423934297566 5.8138093177184e-07 -4.29889046141116 0.0214228472201441 -9.74794769633256 0.847049397189572
200102 -0.440924154505629 1.63765610790131e-07 -7.20673148646926 0.679689841982718 -9.6454559765127 0.6989425581829 -0.203361838718585 1.78356821077118e-06 -3.95101140219618 0.0113675244283056 -9.65772785417924 0.925096503912534
200103 -2.26224962279038 0.000215171835867389 -7.53304447648817 0.798213913745202 -9.30956288505542 0.472181250301421 -2.06602408924763 0.00196472119100114 -4.28109142715283 0.0159564070839292 -8.78770756232783 0.381157179102878
200104 -0.824065927058681 5.82752743155648e-06 -7.03430690616309 0.546172938761754 -9.36870542570105 0.496584894780048 -0.0946316468532604 1.05316977536711e-05 -3.1370165579518 0.00159040486293723 -8.78166230673287 0.383248462913249
200105 -0.463595588035615 4.078825907434e-06 -6.86125395353376 0.45697562711273 -9.57728024707596 0.595127200916732 -0.0816253340531592 2.68740200917619e-05 -3.10664549301283 0.00205115040360024 -8.73578200288156 0.37526661498177
200106 -0.118157422820597 2.92028045561235e-06 -6.85615209705661 0.454507299259457 -9.51478541597222 0.608486068004818 0.282572230889322 2.07821296950607e-05 -2.84896089529953 0.00144460611746159 -8.72017937087572 0.374319968215059
200107 -0.670488555033955 5.30858727890859e-05 -6.90071067783407 0.473604869560126 -9.29925521882595 0.487164762089788 0.210782797718967 6.76475594645561e-05 -3.19943518516768 0.00510254822792544 -8.76674787163723 0.405526896135081
200108 -0.681623872048376 8.48007372461439e-05 -6.83349880407902 0.500303455175599 -9.38130320692736 0.581917367092033 0.348510454934958 5.70816736911152e-05 -3.27983253712727 0.0084962815696661 -8.9282072449123 0.527540440415605
200109 -1.45477031678667 0.000815526107753172 -7.72574759828091 0.911457991279035 -10.3669691204836 0.983271960313192 -0.140126325460632 0.000277421048514782 -4.59262862282053 0.0737469069057294 -10.1129205093509 0.959755185434964
200110 -0.677940146259659 9.14361655457253e-05 -6.89105841346009 0.493595325642586 -9.57477961791675 0.598757338558928 0.147875346624882 0.000149205488964189 -3.33208122656179 0.00812230204339565 -9.25137541849008 0.711197976432655
200111 -0.219618373283659 2.26456368825443e-05 -6.37817776156 0.278437254138253 -9.11984809377497 0.385704010393761 0.633579687969288 3.20769180817069e-05 -2.4064807776728 0.000803602994447513 -8.34198667459611 0.317652349302988
200112 -0.146803476321478 2.5628321324102e-05 -6.28464277478833 0.280872236546634 -8.89947549034371 0.348834348152166 0.719955558844276 3.11169147034207e-05 -1.99356234083639 0.000349067120444748 -7.73878769945886 0.179868524954212
200201 0.0528153336297632 1.80945088027411e-05 -5.79430567689674 0.152949846557498 -8.45518195260333 0.222999545837438 0.807405586404308 3.03491024603383e-05 -1.82449211767564 0.000311111650196798 -7.46609800616069 0.148198271054849
200202 0.0578019401824559 2.68947832793042e-05 -5.5998150392782 0.131647244906489 -8.29356634694867 0.219477424234247 0.791776216784146 4.44905567083354e-05 -2.01695553694268 0.000950212586135263 -7.24669031470391 0.148930877106187
200203 0.305014126093217 1.82912722170567e-05 -5.11550454394651 0.0697223820311773 -7.67533931232405 0.115171474145738 1.14708939457965 1.7770834118398e-05 -1.18638235830177 0.000152033550633981 -6.85033946162235 0.129028381324409
200204 0.211563553717287 3.99312088687938e-05 -5.08125394816075 0.0740794343002767 -7.49927818727443 0.105526073320234 1.05134067462637 3.4995308500605e-05 -0.863193538263096 0.0001003547185364 -5.96123701681963 0.0471995106425141
200205 0.58987775756919 1.74930442594964e-05 -4.64694900129008 0.0371625780072395 -7.02406176548438 0.0572681113360315 1.1878664519218 3.2946245707656e-05 -0.435816814958589 4.73539210351835e-05 -5.73573644465415 0.0534813278573633
200206 0.227529293860185 9.60242651285132e-05 -4.90687042384546 0.0647023352921797 -7.27218564776768 0.103602156151888 0.784374329333493 0.000186683206704054 -1.09555492351172 0.000680271051525749 -5.66802142232083 0.0996112486532215
200207 -0.381725639784447 0.000879308796358187 -5.41578741658952 0.145510183483604 -7.90956227496746 0.255475489595924 0.31329781515026 0.00111744732544053 -1.66970237833457 0.00565258944939595 -6.2081640172337 0.311595329316202
200208 -0.241453945150516 0.000750025301114834 -5.2942076845695 0.136754556155996 -7.8168126850926 0.250965369474333 0.400528599394545 0.00104531779366115 -1.61804222085693 0.00590398488485064 -6.43710306175511 0.448002429698348
200209 -0.637728896472955 0.0024427884847899 -5.63750860545518 0.217615930045061 -8.15054541520055 0.35177547590996 0.148839851678451 0.00227152762406751 -1.9548594618682 0.0125136568713478 -7.22546010516434 0.84522074306357
200210 -0.491023043685579 0.00209176286308914 -5.49470061592947 0.196475693337956 -8.02571971127781 0.323307565224456 0.424424102662568 0.00124367775212665 -1.56713720194828 0.00576656755783134 -6.74226020498296 0.650691473837843
200211 -0.476071644346376 0.00254369686490259 -5.47143475977343 0.215491542822452 -7.83544699751586 0.283972658908133 0.530240152989814 0.00107089804656968 -1.41225668174256 0.00455617542231506 -6.23797432839208 0.467297590174248
200212 -0.338910035858708 0.0024086269270662 -5.31716003899505 0.205768849556736 -7.75970575477418 0.287641392187281 0.419954436980707 0.0016939041433679 -1.58554104874025 0.0079016300192327 -6.67652030068528 0.736427743682868
200301 0.0227712227797716 0.00127913839076268 -4.97524281349979 0.160444490817268 -7.3842817096563 0.215717098880161 0.586955264065736 0.00134190676108415 -1.46628835917011 0.00797701610199789 -6.31340159408031 0.66073028220231
200302 -0.0660920628494877 0.00197730713595881 -4.98593426287137 0.179911844059166 -7.25892918318449 0.196599070502037 0.563701172979714 0.00165649950349546 -1.5745614573607 0.0118554743144367 -6.23709732682816 0.687746725285769
200303 -0.153238033716674 0.00298880179986588 -5.01966618089169 0.208873016067017 -7.41995735194321 0.25117018015076 0.626399483480822 0.00161335712527253 -1.5449532558748 0.0131622021808662 -6.51969624000901 0.902927887406916
200304 0.0965622982920022 0.00198036970959015 -4.7574745611769 0.166237729049983 -7.29765601515677 0.237220401038606 0.881723699348258 0.000910567937226957 -1.11969159433063 0.00583054370750505 -6.38537752495856 0.909794920286268
200305 0.442238499994696 0.00092214709788913 -4.23895695049332 0.0788612767865085 -6.72692789588476 0.0961403437419185 1.05597435205439 0.000612504296380851 -0.797626164812204 0.00288383341818124 -5.54904037329738 0.491439780046522
200306 0.681223570400369 0.00056934801010894 -3.99318462902927 0.0566267001438654 -6.54850735029129 0.0750520589242776 1.18561171638607 0.000473776367003536 -0.604262952515056 0.00199354640254802 -5.26157419785169 0.408411269828047
200307 1.02106747129876 0.00026657676707832 -3.45515980711402 0.0229528908550879 -6.01759333328489 0.0296213262340408 1.19562314662552 0.000536405713735785 -0.415492761522596 0.00149885208714453 -4.50257726543131 0.195429519508559
200308 1.04818476059572 0.000252395353838993 -3.16405404182705 0.0136965696391655 -5.31773405649985 0.00703829605229298 1.19403319692948 0.000582407751642523 -0.300342208243309 0.00116179423912935 -4.19589674862213 0.113871049504715
200309 1.08223158887403 0.000231970336286713 -2.69728651236163 0.00550155233438966 -4.63212712681487 0.00173375336190517 1.21654885509933 0.000574047004651067 -0.2123383734844 0.00100865624089776 -4.00247863474699 0.0868825607565976
200310 1.07507467567728 0.000253850311188504 -2.39974605731785 0.00307102747892209 -4.15829255083096 0.00066805100403052 1.22065750211394 0.00058934766278548 -0.0277697938662724 0.000638258915756009 -3.86714060538047 0.0729561820448174
200311 1.06282428418327 0.000291929130276174 -2.35183680835893 0.00305158472266819 -4.15893962356053 0.000856853009929404 1.22307590555313 0.000645117569281538 -0.0276947331884658 0.000692854922427358 -3.91249813772376 0.0798990765178356
200312 1.02290598596418 0.000349044438836706 -2.16746781285986 0.00222699380276895 -3.84972014727694 0.000548471008348768 1.17400054851369 0.000766543157476016 0.063680821981138 0.000565671282854688 -3.79195419915936 0.070165563418191
