"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
199606 -0.745745463523351 0.000154304504285703 -4.89208777075956 0.0254793098415144 -4.72022077342795 0.0132720859470782 -9.1735640187981 3.47997041417433e-07 -5.51094526410647 0.000501022290468674
199607 -0.737411306098945 0.000157059763967785 -4.89401073378493 0.0259329142736742 -4.72061591303905 0.0136339400084113 -9.18382788930678 3.68165296378766e-07 -5.51777752165485 0.000514414336727171
199608 -0.667216882293142 0.000118233777465305 -4.83206513890664 0.0319021624704583 -4.69515537847121 0.0150170088103726 -9.17270347683745 4.43658583339533e-07 -5.50209324063184 0.000578622766144738
199609 -0.64767656244924 0.000115349584329998 -4.81085255950566 0.034715332381895 -4.6858924671106 0.0159326111810655 -9.15982685194854 5.56439609758986e-07 -5.48110392828309 0.000669088949788071
199610 -0.6634008427161 0.000126968280501991 -4.82201748498903 0.0346211824287968 -4.70339728055573 0.0158111415168432 -9.217297112654 5.07208698816351e-07 -5.49566601954534 0.00066821258470701
199611 -0.622240689359765 0.000115579727055375 -4.84964876304272 0.0323074052862959 -4.72126655094858 0.0152971034944954 -9.22350873488262 5.31172940787644e-07 -5.51642868535567 0.000635687125400755
199612 -0.625576406075101 0.000123852468042787 -4.86174007374873 0.0321936613530497 -4.72075303463373 0.0157715542644716 -9.22939231126241 5.74923304142342e-07 -5.5235237612939 0.000650403377147281
199701 -0.589810610210972 0.000114193680455917 -4.85348560807999 0.0332952844655289 -4.70645626443336 0.0168159830780961 -9.2284793102507 6.33700350782863e-07 -5.52950667298953 0.00066755441206507
199702 -0.592749606130583 0.000124680886821263 -4.86103798367969 0.033229332625474 -4.70233952069119 0.0174398651684438 -9.22345454911819 7.25172721539765e-07 -5.53076545179176 0.000697013893694976
199703 -0.60138780026513 0.000136588341663259 -4.87214511338079 0.0331673077455517 -4.70272989348686 0.0178897566814134 -9.22311717734125 8.01600130986608e-07 -5.52563884124861 0.000749308645611966
199704 -0.538079002434366 0.000107874326937076 -4.84168225985584 0.0365911090055579 -4.7032563624084 0.0181537710398704 -9.21085844856922 9.34413846213667e-07 -5.51867619492006 0.000803487497335867
199705 -0.583759337764245 0.000146539112822032 -4.86020908079507 0.0349944643303792 -4.73449008067743 0.0168753137785711 -9.25557645085102 8.31063751892614e-07 -5.53264353532252 0.000788946157514319
199706 -0.410812066735455 5.84889793958487e-05 -4.76876046611674 0.0478639072069976 -4.6735005444634 0.021360165160992 -9.21346617729766 1.21554353169619e-06 -5.45127603435291 0.00118487119655264
199707 -0.419056790857431 6.46226191649528e-05 -4.7798155516924 0.0475429181133056 -4.70416429816891 0.0203027160167557 -9.23231098789579 1.25249465847388e-06 -5.45864315777336 0.00121822211859961
199708 -0.380340620946718 5.18701108659633e-05 -4.75725018928559 0.0525392260877928 -4.68159605234031 0.0224888515599404 -9.23015350540157 1.41189778285465e-06 -5.45600799068711 0.00128728028214951
199709 -0.322975085047994 4.45028526960022e-05 -4.76895721877797 0.0510484605273433 -4.73852137488098 0.0195416231766352 -9.2860445306765 1.20073414672691e-06 -5.49343886121658 0.00114859965613577
199710 -0.228727100404003 2.77505861038895e-05 -4.71103946412081 0.0621817274751532 -4.70099353775126 0.0236994398456343 -9.26746337219115 1.59138131769329e-06 -5.46434650908236 0.00135693251267173
199711 -0.178478898133383 2.32185497570484e-05 -4.67879388969865 0.0685843700396392 -4.64766482217118 0.0279466729178141 -9.25588840893086 1.86014141432364e-06 -5.44337744889978 0.00152001194140662
199712 -0.210835177120461 2.63912254737155e-05 -4.71771949251327 0.0651204310255694 -4.69479265282551 0.0254342828526956 -9.29084699474247 1.81511055652843e-06 -5.45351000852541 0.00153497034870785
199801 -0.250028044203443 3.58008260687004e-05 -4.74761637508938 0.0602191013123048 -4.72339541647897 0.0235943279945503 -9.26633616118053 2.13986212557956e-06 -5.40999629823451 0.00176113564498017
199802 -0.246357442270928 3.14685076162909e-05 -4.74920669851655 0.0640422131563814 -4.71866795612059 0.0248407805435986 -9.28989235619346 2.40225855100538e-06 -5.32012859719189 0.00252270487011141
199803 -0.318110754415657 4.41415031212371e-05 -4.79232409129215 0.0594395374386815 -4.77692313097022 0.0218405729675761 -9.31693677925078 2.37686658690441e-06 -5.31743665406543 0.00264160108213615
199804 -0.497311420786573 0.000100498655418563 -4.97981580002973 0.0399812498424326 -4.90420982396416 0.0157690433067043 -9.4628070326549 1.47664515291393e-06 -5.4069101851449 0.00207162619474157
199805 -0.506672325043844 0.000109516351575336 -5.00917310680966 0.0387096315934286 -4.91705774822302 0.015875292331233 -9.48833694360063 1.51500566921132e-06 -5.41167412351564 0.00214182345040085
199806 -0.716866325556298 0.000277060627699597 -5.27465732732271 0.0209149039513174 -5.14484302023204 0.00882999427612421 -9.65668724732936 8.6572531405151e-07 -5.513244237133 0.00161895421583052
199807 -0.17921825045466 2.91744081223913e-05 -5.00181305763803 0.0398722988968758 -4.88536008352156 0.0176483448697497 -9.47464518755434 2.07603918013382e-06 -5.4338403666337 0.00211835205696278
199808 -0.00727637800730374 1.45017829957109e-05 -4.84448374737108 0.0589537598823418 -4.74977260396496 0.025936733886739 -9.39657091886876 3.51539596074412e-06 -5.36238136221641 0.00281027236036827
199809 0.237923696047937 5.03423828119811e-06 -4.63600982970984 0.097652918180524 -4.58971054161759 0.0393538512472905 -9.32540905937769 5.25403312606202e-06 -5.30242629479762 0.00356437811270404
199810 0.248430887794915 5.0975148124507e-06 -4.67086111973523 0.0937840467718385 -4.58397127457264 0.0404179316122993 -9.34900195541053 5.17724200788303e-06 -5.31776495446357 0.00319121859921659
199811 0.342144724579918 4.43843547378558e-06 -4.68406613478964 0.0886843358749336 -4.59139561971356 0.0334655601719803 -9.4122562544626 4.03665385924316e-06 -5.29917239429785 0.00356239362204576
199812 0.305560570830621 5.95298316127299e-06 -4.65738461046696 0.0952038352913074 -4.53319743324936 0.0401315074312466 -9.38872990286237 4.93050116438219e-06 -5.28827464307182 0.00384715878128923
199901 0.307541028008784 5.60745544539624e-06 -4.76293964986885 0.0791896055168835 -4.10957660247995 0.101142024138943 -9.48087611338562 4.24082923691446e-06 -5.3703748903716 0.00317347626799786
