"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12"
-0.0750833285860191 -2.23882887726597 -0.115785100969493 -3.47225162802284 -0.0157815282139417 2.10049442904235 -0.0425779247702842 0.424452791484858 -0.0637852030361004 -0.516662218410607 0.0185141177906224 4.33256297004369
-0.0750684442759129 -2.22075276976804 -0.116064366382723 -3.45525483146743 -0.0160546093007259 2.05527405510481 -0.0420289013931905 0.443193987509428 -0.0629502688700181 -0.460074200310734 0.0158872280042185 4.10120986728432
-0.0731397160659135 -2.09653148149694 -0.110823255464398 -3.20044340414067 -0.01171305941565 2.28266016078694 -0.0407890620096951 0.51328740683783 -0.0620100110549726 -0.408546062503649 0.0165132139142549 4.09098614690246
-0.073486709452826 -2.10266599496997 -0.112781064050577 -3.27395061230874 -0.0122205031082083 2.23270592001426 -0.0434502701737896 0.374261041888458 -0.0648756065892599 -0.548664373553774 0.0156878202342047 4.00348513512219
-0.0732152669947017 -2.07901141903699 -0.113603078696152 -3.28622190002112 -0.0123051365762306 2.20898559690448 -0.0427338358478897 0.397019279178433 -0.0652440788247211 -0.565038825353947 0.0190760448897217 3.96446594972182
-0.0732361504372103 -2.06074826793727 -0.113719626876214 -3.26158764972963 -0.0124755492085822 2.17920021182768 -0.0427537253620824 0.392492752620615 -0.0652148617738231 -0.556002502667364 0.0216929085366622 4.0557779776054
-0.0733414752481656 -2.04437486884685 -0.11398362766044 -3.2412350500814 -0.0126301963098117 2.15305583791434 -0.0427543299078581 0.388998839764326 -0.0652233018322854 -0.551210197937739 0.0215300858826493 3.96850062092748
-0.0731683390701414 -2.01645020393004 -0.113970001688696 -3.21011387009843 -0.0127052914366839 2.12666442671383 -0.0423966641003402 0.405738235682639 -0.0651778522821767 -0.544183975444697 0.0225752648955524 3.97660515130872
-0.0733610598328063 -1.99870815287432 -0.113948100551405 -3.1756291702435 -0.0128395580894676 2.12321173801237 -0.0425163761438516 0.405196710056522 -0.0651763246202626 -0.53897330118107 0.0226445688304385 3.92768756767856
-0.0724277311236492 -1.9383981323778 -0.113715757822065 -3.12935607020802 -0.0143359821328541 2.02140872839841 -0.041801844191885 0.420830135437491 -0.0644450520117721 -0.508123270751274 0.0228118182478801 3.903329599477
-0.0736056761955921 -1.97106643862193 -0.111332536366868 -2.99828855268924 -0.00894209962529779 2.27880795305679 -0.0430046804894533 0.348387706080972 -0.0646215962458381 -0.516777938332285 0.0281865721745785 4.05966202984262
-0.071547971167035 -1.8494976518352 -0.111401965725368 -2.9252249601651 -0.0121215801251489 2.1862862791221 -0.037587524706671 0.6252337952108 -0.0618268754957219 -0.355362125449651 0.0262731281179011 3.9509225261541
-0.0714805214211698 -1.82475583572378 -0.104547049030915 -2.65478794799601 -0.00444010841805653 2.49982512063057 -0.0387108608882356 0.564699148721084 -0.0612167086662689 -0.322519502388951 0.0274269872249916 3.95883597570546
-0.0714206422557309 -1.80344563331367 -0.104699073507558 -2.6299893304276 -0.00521045472268944 2.4374922237886 -0.0384442144855077 0.576217205607005 -0.0613706419231448 -0.310459285280609 0.0257860219596724 3.84836451004615
-0.0704418496528323 -1.74484997655586 -0.103867305442511 -2.57975798505955 -0.00521007409934193 2.4224808545521 -0.036149308578342 0.679926318147976 -0.0627368308802292 -0.382069915556006 0.0267504773786961 3.85516036295093
-0.0704128740258936 -1.72303514808088 -0.102356625286343 -2.49206178066096 -0.00492846593286389 2.40375571704793 -0.0370386916260539 0.65503906052208 -0.0620177245262672 -0.29814116753382 0.0277263166027505 3.89035403825345
-0.0703155470141059 -1.7024280667827 -0.102096892699577 -2.45416447517062 -0.00383213669649152 2.41812073743863 -0.0364045658526806 0.669646419940096 -0.0603870290154158 -0.222541276522855 0.026093791817578 3.76725937982636
-0.0701325237389359 -1.67419193193822 -0.101364565322724 -2.4004892926474 -0.00373693668921127 2.39929049776279 -0.0363697141631547 0.666129949031835 -0.0603663972198321 -0.207479485806627 0.0246459106308922 3.68672482283738
-0.0704583802466741 -1.66970516225732 -0.101202842680735 -2.36849831999542 -0.00311192659066761 2.42510828524168 -0.0364251847752208 0.656273299007036 -0.0601821050788371 -0.197917411300248 0.0259035092662584 3.72359649726241
-0.0705905262272386 -1.64824361738686 -0.102251893477808 -2.36612887672233 -0.00545827942332799 2.29257958723606 -0.03558679738486 0.699171581762112 -0.0610141104979138 -0.195711134040054 0.0237447373067048 3.60757451076274
-0.0708733772924841 -1.64019697090181 -0.102894758305061 -2.38599614720628 -0.0066229418645849 2.19042037700117 -0.0355068268437408 0.692826229823721 -0.0593472339982242 -0.121838275727823 0.0273447499316253 3.78950521796069
-0.0769101830178445 -1.83991944651595 -0.106649239507313 -2.45142133501106 -0.000306606650847918 2.49752639675358 -0.0424737041578194 0.401187724749806 -0.063028042096231 -0.259755035080866 0.0373649210211666 4.1821727147339
-0.0769745917790983 -1.82031633392851 -0.107276699324688 -2.43138207900516 -0.00240342937643545 2.37694174959362 -0.0422047676605271 0.409934634039195 -0.0627887423654461 -0.240987924646468 0.0368493593934477 4.12000380751146
-0.0774597760217077 -1.81872169108569 -0.108762883571473 -2.44844993951906 -0.00012257155945461 2.46343020924476 -0.0432898788508247 0.361293969121745 -0.064473615328517 -0.272310811114244 0.0501567510616621 4.75907369477305
-0.0787135770980945 -1.8578054049779 -0.110062104456753 -2.49690646928144 -0.000493608571440429 2.41841763514201 -0.040752175684563 0.438294253949041 -0.0590941284779052 -0.0331230529556105 0.0471441770825419 4.60552282075079
-0.0763707174374859 -1.74651578695844 -0.105295903448595 -2.27796199580002 -0.000639125898794779 2.41482829430283 -0.0381265751162254 0.531948794084333 -0.0566120426586463 0.0818008846728304 0.0421105824895189 4.2343593603246
-0.0760939859070395 -1.71135265832041 -0.104166478024793 -2.20228952106334 -0.00117071994856266 2.38347431586089 -0.0374024353519691 0.561734712016215 -0.0573096092905443 0.0752606673346191 0.040675348774593 4.14580226752927
-0.0757436919593915 -1.67652679517738 -0.103879722156098 -2.16392073861153 -0.00093651397759853 2.37123208128978 -0.0377764614723686 0.543019722583543 -0.0579884589829707 0.064014172346792 0.040671866043424 4.09895002989742
-0.0735344362797714 -1.58163542964683 -0.103442144261726 -2.15589982357888 -0.000504161112167889 2.34700986435639 -0.0370745028971193 0.541849622824873 -0.0552335573616556 0.121991981841747 0.0436649092097502 4.13417533336285
-0.0734298518324024 -1.56404026033981 -0.103537174399701 -2.12997523805629 -0.00227886361253193 2.20900382893318 -0.0358983741846894 0.572132916091335 -0.0548671818704802 0.0605043552620905 0.0440294344594603 4.07454774618906
-0.0746317883087826 -1.58053580464355 -0.107983411062742 -2.23914873516225 -0.00291864549639542 2.16836660507228 -0.0367100264613072 0.552400343452575 -0.055824802561794 0.0659461801391038 0.0458031844498116 4.1368190228514
-0.0747043313271014 -1.56275219321535 -0.107179143409945 -2.17831494475789 -0.0026525448578365 2.16045442987961 -0.0367577189542747 0.547028067004713 -0.0548856534506066 0.113648694068977 0.0460223655808957 4.11457317807204
-0.0743277454493771 -1.53323094176547 -0.106150296086929 -2.16465774294473 -0.00245902711358359 2.12991993527809 -0.0367921970552592 0.538915076144021 -0.0557768476570966 0.034467855313678 0.0462689572559847 4.07463329085424
