"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13"
199507 -4.54626521611901 0.00718564000166874 -4.25144732774594 0.0176727491397882 -2.44867358945093 0.355916733870602 -2.76227530441373 0.908238288639261 -4.65499284579627 0.0467226118793402 -0.926368409226086 0.00147212823168378
199508 -4.55242646758549 0.00725893560028922 -4.30698516601491 0.0148495152420097 -2.46666603849022 0.39077210527722 -2.76135012580532 0.907750128146102 -4.65507521930342 0.0476078097028955 -0.891728699638827 0.00137202368110291
199509 -4.55166236281508 0.00745236708879164 -4.31608118635152 0.0147893336887151 -2.48116488038181 0.409678508288821 -2.7349900502307 0.889578119423856 -4.61333291074446 0.0545432515054747 -1.02811097678359 0.00281572270563214
199510 -4.43924180047459 0.0111925532142859 -4.09849775466964 0.0270240803637646 -2.25748183151291 0.282059157848587 -2.67280390502087 0.830359522887873 -4.56870162630592 0.0617727889553449 -0.9971291508029 0.00269871758513199
199511 -4.45625378860899 0.0106401839762973 -4.1636603034692 0.0221542087079399 -2.28470042211846 0.299918657043603 -2.79394985580246 0.945135397802356 -4.69520193043054 0.04467143096338 -1.04079148357725 0.00335935017504975
199512 -4.44251903386366 0.0111296777211404 -4.19087105317804 0.0206903337622553 -2.28942225382092 0.304153760162034 -2.75984372468492 0.923479283501377 -4.71165320402771 0.043243132189207 -0.87190052353705 0.00362819450496767
199601 -4.44338318195205 0.0114359435813874 -4.19463080336535 0.0209591071584868 -2.29856566965372 0.311570993406012 -2.76072911445184 0.924563856620646 -4.70956213714471 0.0444853252378227 -0.743938547356904 0.0025449327287856
199602 -4.44658372556781 0.0117207274076509 -4.20161576458025 0.0210956932007022 -2.30721086745085 0.317711000457527 -2.76070984510706 0.924775670370279 -4.70992346665726 0.0453262981885983 -0.752454905176525 0.00314258454551043
199603 -4.43664830148855 0.0124519784446287 -4.20076755200929 0.0216872076830737 -2.31118418971794 0.323286003483948 -2.74282093908136 0.908118904458419 -4.70780897168195 0.0464307867489903 -0.701029136305809 0.00283777329085669
199604 -4.43914742186478 0.0129409406136123 -4.19569392981627 0.0226324245296682 -2.3228620041448 0.323929219752236 -2.745863713484 0.906756953216336 -4.70773573242629 0.0473525267804822 -0.697640689253154 0.00307398161204985
199605 -4.38919772141477 0.0153179648931651 -4.17856737439841 0.0244741354981789 -2.40251676911152 0.377029371511172 -2.71205499644174 0.890577651380224 -4.67396866525076 0.0513654826761675 -0.69132552751483 0.00309904066622704
