"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
199507 -3.18930081650335 0.079229992605479 -4.23236617185907 0.0011356810396803 -2.51567018505237 0.922784313361206 -1.54218671734319 0.101896781133521 -2.30491292086632 0.622796157603906
199508 -3.1932603670876 0.0783115234291992 -4.21334492685486 0.0011826449304529 -2.51682462019187 0.924341451581545 -1.53828035988928 0.102506679577206 -2.31547391814393 0.613226922313943
199509 -3.11622674591796 0.0956015231062667 -4.19028371047554 0.0013616251316664 -2.48963066862624 0.898656409675974 -1.5057293659503 0.0958505338480055 -2.27506166633022 0.649984177956938
199510 -3.10276652889587 0.100028506923704 -4.15154036440342 0.00156704906313206 -2.40388144597645 0.82133814051603 -1.45279674117342 0.086076348387836 -2.15184055847037 0.738261629401859
199511 -3.24777492697272 0.067520844139968 -4.33328258157855 0.000792490354627044 -2.51864541788083 0.935048611502344 -1.46523273161916 0.0926053668905994 -2.27627007895321 0.605339788566635
199512 -3.24925923823147 0.0684179592988742 -4.25537339104216 0.00105611927627589 -2.52107734607259 0.94035122233198 -1.41164844078012 0.0830881636795337 -2.36511447035799 0.533965853305174
199601 -3.23545125975442 0.0721270480815742 -4.19103838394643 0.00136683794389312 -2.51269442260433 0.931427905953111 -1.41128696885386 0.0842763943362269 -2.34953989202655 0.548446058492332
199602 -3.23824488465176 0.0725392323919529 -4.18913098757283 0.00143595997896725 -2.50873457500571 0.92688101246608 -1.41045467851231 0.0852192311169581 -2.3448396265328 0.553654893760381
199603 -3.23680681625846 0.0734264095949364 -4.18732589390425 0.00149109858753073 -2.50684943819004 0.925643226512263 -1.41085857070427 0.086645277956567 -2.34492507795652 0.554665209964054
199604 -3.23597378257958 0.0747886403874121 -4.19036217318869 0.00153340216166892 -2.50694537466862 0.925901790867692 -1.41647439635506 0.0880237730194922 -2.34105813059959 0.560795601399973
199605 -3.17659333006508 0.0800924164476275 -4.00440571824043 0.00237743105769104 -2.44798853902275 0.877131581533559 -1.36332417814817 0.0793100097353459 -2.2839671710891 0.603116304569973
199606 -3.17926398329214 0.0792877425990303 -3.94278493992037 0.00272248739498111 -2.48702327233783 0.913257364780455 -1.41311541520288 0.0912851227203726 -2.29280279990296 0.596194437619619
199607 -2.86646157154788 0.155905523207448 -3.74048628022976 0.00550770245471302 -2.32988908272731 0.761215035599257 -1.22318357016189 0.0545480020882712 -2.14283299628986 0.727343998763315
199608 -2.86528628838452 0.15768615164376 -3.67501806070283 0.00690981841271248 -2.17525065091728 0.653176575095544 -1.1789000554973 0.049310763827233 -2.09194523664562 0.724237195406265
199609 -2.90206179958232 0.147828273108057 -3.69702848720737 0.00672292107402835 -2.18217350223431 0.650582625423172 -1.19338220181677 0.0504061624843983 -2.10539879318765 0.712323639025966
199610 -2.80202209134501 0.177748803011616 -3.6731000553182 0.00745002594148351 -2.18330595259351 0.660114465910282 -1.13162840486065 0.0450047693814682 -2.11815436746037 0.694518075616292
199611 -2.92058624270064 0.141757962300205 -3.72747232600548 0.00670020799614962 -2.02612672526574 0.536634639292085 -1.05374527061626 0.0358611188405029 -1.97485612354134 0.804331321580011
199612 -2.85350310335089 0.155248346102233 -3.68540182654982 0.00780707627679934 -2.006813061516 0.517374328224596 -1.02093372735366 0.0333879829247724 -1.97319550814092 0.803153965476124
199701 -2.98285484173373 0.116981957233116 -3.77162963962254 0.00617667579841766 -2.0100734709424 0.5154767067207 -1.00185823653598 0.0315530165287825 -1.91674574164795 0.851602962063135
199702 -2.95844071205844 0.123030939626811 -3.80706439696659 0.00555757174358689 -2.00692124033139 0.516819022972582 -1.02507949236159 0.0337258619377529 -1.89388902369141 0.864002522157791
199703 -2.75768665541904 0.179388134190217 -3.79575552282325 0.00621296084579879 -2.30492485479248 0.77659853804291 -1.11605079501895 0.042400258172321 -1.94978963359511 0.824731695790668
199704 -2.76126411666811 0.180101480282372 -3.74846894056871 0.00752748861030127 -2.07253594167525 0.594609489468074 -1.04021048707037 0.035412637382062 -1.85090128914291 0.875008121486217
199705 -2.24473286325235 0.388742049123807 -3.41092677833064 0.019030090495495 -1.64870107573587 0.350038847721586 -1.20304689884128 0.0537681172791334 -1.79928738999384 0.9214060468893
199706 -2.15466562470148 0.44315178482803 -3.08863339950558 0.0398152343574839 -1.64000786370204 0.343692425407051 -1.20320487186882 0.0547236488060907 -1.81326558809483 0.911855607396565
199707 -2.18785632899974 0.430091907098821 -3.0965625470007 0.0404375610304774 -1.61850968142385 0.320163298044683 -1.25340443913879 0.0584373935762766 -1.73942897962567 0.983499664167331
199708 -1.91724279729659 0.613208099888875 -2.28346973551297 0.189387910755435 -1.36935985452034 0.205443728068254 -1.11004126418461 0.0431229764824143 -1.69802298040187 0.992210080526502
199709 -2.28564853635627 0.306284332064392 -2.48318583014773 0.121611033790881 -1.7923889111723 0.521674061195972 -1.01194367223325 0.0341961211804871 -1.65333154683802 0.950620406172724
199710 -2.37074333798215 0.270588819894874 -2.52244538874478 0.114151157256336 -1.90270558286691 0.601632203546445 -0.927732980669482 0.0269241022335449 -1.65769895409831 0.952186011541524
199711 -2.38397012547942 0.26776092469395 -2.52170970496126 0.116440554834727 -1.93006598029875 0.619575592585323 -0.926411467532451 0.027556518333299 -1.68686279013979 0.977659087372001
199712 -2.24972783526878 0.318426248498029 -2.4169976858436 0.138771144753515 -1.85651385222716 0.618858173982128 -0.849549882659906 0.0237752009164102 -1.62605800745219 0.935373268701942
199801 -2.34141744046135 0.270457244733753 -2.4513621997398 0.126764214584364 -1.81258288858714 0.615073358899103 -0.846763936188544 0.0241942566128997 -1.64254821563865 0.952583671539155
199802 -2.32569589654548 0.283110594377952 -2.44737571498179 0.13179473921451 -1.81595529222789 0.604887190691864 -0.803520644849987 0.0206184956525185 -1.68657977114122 0.98824047720578
199803 -2.32889135359025 0.284873693600519 -2.45086775160053 0.133808614743503 -1.82410984637671 0.602861314024093 -0.792263171123553 0.0204059450359348 -1.66930107183423 0.971086625862934
199804 -2.3313745028029 0.285119692703269 -2.46330335414282 0.132064462276413 -1.7878590518168 0.585152848015451 -0.745902694909972 0.0191402138786062 -1.76164911349503 0.923572023879915
199805 -2.33318692183722 0.2878401585733 -2.4598080080056 0.135280274783298 -1.79447256258953 0.585028513770356 -0.786074624745314 0.0211993683742595 -1.78967672178341 0.901890684690116
199806 -2.32841648787896 0.291806567044674 -2.42713489566901 0.146045884992671 -1.72277669776217 0.538429434454535 -0.748259784452721 0.0192209012381337 -1.86307775340515 0.838219496059242
199807 -2.40412181652672 0.255107049501815 -2.52317387237406 0.121092296717255 -1.93733772199896 0.705432620813923 -0.691771774894323 0.0168642698982784 -1.80655533700242 0.88584096448331
199808 -3.12499359837246 0.0749735853241679 -3.3439070608936 0.0227064872229953 -3.12030320689973 0.524275049751562 -0.595770361875747 0.0069367731967995 -2.33461863773805 0.552434517335858
199809 -3.09737454767935 0.0811480736247826 -3.28569524406086 0.0272316176204066 -3.1031721191257 0.551549295541651 -0.685358262103586 0.00875778972065351 -2.36408514281572 0.547063333289569
199810 -3.13584817869663 0.079854135898186 -3.29841062929637 0.028054056118749 -3.18709215246462 0.515759809087186 -0.781711454947698 0.0124575912987587 -2.49982363137502 0.460987263183469
199811 -2.9743977660214 0.11118737968473 -3.14475113819255 0.0404764287767724 -2.878356250707 0.742384655173297 -0.666394108872992 0.00891189080810548 -2.28184878235722 0.608325621271171
199812 -2.89534297067331 0.13200619491389 -3.11178904310543 0.0450617002234729 -2.6886843950753 0.899794395212368 -0.310143412186181 0.00315190596366491 -2.063604201059 0.767001788286759
199901 -2.89861221461492 0.132643691045715 -3.13126264483403 0.0438014329932145 -2.65714562789763 0.928960166826904 -0.508283793180042 0.00559572774294922 -2.12255425201935 0.715375543814879
199902 -2.99881731712801 0.112429901636419 -3.14399213104444 0.04348723486811 -2.93492356982687 0.727342283874411 -0.936766458365645 0.0189841241472888 -2.18025774825794 0.673171339027555
199903 -2.94788925494893 0.123481078680027 -3.10985073645267 0.0476824021722523 -2.808474162122 0.79608482921945 -0.704078348797843 0.0114531164181819 -1.85084554044168 0.922011406398631
199904 -2.94862275384637 0.125780748510192 -3.11083887480712 0.0489279894311702 -2.8804571527737 0.745150499996506 -0.751330846633858 0.0143170763605229 -1.88127084536298 0.892082807831814
199905 -2.83629556244041 0.147049121708021 -2.86551091951073 0.0793352090991859 -2.6542065324195 0.882108914086232 -0.80522733676136 0.016812455580396 -1.90838640281221 0.878530516214257
199906 -2.89539529399379 0.122829206614442 -3.07912920086306 0.048062347615716 -3.0799557745685 0.524321325848748 -0.913895686328159 0.0219507695125318 -1.91158930951127 0.866869641864228
199907 -2.61461741707123 0.196506277484305 -2.78674717075098 0.0817405036788031 -2.6639174367828 0.772948158681303 -0.928930253302052 0.0219543538584301 -1.84648147092594 0.916081398732541
199908 -2.38923776262019 0.275607976410565 -2.74241569464069 0.0870579282245984 -2.44402535032338 0.904623438869656 -0.916547107733545 0.0218016656997303 -1.81291374055832 0.947420287091603
199909 -2.50134700173614 0.235395768335532 -2.65950488659505 0.105483135673477 -2.48123752953568 0.870526936600043 -1.04832584423389 0.0336233840880085 -1.85812593159544 0.914550027080546
199910 -2.52064997513253 0.231686361816867 -2.76457742440217 0.0870620443561974 -2.73603978543435 0.705097079476854 -1.01586510109919 0.0302013637009252 -1.97487302139485 0.831728336211226
199911 -2.02730013166494 0.335874974692585 -2.40237057596433 0.141432019542168 -2.33118837163466 0.769961153283721 -0.820138578072926 0.0207990786215971 -1.98276896286538 0.825548598981592
199912 -1.82064564392861 0.414539214165201 -2.44999768568326 0.131013167579434 -2.39914322683035 0.742014963166092 -0.516805324941427 0.00845700048201093 -2.26554288130631 0.620191563790882
200001 -1.95912487447687 0.337782001131223 -2.39349264470086 0.149046094690553 -2.0711187154663 0.977307034832734 0.641483909503815 0.000360096087256127 -1.74819937059809 0.897647601400295
200002 -1.94800204327361 0.345944407207549 -2.16962903104481 0.208525735505306 -2.03984131153201 0.929000578128569 0.850243888531799 0.000190096967878909 -1.8022822685188 0.869381931166904
200003 -1.06531314171538 0.849718927818558 -2.2706418272576 0.180767096319365 -2.90842128682749 0.205774371183838 0.310207821670805 0.00367968628502703 -1.43712365017812 0.723161833447559
200004 -1.53522273148152 0.416197828905409 -2.29623396322993 0.130941325466984 -2.73380947404616 0.134488765702582 -1.64852034887328 0.425193488767675 -2.25125940051289 0.195997280939072
200005 -1.98809507432351 0.196916682277359 -2.38828336895975 0.102855322279719 -3.02623148688608 0.066410966977625 -2.40184562807162 0.958502198004737 -2.65990062684409 0.0845605392662576
200006 -1.95697281317022 0.202175568366216 -2.39744594399323 0.100971932668969 -2.79484547343212 0.100819882305484 -1.97172622188939 0.763143587698269 -2.38446912960368 0.135002380055278
200007 -1.96891063473805 0.18245565979498 -2.17303557488426 0.141545770095953 -2.29501266575278 0.205689080155766 -1.46718233543357 0.501479757976173 -2.14676994047343 0.187730759864976
200008 -1.70239246533788 0.268672768347265 -2.03594146943902 0.176380710896973 -1.92097774880922 0.339795607263048 -0.978783506230951 0.272515614363676 -1.88654198587348 0.271994275324116
