"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
199507 -2.4811040139161 0.420427185170653 -3.58340511613282 0.088663156829445 -3.20794367882618 0.624570185736292 0.57743201463395 5.73835568352965e-09 -1.16070441641349 0.0160464514063942
199508 -2.48020010503049 0.42294281726777 -3.58341012354404 0.0899498564033121 -3.20924885266056 0.62469242930365 0.580965212899853 6.40227386832446e-09 -1.16565049506472 0.0167423773580644
199509 -2.43346322358109 0.459141069508352 -3.50610178289088 0.109087352901418 -3.17964922167122 0.651063497116897 0.628312525466057 5.33140384780957e-09 -1.10872405227225 0.0141355554609684
199510 -2.4196247962909 0.470721573554794 -3.49265879719638 0.113446406110589 -3.14901522256685 0.682375305242195 0.657135980844992 4.96565403523312e-09 -1.07972564065868 0.013141421152109
199511 -2.43707374466768 0.463307045824043 -3.52274001994659 0.109976282815034 -3.16690835344096 0.674848763166275 0.653210568487472 5.80873554023171e-09 -1.09791703855555 0.0141211545223237
199512 -2.44571373674389 0.45708524151912 -3.55210330408031 0.103527277810797 -3.1687134751188 0.669823120945702 0.725208882472872 4.309038065048e-09 -1.18062252636886 0.0188972701656058
199601 -2.44534222222659 0.460302834552903 -3.55404067273268 0.104975519400652 -3.17427507756263 0.668005518635257 0.724376055505682 4.95469167571816e-09 -1.17726728140977 0.0190087918242925
199602 -2.43875610855298 0.465501435442504 -3.55329188849427 0.105678736867774 -3.14416241235507 0.692926549460054 0.755229923582168 4.74466066520756e-09 -1.18910234777472 0.0205362409835673
199603 -2.43889922607583 0.466876496103707 -3.55317488404856 0.106882849547336 -3.13951950172442 0.697095164978067 0.755504389006245 5.49272775232712e-09 -1.18848455303997 0.0211459176835572
199604 -2.43810575899481 0.469343906917136 -3.55254884767733 0.108509888260269 -3.14138071716306 0.696740280300833 0.740597987633262 6.59348413817168e-09 -1.20001949138384 0.0222565667848863
199605 -2.42866490419777 0.475729380139373 -3.52064985106999 0.117110538698918 -3.10832659232005 0.7258238753346 0.783162044908037 5.76181041289723e-09 -1.14722615041265 0.0195680796278086
199606 -2.43222592494394 0.473035398315014 -3.52650149127602 0.115979945336469 -3.16285867223502 0.677945205925583 0.716911375174401 1.03799478476583e-08 -1.16053283390409 0.0214404698037951
199607 -2.37692374096639 0.523940199511428 -3.45116495195723 0.142388420875551 -3.0662153824726 0.777997258266198 0.917677418287233 2.61745103197461e-09 -1.03611192903408 0.0139996257213259
199608 -2.37683276357077 0.525720834814792 -3.48313112822993 0.134897082334375 -3.08031306282586 0.769854907272303 0.901166051907321 3.25465548227882e-09 -1.03561175345745 0.0143919864251041
199609 -2.37590754999151 0.530135246475335 -3.46124712123339 0.144287296257424 -3.0557105712282 0.802693796974954 0.94971665243907 2.40824659442314e-09 -1.02939195425478 0.0144996667710907
199610 -2.4343282683208 0.484115770468028 -3.49908713884033 0.130991810828272 -3.05777226959265 0.796076447444691 1.00463316054152 2.05501098679607e-09 -1.04214636718898 0.0160910287688393
199611 -2.38887271364325 0.52417635900127 -3.45868362829289 0.14925665272654 -2.9978363058536 0.85974618497768 1.10127790438492 1.11526270433673e-09 -0.981931265932778 0.0135900497983494
199612 -2.36009332977631 0.541109272164289 -3.35468593112866 0.17813576020725 -2.96462073124348 0.897800609872401 1.13690946963753 1.01122404522073e-09 -0.977506234721703 0.0139099767864035
199701 -2.42703279533607 0.496276915445662 -3.49878791589859 0.132656292851146 -2.98511803300709 0.888347760310522 1.11948134152484 1.20747911395388e-09 -0.995712465629195 0.0149480493793971
199702 -2.43774327888779 0.48262469180757 -3.42604058212006 0.150943565383966 -2.9726991360707 0.890038503123256 1.02610002765857 2.52800078006392e-09 -0.966509328627141 0.0146257704855401
