"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
199606 -3.914964403372 0.0576074405142067 -3.81450228403986 0.341643589939892 -2.95089381336084 0.928210479466895 -1.720859143389 0.439882191266146 -2.51353971745529 0.248108757366283
199607 -3.82111794220825 0.0694445341582634 -3.72578261153618 0.372660708599891 -2.88661518988989 0.956867659873807 -1.73091728592625 0.462462724583164 -2.6265976226034 0.304534922490192
199608 -3.82527523514016 0.0701662572413408 -3.77652052565058 0.347895767650923 -2.9406352934386 0.913373169708414 -1.79267955951286 0.50232591992402 -2.72071074467863 0.339494922657379
199609 -3.81894106970915 0.0724812932607478 -3.75971622096967 0.359674569424134 -2.92493149954249 0.927328527074572 -1.77390055374174 0.490035742502871 -2.71459844248487 0.33025378518599
199610 -3.92009102467115 0.0544211141843963 -3.89752551366347 0.276475364257046 -3.01756201436285 0.825106691091806 -1.88412469173123 0.583482493826967 -2.89233106556637 0.434516338809267
199611 -3.89921164574292 0.0582885644998564 -3.88726062533367 0.284422661531706 -3.00945995460991 0.833620161404174 -1.87490055753121 0.578005064372789 -2.87600209018108 0.422444261887896
199612 -3.93095449344001 0.0542180713310207 -3.91363993503733 0.267896756978365 -3.0180839972032 0.815994136449693 -1.88810659456045 0.596550168350071 -2.93793723551117 0.463885688667977
199701 -3.91130972116225 0.0572673514328159 -3.89558175800067 0.276254759570236 -2.99772534409655 0.830583406989855 -1.86646812587981 0.584418668197533 -2.89524029432726 0.435791983815519
199702 -3.91358847015755 0.0578685304831311 -3.89275142045622 0.277690395638422 -2.98977491411889 0.834877947030142 -1.85651271332938 0.581672013209201 -2.86309015814514 0.418270044320546
199703 -3.91147892959531 0.0594248298934524 -3.90843004478949 0.274742934051841 -3.00696900094388 0.825555762738726 -1.86312563202169 0.586685288664185 -2.87104000989351 0.418892935466984
199704 -3.90851177532181 0.0616316471636436 -3.96107072642911 0.260702180793633 -3.06039659056836 0.796037377985721 -1.89272668360461 0.603075772447607 -2.89186529306455 0.417166089149366
199705 -4.22336587878192 0.0259905207088197 -4.4069926021769 0.101425111168871 -3.41031513830627 0.494116614708608 -2.12310251463395 0.818082615959017 -3.15052319813602 0.595353497729562
199706 -4.23173528026328 0.026273906700555 -4.4077270094917 0.103171845148235 -3.41013785194817 0.496698328214036 -2.12507489364342 0.819843524963578 -3.17100846690075 0.606339402906274
199707 -4.24005835447756 0.0261185319938501 -4.40877226565946 0.10280260609863 -3.40728067785183 0.495489507791054 -2.1324621669488 0.829861054022765 -3.21480932071316 0.634560236012484
199708 -4.05859354828406 0.0354297739206481 -4.09366148297028 0.158736024472885 -3.07618520796979 0.667225472200185 -1.92750409795945 0.714608673100586 -3.23241692066045 0.6752219354221
199709 -4.59819981204839 0.00863535227297361 -4.86265990651644 0.0303017634363073 -3.82194876928252 0.237243905425362 -2.36594661762008 0.918383637405718 -3.27673461632259 0.735484684760687
199710 -4.38410316066298 0.0161622387189761 -4.60894459939785 0.0577794876946262 -3.57067331740044 0.363323313452712 -2.19650597722927 0.941124199558201 -3.23769012702864 0.713426595507595
