"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
-0.0306983835324914 0.562618809052788 -0.091593966801232 -3.24857085052998 -0.0816971580975527 -2.91215015052124 -0.0138116378106274 1.16465912967246 -0.0187325081591607 1.06355992386885
-0.0310576442562203 0.523341987514897 -0.0915545430763403 -3.21804492592866 -0.0816447784805179 -2.88491207946278 -0.0135564824253016 1.16802058286596 -0.0176483152307549 1.12149102210421
-0.0287562849811187 0.645767585271871 -0.0874846938701217 -2.99759129335674 -0.079659078828882 -2.76857402964755 -0.0121360158189718 1.23679340790585 -0.0171227308661004 1.13656344065931
-0.0288075194320638 0.636965295861916 -0.0893176304239378 -3.07044502555931 -0.0816737301216122 -2.85381887010253 -0.0137212426851687 1.13120941157336 -0.0190835355906589 1.01244589019161
-0.0287943721221613 0.632117469207693 -0.0899138798000532 -3.07975282196688 -0.0819312692889531 -2.84771862085945 -0.0132343988463279 1.14379826241552 -0.0191994685899901 0.99507239816156
-0.0287807012654959 0.6268415336955 -0.0900071647967304 -3.05541562998912 -0.0820901544674486 -2.82811623825717 -0.0131945186443334 1.13552351612052 -0.0190296846036289 0.999193204264378
-0.0289208065373956 0.614979800191252 -0.0901481097224577 -3.03206568334821 -0.0822363156623418 -2.8073294901533 -0.0132132732560697 1.12453793919561 -0.0190293785799354 0.989995526728236
-0.0292639223873585 0.589745950274786 -0.090088034840625 -3.00089934493588 -0.0821280240784239 -2.77587868816718 -0.0131965966118874 1.11474011750189 -0.0190615767477449 0.978401723302552
-0.0295305590936863 0.58519360469078 -0.0905232432246621 -2.98274522874006 -0.0822411766778799 -2.75225742478116 -0.0132137942388133 1.10581193098417 -0.0190620808082089 0.969176351251628
-0.0323440809045232 0.426734963141828 -0.0897525881293302 -2.91901474254217 -0.0816333583501492 -2.7059493587097 -0.0129716238829751 1.10065041549711 -0.0179112446925493 1.00848917611341
-0.0278433551703057 0.631264699436835 -0.0903054188193209 -2.9072049701923 -0.0832829244253153 -2.74932955448026 -0.0138900470422163 1.04309145448547 -0.0180614242698214 0.986440749031153
-0.034048296456807 0.338947867340197 -0.0888025133829897 -2.77599497247045 -0.0802399536566158 -2.56196312008938 -0.0101126234849622 1.24973562595514 -0.0146160377133564 1.16687799015284
-0.0304203482465508 0.469681285948427 -0.0826507049099898 -2.53259867551644 -0.0782726983557185 -2.44847820768101 -0.00875090414754531 1.31201795170649 -0.0135506171368258 1.19566866986547
-0.0307410489816364 0.448268465772366 -0.0829557062383406 -2.51851093421133 -0.0783027526561615 -2.42149406870897 -0.00858123813917921 1.31395090406507 -0.0140940154834734 1.17220414725965
-0.0311580580521646 0.42647487592892 -0.0813969928366149 -2.43610136283758 -0.0760314097715848 -2.30692749655659 -0.00783672835204263 1.32847261714527 -0.0145303147856199 1.13373402195852
-0.0307588602501443 0.437001800568917 -0.0802311909892437 -2.37394626595396 -0.0754107118195948 -2.25592478888847 -0.00725625251485651 1.35459504958603 -0.0120493230669008 1.2692822819494
-0.0304327660067967 0.435694045127883 -0.0796093288191067 -2.32877215740655 -0.0752749894721663 -2.22788596516418 -0.00665151842834844 1.36782919341967 -0.0088056054763479 1.40093589324531
-0.0304632390868187 0.435049746895823 -0.0791621615211568 -2.28859602800551 -0.0750901531758219 -2.19853046419803 -0.00655763529075393 1.35977543494929 -0.0112399957023503 1.28039988868301
-0.0302825954789718 0.442094534356239 -0.0798747951561729 -2.28920877440094 -0.0757147390199402 -2.19859227969215 -0.00681581227260675 1.3324230985859 -0.010729366473456 1.28443455166883
-0.0318374926871619 0.374684934494779 -0.0825496311500291 -2.36696637860624 -0.0764888011293494 -2.1956705508012 -0.00643995028662525 1.3565014413676 -0.0149099288537413 1.0806550702155
-0.0336858647695342 0.283403846020258 -0.0834708329717033 -2.400329226309 -0.076037346145531 -2.16113743538134 -0.00609325230321134 1.35543682270401 -0.0106416070313651 1.26726049769841
-0.0287447550160034 0.504953120358734 -0.08573024804993 -2.43204522470016 -0.0815947437658455 -2.34444451260165 -0.00870900082798087 1.23669775281723 0.00434058802764481 1.82323650864237
-0.0305832322995097 0.415036550974844 -0.0863338248859895 -2.42514410511813 -0.0816778728079506 -2.31901413464054 -0.00853481814862045 1.23362927543849 0.00533603508321201 1.85471860974071
-0.028924296266327 0.481599361117199 -0.08682030933689 -2.41374561437671 -0.0827118203005395 -2.32812218661176 -0.00918066500497527 1.2064335174402 0.00546039310273905 1.87126583415171
-0.0277622802282731 0.523751842735041 -0.087593333166915 -2.43373240441882 -0.0826180975329047 -2.31652353695423 -0.00802590327638586 1.23068051357192 0.0129745680055819 2.21717379074188
-0.0320176692713645 0.340256295886775 -0.0847787794093571 -2.29828642993367 -0.0800642817696362 -2.19369524685444 -0.0060282195640009 1.3072706311284 0.00589295190350836 1.52770514950059
-0.0327941662050724 0.308625849877963 -0.0843511128274608 -2.24798042488518 -0.0795790539535401 -2.14062820806615 -0.00460346640716858 1.37436647592777 0.00449906879974737 1.4552404313406
-0.0324902881236515 0.320597636201392 -0.0839213692439951 -2.2045787700387 -0.0792653157110559 -2.10398922222525 -0.00465858008652265 1.35508742002412 0.00433600946557 1.43727478095919
-0.0338525458625683 0.243318558902042 -0.0833438631951979 -2.1748206820625 -0.0792893293381369 -2.1006397729253 -0.00472644816590995 1.32685368729795 0.00646137920615319 1.46671566898022
-0.034556744245841 0.192139185141005 -0.0834008535239799 -2.15008996152257 -0.0784217890123444 -2.04572231082905 -0.00409596677984059 1.33924654649452 0.00689398411574016 1.44253298666495
-0.0351824905883711 0.171692090541633 -0.0857529988980634 -2.2004660459968 -0.0802374904655019 -2.07315988040223 -0.00313399040870221 1.38256055496181 0.00798134154490981 1.48904789770369
-0.0353098902207236 0.169481507585598 -0.0853841274142533 -2.15913903341771 -0.0797128946470604 -2.02821844019037 -0.00207088709987757 1.41437129075585 0.00807981522439172 1.48258411107176
-0.0348851269537425 0.181240104154039 -0.084648066044688 -2.13545050501646 -0.0799097285496593 -2.02751980474767 -0.00231976023668667 1.35385649490905 0.00817207116719498 1.46322885791836
-0.0342148149723169 0.215352196811205 -0.0853374857975449 -2.12049044975833 -0.0819628673797024 -2.05875121894035 -0.00334957992731866 1.30690497468089 0.00814016861654909 1.44910746418708
-0.0345850691566745 0.197344290001981 -0.0853920078886345 -2.10070815167206 -0.0819941910163764 -2.03537797817966 -0.00361872621906745 1.27587502062929 0.00963030665681119 1.49407241909552
-0.0370784496852101 0.114193226801729 -0.0797933504968309 -1.88072343410941 -0.0767969218386257 -1.81875126435979 -0.00108451659126518 1.38371084791706 0.00805310359223299 1.39402189000696
-0.0545748817658231 -0.309784446468536 -0.100223920968324 -2.37251870262941 -0.109735277410077 -2.69246155108767 -0.022349913372705 0.758320866872694 -0.00775166140862704 0.901491323687779
-0.0543849251775568 -0.29705075863896 -0.101852968325475 -2.38130360873517 -0.111800937926797 -2.70804832050204 -0.0227080864950975 0.752947157487788 -0.00680717564449163 0.94271263018902
-0.054568198949867 -0.299970027910148 -0.103537577539275 -2.40767060195236 -0.113837169098371 -2.73455979017455 -0.0246430341914539 0.692978213712293 -0.00768803295587772 0.924511511177901
-0.0502094455755517 -0.139924339433807 -0.100679812668858 -2.28634624988719 -0.111342436468924 -2.62098954960621 -0.0224474454151531 0.760931329264268 -0.00297760171789463 1.09518096218051
-0.0501545648987485 -0.135380082279 -0.099466807132037 -2.21471252053897 -0.108522713612837 -2.49461739013609 -0.0196723766532811 0.858764641798082 0.000475675722721003 1.22154694050615
-0.0499525238685028 -0.119122491394475 -0.099380528127035 -2.18389504079458 -0.108523710969374 -2.46049697089088 -0.0198659019600207 0.844181853274295 0.00110702472908064 1.23336281284585
-0.0500060749280995 -0.0981415018942447 -0.106023326163039 -2.31971849476175 -0.119055603801357 -2.70806067289984 -0.0233776216370498 0.716553608347925 -0.00177774001381503 1.12029233800224
-0.051178314974839 -0.131981666585206 -0.105631560267081 -2.29289332938439 -0.116304869731981 -2.6084310815627 -0.0219733532027886 0.745875374085395 0.00181426709986032 1.2185638753725
-0.052633182053365 -0.150898168335666 -0.109454883049742 -2.35982925324756 -0.12360054623382 -2.7474277672996 -0.0235790976527948 0.717899915101548 0.00132109539858516 1.18486632270055
-0.0529624305651943 -0.173688201855621 -0.109743765718738 -2.34585203399706 -0.121058038500164 -2.6655069265064 -0.0229905298916748 0.697402082700315 0.00730518314835282 1.3658062656366
-0.0583479069597896 -0.360099318448387 -0.118001008417037 -2.57629958223136 -0.125786022536152 -2.8055457294372 -0.0290792707563701 0.448078762102973 0.00219118094952375 1.12113550675998
-0.0578271654607816 -0.369123190007115 -0.114827015847967 -2.46978533932739 -0.121584388760717 -2.66686889634747 -0.0240106110935729 0.580727395786212 0.0118368501711086 1.41436095666194
-0.0540318382590124 -0.263620925023098 -0.109310164673694 -2.30018922753807 -0.115892706844199 -2.4918226263224 -0.0187162791357611 0.723688876489675 0.0151492931416787 1.48497850415129
-0.0533980814997963 -0.240218953785666 -0.109735743303074 -2.29025066828176 -0.11539836399561 -2.47869698228788 -0.0202284647584552 0.662207544426498 0.012860808326138 1.39155547392206
-0.0514164670229589 -0.193370783271059 -0.108957525767888 -2.23884054258157 -0.115525800849822 -2.44355861491372 -0.0216197525065223 0.616179058408395 0.0111197294860683 1.32756448270754
-0.03306511238541 0.297531312461741 -0.081367715303498 -1.66273174809611 -0.090161916017625 -1.9643870281087 -0.0027229564612361 1.01939881104573 0.0210242244053847 1.45116948389345
-0.0421193700566953 0.0654876172931026 -0.0700943536055325 -1.34595962726773 -0.0746973165374036 -1.57602815343529 0.00445915839791822 1.28081689253939 0.023080343758713 1.50370024898137
