"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
199606 -2.54410780212397 0.263808552559934 -2.51273152800786 0.451263760266594 -2.53109808900418 0.0738108232223402 -0.568445968899933 1.34028672825019e-12 -3.42795893634917 0.192114078983722
199607 -2.60000197758321 0.301290022015742 -2.62204870654055 0.383768641674588 -2.53865133027447 0.0779536673631595 -0.840736918816742 9.52476929847835e-12 -3.52469711758188 0.157494584992768
199608 -2.6062058417476 0.296475968406367 -2.73638128607685 0.332110481135285 -2.597776526889 0.0887532845343044 -1.01486720898332 2.09375702422829e-11 -3.59831142405231 0.141861733288797
199609 -2.59839586866657 0.29131354286735 -2.72439615908613 0.344369081514631 -2.58951883062162 0.087237602696562 -0.993820044918858 1.86613723379845e-11 -3.58674432171822 0.148384274674348
199610 -2.81130344277472 0.428643514862272 -2.8834469188068 0.267415495997151 -2.65524667890169 0.102495351377393 -1.23982068953481 1.24138408454527e-10 -3.78160768669324 0.0979437337644593
199611 -2.74215452358315 0.390731195925266 -2.87899872483437 0.272627794443692 -2.66029587784165 0.104454072371724 -1.20223693927601 1.00659054340456e-10 -3.75656798017732 0.105098615562941
199612 -2.83072732755807 0.447103721104702 -2.92033029661536 0.25434931746585 -2.67939842682372 0.111030114419661 -1.34044340212172 2.90542536466612e-10 -3.80608597203513 0.0950886486456827
199701 -2.71451751120406 0.379986107062872 -2.89583285956541 0.26664694647593 -2.6737881983613 0.111308495709415 -1.23079259803742 1.50559241827458e-10 -3.75111043336658 0.107982680060886
199702 -2.64467961214905 0.345225292680161 -2.88673104555952 0.271914069313726 -2.66632676739886 0.111418748989913 -1.12044817968713 8.59352741647778e-11 -3.71972456765042 0.116012769268003
199703 -2.61443422618923 0.325240567057919 -2.89785207600326 0.270396647814788 -2.68431670755305 0.115950519137232 -1.11184492328165 7.64675759051466e-11 -3.72226970761271 0.11797730010805
199704 -2.53850111698337 0.273286938934842 -2.92132702660757 0.265605988103289 -2.72780747747847 0.124571173333903 -1.15118638335658 5.89532701632573e-11 -3.73764385595321 0.118907365002019
199705 -3.0011858938958 0.567948385905095 -3.09910433929756 0.190433158173294 -2.86813688818304 0.167325861537448 -1.83132271937478 4.03332494279892e-09 -4.0115593263659 0.062558360345023
199706 -3.05155914974642 0.591752247253931 -3.10125323561592 0.19206929151533 -2.87052402804613 0.16953399279093 -1.8517854110027 4.36438311332282e-09 -4.03381712129769 0.0612592788561655
199707 -3.13051287366113 0.636879963360969 -3.09797234201026 0.194538212912889 -2.90255395966861 0.181018659626978 -1.94300170788702 7.51194135632166e-09 -4.07039482304299 0.0577539798426606
199708 -3.21087919802845 0.752485178657386 -2.86868709939088 0.268703047135829 -2.91117571495096 0.192219687674574 -2.14437099969844 4.40541142471719e-08 -4.01441673719374 0.0588983638675586
199709 -3.29221745738408 0.888903538279618 -3.17297551938047 0.158129950803275 -2.95910070014456 0.215940457289552 -1.8811888287303 2.67632578485604e-08 -4.2356757319336 0.0331240099226867
199710 -3.15302024441306 0.793642701456859 -3.04604351132398 0.199791253867476 -2.94769345792103 0.215133095743972 -1.97428339150274 5.32166780818447e-08 -4.09862489526698 0.0458164400532754
199711 -3.15044030746432 0.792348082525442 -3.04654535650217 0.202892794421909 -2.95288464053682 0.218947309200754 -1.95875481036432 5.18050519721582e-08 -4.10097692665308 0.0469760932008449
199712 -3.18798514526391 0.962313098424333 -2.73205091163564 0.295480566032658 -3.02250644683504 0.260613115058381 -2.35910110025828 1.18888368958582e-06 -3.77779778864551 0.073051217722652
199801 -3.31605872603173 0.900030702564439 -2.55041645289098 0.366287017183395 -3.19150139434055 0.340372400017079 -2.7232802185112 8.90339601621511e-06 -3.58398616347395 0.099270994003552
199802 -3.36951941900836 0.86307843628805 -2.53301020661121 0.378402298386862 -3.23570454926227 0.352460109719065 -2.75054147452203 1.03770859530921e-05 -3.56090374780866 0.10527622558833
199803 -3.37162928570061 0.862318651967417 -2.54299603354391 0.380457900672053 -3.247944429058 0.357800960935575 -2.75022708111452 1.12703184467422e-05 -3.56988747401294 0.106209430649753
199804 -3.3641279401623 0.871227381614605 -2.52262250892783 0.397476423935303 -3.27467842638833 0.370054034927979 -2.76243443517654 1.30389360633231e-05 -3.56582146738689 0.110099823358501
199805 -3.37617371211405 0.862764938632238 -2.55018206299678 0.386875271536051 -3.25500713829086 0.359122296722803 -2.78124805438114 1.56029095695154e-05 -3.60171243740177 0.105543286139553
199806 -3.34796288563883 0.885442179783602 -2.51916219073676 0.405223187815347 -3.30619862919503 0.380837728336531 -2.76229963793955 1.59880072116772e-05 -3.56887586081127 0.114423321489667
199807 -2.98830620792943 0.934304263530218 -2.36131668938313 0.470037068464734 -3.48457463773502 0.481732945622425 -2.42513697824691 8.06679560656516e-06 -3.25399084938249 0.177330554575549
199808 -2.67172168124281 0.764707967055453 -2.3208135119211 0.481530875784759 -3.62770472807254 0.572011102118835 -2.00286542984236 2.41227460837115e-06 -2.95198754195969 0.267092212535468
199809 -2.68179462947811 0.784719762674487 -2.39507028852133 0.440170755248245 -3.81499120282862 0.671706694889877 -2.07264697271832 3.899246810831e-06 -2.92024581852803 0.276323656046928
199810 -2.65552680215864 0.773519511341325 -2.40506272212595 0.436092324351571 -3.88548203113721 0.706062831100247 -1.98755802570387 2.91030788449363e-06 -2.87091727392192 0.296347299184752
199811 -2.47008247998681 0.674273586030659 -2.37733023210731 0.441167422938303 -4.07565448877214 0.835723196059028 -1.7863650140828 1.84146833450924e-06 -2.76724022819672 0.329148946784638
199812 -2.43566930085324 0.646263403510475 -2.3748862062833 0.445057051274819 -4.0913054857052 0.832290064822602 -1.77666746872562 1.88283007694702e-06 -2.75221867347644 0.339564938290323
