"y" "prf" "prfm" "" ""
0.369106067829015 -0.0734221937521513 -0.134624404941349 193508 -14.2971849850631
0.35290303253795 -0.0126433042844492 -0.128508711616964 193509 -14.610348550965
0.336696814269035 0.0339984719518319 -0.122142571867178 193510 -15.0526031426255
0.337630608341931 0.113710256458358 -0.114669697162848 193511 -15.5607778320002
0.322066839478066 0.209335538372333 -0.107912165856036 193512 -16.193688021344
0.279478119937806 0.234932517991652 -0.100744510919804 193601 -16.8847749073887
0.245802341941099 0.301440514511237 -0.0922916511104948 193602 -17.458620159741
0.232148576465944 0.3132617570808 -0.0834449709131861 193603 -17.911131699624
0.219495854742827 0.321579359847112 -0.0741733426490639 193604 -18.294898299277
0.22805727252053 0.329071521730885 -0.0675784715208291 193605 -18.6129379689193
0.169539307626484 0.290614440602418 -0.0609365135419568 193606 -18.9384445531825
0.102831100633016 0.283215813426998 -0.0549380784894637 193607 -19.1077368120435
0.123794673274731 0.267872585503728 -0.0492077521878626 193608 -19.0976395526474
0.0641348368683954 0.277953179882724 -0.0438462750581851 193609 -19.1496828417727
-0.0915518274055235 0.251304594510164 -0.0388391291459849 193610 -19.038381138562
-0.261333337109063 0.254087213121899 -0.0339499117760119 193611 -18.6388067726214
-0.380145659076597 0.234887743218562 -0.0293855944522417 193612 -17.9228914088656
-0.425568581897116 0.268569592251352 -0.0254759271814816 193701 -17.1023005750604
-0.453728401870541 0.237706564821987 -0.0220849488174493 193702 -16.0604906613591
-0.408008915167149 0.229456075527282 -0.0189462633201235 193703 -15.1276699329991
-0.677608030900428 0.199411386194729 -0.0160384326120387 193704 -14.2963505558874
-0.465903346269114 0.148057124055577 -0.0130975205020078 193705 -13.3177926408335
-0.497226275470874 0.149205486862721 -0.0109232725480972 193706 -12.7876241414568
-0.240465078359741 0.171790408582323 -0.00958498580478995 193707 -12.228656157487
-0.255354149821836 0.160384219665572 -0.00803405953642343 193708 -11.8205563669098
-0.232806568818191 0.161731525608174 -0.00720453199154045 193709 -11.4326605922425
-0.0787054761776139 0.169396060289853 -0.00816302398488117 193710 -11.0644797361163
0.0973100616241377 0.146267639954724 -0.0110076342447034 193711 -10.8559594461177
0.165888497664383 0.14043548245021 -0.0151091678539467 193712 -10.8954628550929
0.250259591838758 0.102731815061887 -0.0196197108654101 193801 -11.0284812432004
0.183815252066876 0.0516963844230298 -0.0243382835937267 193802 -11.2494122276989
0.161651563012766 0.0791165939961116 -0.0284637742558065 193803 -11.3645317159524
0.306020693106276 0.093714915266369 -0.035369564220111 193804 -11.4899029403902
0.168639776917825 0.0641546749096327 -0.0399014987679953 193805 -11.8094747996027
0.273573873295039 0.091958273716191 -0.0446652985253169 193806 -11.9517040509344
0.00505524492096248 0.0737917809898463 -0.0466838529565996 193807 -12.256108233902
0.031806851692878 0.165184154427392 -0.0488131417001225 193808 -12.2495963114173
-0.0103731314995936 0.171680182704493 -0.0506716611659615 193809 -12.2098500001755
0.137424259714961 0.188230374927585 -0.0509519993160781 193810 -12.0912101410072
0.0569099323282574 0.189087101656208 -0.0494840581186502 193811 -12.2322888628098
0.0379987829293455 0.182683617259639 -0.0473725624737185 193812 -12.2142021309666
0.0268028354622298 0.18807725703313 -0.0444829299075779 193901 -12.16578801754
0.063963984326614 0.189849168662547 -0.0422877550809005 193902 -12.0886856294729
0.0436666442629395 0.209120830088368 -0.0403454758609608 193903 -12.0765590197339
0.191792719040587 0.196487858394979 -0.0370778704933454 193904 -12.0026125612984
0.195791924530702 0.238020130686937 -0.0351552756577269 193905 -12.2258566938748
-0.118166262442232 0.241337843511494 -0.0322966724266828 193906 -12.4473707841114
0.00085969400312679 0.246302738534441 -0.0319539942858787 193907 -11.9858914319247
-0.0654220001499371 0.256950921980226 -0.0313743502315264 193908 -11.7606344088088
0.0253866805067842 0.275142022961323 -0.0311851500627703 193909 -11.3690314834707
-0.107057589526169 0.271529103721334 -0.0296797089040405 193910 -11.1445879393415
-0.0719905365530528 0.19473703640777 -0.0289134288931352 193911 -10.6228974642916
-0.0513500748875654 0.233870139117635 -0.0283264796666222 193912 -10.3591547301428
-0.0743237929170186 0.270993023905822 -0.0278470943176757 194001 -10.0508394120601
-0.0926273906154123 0.298340646060435 -0.0270556195017766 194002 -9.60467520038513
-0.121429381519118 0.298887396511171 -0.0264511557089158 194003 -9.03901166052081
-0.133258006374751 0.311360897608709 -0.0246016313466319 194004 -8.40177679260521
-0.191708531469037 0.321895410662259 -0.0227495846585871 194005 -7.6952481482093
0.0701725673667816 0.325762144206528 -0.0235447236401174 194006 -6.80371915040097
0.0622666438350233 0.328026421701325 -0.0233430342381072 194007 -6.58962398751228
0.0883837833300994 0.0610156879595143 -0.0236879437947615 194008 -6.34916804503352
0.065216724048565 0.0694564481924054 -0.0232889631093831 194009 -6.39745570875561
0.0329606650542673 0.0678301691946701 -0.0239645165482281 194010 -6.42931516255085
-0.0507206351206361 0.0713513613250598 -0.0243487247082667 194011 -6.43787040438903
-0.0538763358104089 0.0522368819863823 -0.0245630211382612 194012 -6.38361142080732
-0.110573334733797 0.059077733280424 -0.0249548382388813 194101 -6.34396991541692
-0.0598072091229229 0.0520125730395693 -0.025483530054323 194102 -6.26353732935303
-0.0701076418390123 0.0200585402441911 -0.0262272963447477 194103 -6.22041083544673
-0.146529413434369 0.00919150665078305 -0.0270506094988247 194104 -6.19708733195992
-0.134855515281538 -0.017281135309041 -0.0283075402008874 194105 -6.16222808383386
-0.0906739470592814 -0.0451355611863424 -0.0275614787799202 194106 -6.1554302185121
-0.120598496987202 -0.0520872841118487 -0.0268860793617627 194107 -6.16369859025219
-0.143135738120807 -0.108402095491049 -0.0260258565058533 194108 -6.18147042130084
-0.12339988655835 -0.134237872692064 -0.0253499855387835 194109 -6.23276870767389
-0.0887051588433972 -0.133245757328146 -0.0249212307550111 194110 -6.27155814795841
0.0314789789592236 -0.141665567269874 -0.0251095475751981 194111 -6.28054915153864
0.0526640747007931 -0.167093884824392 -0.0253180025624098 194112 -6.17841056479149
0.152702485845367 -0.164973832345106 -0.025931350275873 194201 -6.0175816402225
0.213787973455925 -0.14013405697693 -0.0261733206962091 194202 -5.75936440918985
0.29855867354233 -0.176379063451997 -0.0264849116262999 194203 -5.51108498303008
0.42516256215829 -0.169347130607184 -0.0273302954418497 194204 -5.06918417976752
0.478106521887885 -0.169770216013007 -0.0280822200561132 194205 -4.5291787827608
0.476217412041102 -0.1866724161615 -0.0285168848269686 194206 -3.93008502663128
0.467809071536204 -0.182335828369693 -0.0291519304280736 194207 -3.23431449501836
0.384461055435163 -0.12712011102488 -0.0299326414396677 194208 -2.55948660924856
0.379538816711815 -0.13594566993541 -0.0305684730391145 194209 -2.21270536345703
0.377490734852877 -0.145067530537127 -0.030961288483738 194210 -1.83002803312979
0.299971746797102 -0.162017753483163 -0.0305422262861343 194211 -1.40626131865171
0.237573742726793 -0.189188689595526 -0.0299875176128881 194212 -0.982739882620187
0.249297428106358 -0.157433508291511 -0.0287776500403169 194301 -0.528275557016622
