"y" "prf" "prfm" "" ""
-0.00240288461631031 -0.0123460329864318 -0.0160347744639154 193409 -3.36107617531745
-0.0168410171960266 -0.0346358256242092 -0.0158183952599852 193410 -3.36543571717072
0.0799196231758734 -0.0260275343417984 -0.0158343737277358 193411 -3.35067562118228
0.00349388925425584 0.00277172683738197 -0.0143612353138341 193412 -3.26853027990381
-0.0352127557557445 -0.018219665473835 -0.0140907031234085 193501 -3.28397302061758
-0.0197946273281795 -0.0375202927202704 -0.0144059576403091 193502 -3.29205666373233
-0.0375980304153185 -0.0416462730843701 -0.0144852027827777 193503 -3.27870151966474
0.0866363066595467 -0.0530327456886606 -0.0148201712991914 193504 -3.30386358275703
0.0340148785872776 0.0427061997918091 -0.013370793042638 193505 -2.88473407101868
0.0575139062006066 0.0657051019570349 -0.0127033892168645 193506 -2.99039128956244
0.0723206615796261 0.0811283961908638 -0.011728149002733 193507 -3.22786419890184
0.0260575343192896 0.131005290118611 -0.0105767954331116 193508 -3.57093004528419
0.0258626595257274 0.0962763030676523 -0.010081736922944 193509 -3.11300267570034
0.0678455468950672 0.0664800713171936 -0.00960247830362841 193510 -2.94037207023177
0.0474559411562953 0.0663315723711499 -0.00858342534048768 193511 -3.23510174984463
0.0444952398865513 0.0662189450271428 -0.00785564136000998 193512 -3.37309377287995
0.0665365238002442 0.0467010834676583 -0.00718447621582329 193601 -3.48614918812615
0.0244974716003874 0.0489900190419315 -0.00625129900043003 193602 -3.73726268755263
0.00965325702813835 0.0339068575718331 -0.00586693936791982 193603 -3.75555851993674
-0.0851222534168351 0.0276925895401592 -0.00567533200500552 193604 -3.73930792233825
0.0504079025438458 0.0247348769185803 -0.00664419690027173 193605 -3.44158595299449
0.0234235149435881 0.029072828342415 -0.00595682220817393 193606 -3.57225577496025
0.0644760191843648 0.0252586024746965 -0.00560705628970057 193607 -3.61387562684372
0.00965325702813835 0.0352909861956507 -0.00478254951941745 193608 -3.78571708696442
0.00965325702813835 0.0325542712017532 -0.0046146913037482 193609 -3.764374118355
0.0685927914656117 0.026889273688031 -0.00445069189763456 193610 -3.7492142466159
0.0320798934634116 0.0255793393379471 -0.00362065231396131 193611 -3.93342705312947
0.00209779808214612 0.0250366804814469 -0.00321952258612566 193612 -3.99569496999652
0.0328543368709473 0.0212405100599928 -0.00316044124536708 193701 -3.97157276593407
0.0106431600984798 0.0155021642291349 -0.00276467445288011 193702 -4.03054250656953
-0.00280392733273426 0.0111174068853868 -0.00261893712080011 193703 -4.03848257663662
-0.0767730588059137 0.00673303665404823 -0.00262092626286392 193704 -4.02906717680407
-0.0089398415694743 0.00135347120921667 -0.00340977873672615 193705 -3.96801017818045
-0.0433251247383737 0.00617064504937595 -0.00346798992443929 193706 -3.96439708962668
0.0850761723551193 0.00973028250686386 -0.00388316841208444 193707 -3.92547403456405
-0.0500309336055649 0.0174332076085016 -0.00296606180623698 193708 -4.05016646020666
-0.146761381395404 0.0151483257292045 -0.00344631560010767 193709 -3.94007945181853
-0.101257832074227 0.0137538923487071 -0.00489394252733288 193710 -3.69919859668926
-0.0869750140144072 0.0184150910579078 -0.00585758142280182 193711 -3.52026586816188
-0.0433251247383737 0.0173089606635065 -0.00666072431974841 193712 -3.30596058769965
0.00488803407277587 0.0156116694272214 -0.00702017922581337 193801 -3.19174290183806
0.0567583338186089 0.017899779791075 -0.00690456550446784 193802 -3.19330743396475
-0.271939965503173 0.0208459084241253 -0.00629242224174595 193803 -3.3270078013933
0.135404637006203 0.013205989159924 -0.00882239884423573 193804 -2.66281696110697
-0.039052727263701 0.0201549748702861 -0.00746176643055235 193805 -2.99954424573663
0.214062442578017 0.0182012184448693 -0.00775700905516121 193806 -2.86958262805455
0.0709243383366986 0.0257960242368521 -0.00570312524374289 193807 -3.52939412919413
-0.0270629195496891 0.0180640405642583 -0.00500012099071132 193808 -3.74774454426234
