-1.2303,0.38137,0.47914,0.89545,2.0426,-0.41495,-0.28197,0.16728,0.4884,1.3862,-0.67248,-0.41943,-0.035189,0.56217,0.96372,-1.1437,-0.3146,-0.052229,0.1997,0.65268,-1.365,-0.72911,-0.39385,-0.06288,0.63266
-1.3863,0.46514,0.45594,0.93304,2.0249,-0.40125,-0.3144,0.16438,0.47861,1.3153,-0.68384,-0.44414,-0.062701,0.52777,0.95249,-1.1721,-0.34412,-0.048298,0.21024,0.64085,-1.383,-0.77055,-0.40841,-0.068759,0.60572
-1.593,0.31237,0.4339,0.84744,1.9278,-0.42678,-0.35218,0.091827,0.38452,1.2588,-0.76454,-0.53053,-0.13046,0.40853,0.85672,-1.2478,-0.39741,-0.018054,0.092862,0.54466,-1.4452,-0.82003,-0.50694,-0.10453,0.56736
-1.5082,0.34198,0.5439,0.91616,1.9868,-0.35539,-0.31109,0.14574,0.41605,1.3179,-0.71581,-0.47809,-0.11855,0.42649,0.94088,-1.2184,-0.34083,0.046067,0.15241,0.62603,-1.4227,-0.80595,-0.49614,-0.040326,0.62135
-1.485,0.43643,0.51638,0.98994,2.0453,-0.29397,-0.30111,0.16438,0.47012,1.3766,-0.66026,-0.45649,-0.088154,0.52706,0.93688,-1.1622,-0.30071,0.081616,0.14657,0.68207,-1.4247,-0.80935,-0.47341,-0.01643,0.64048
-1.5436,1.1171,1.7354,0.82629,1.9519,-0.73377,0.0045298,0.25773,0.38718,1.7324,-0.57989,-0.042906,-0.36818,0.7791,1.226,-0.88956,-0.88399,0.19337,0.44794,2.1186,-1.6348,-1.1597,0.088996,0.96119,NaN
-0.13443,0.09685,0.87263,0.91155,2.0695,-0.73199,-0.10494,0.24567,0.80011,1.6208,-0.85521,-0.18116,0.25973,0.59968,1.5051,-0.8991,-0.14296,0.16408,0.69056,1.0788,-1.0887,-0.38027,0.027817,0.5968,NaN
-0.04226,0.1916,1.0519,0.9495,2.1084,-0.71645,-0.11993,0.26732,0.83989,1.6386,-0.80344,-0.16714,0.2797,0.61345,1.4997,-0.90182,-0.13458,0.17878,0.72061,1.0589,-1.0992,-0.37277,0.027632,0.62921,NaN
0.29974,0.35302,1.3127,1.1851,2.3295,-0.54939,0.062392,0.42964,1.0151,1.8732,-0.6575,0.014079,0.42543,0.80516,1.7273,-0.75386,0.022001,0.34042,0.89438,1.2245,-0.96073,-0.24717,0.13476,0.80185,NaN
0.76781,0.3978,1.4138,1.3105,2.4338,-0.49401,0.19388,0.52733,1.119,1.9683,-0.49663,0.16297,0.50232,0.92826,1.9211,-0.6435,0.11088,0.41743,1.0169,1.3778,-0.84854,-0.17658,0.21733,0.89947,NaN
0.57777,0.44469,1.4138,1.3182,2.4903,-0.41442,0.17772,0.54495,1.1472,2.0341,-0.48959,0.17241,0.53679,0.89386,1.9829,-0.62803,0.10144,0.44493,1.0563,1.4127,-0.82537,-0.15225,0.26461,0.9911,NaN
0.82771,0.48551,1.7675,1.4583,2.695,-0.26059,0.29676,0.68294,1.3389,2.2146,-0.34742,0.30496,0.62807,1.0292,2.1753,-0.54726,0.20184,0.59585,1.176,1.5676,-0.76223,-0.060665,0.35276,1.1163,NaN
1.095,0.3902,1.594,1.3029,2.5185,-0.3363,0.17973,0.58809,1.211,2.0581,-0.45929,0.20393,0.5413,0.97956,1.9668,-0.61331,0.13617,0.55101,1.1174,1.4785,-0.80222,-0.10785,0.28208,0.96077,NaN
0.90467,0.24256,1.1822,1.0859,2.2975,-0.41056,0.069561,0.47626,1.0852,1.9278,-0.60364,0.066186,0.44328,0.87283,1.8796,-0.72541,0.029259,0.47251,1.1176,1.2877,-0.93194,-0.18436,0.23627,0.88612,NaN
0.98805,0.22957,1.3176,1.1359,2.4066,-0.42018,0.16577,0.45572,1.1472,1.8855,-0.58288,0.16382,0.49281,0.92427,2.0528,-0.65935,0.099876,0.55974,1.2515,1.3611,-0.88546,-0.087541,0.33724,1.0077,NaN
1.1791,0.49809,1.5627,1.3337,2.581,-0.25156,0.36446,0.60447,1.3256,2.0905,-0.45034,0.3441,0.62708,1.117,2.2639,-0.52231,0.21438,0.73476,1.385,1.4127,-0.78487,-0.0038782,0.4628,1.1245,NaN
1.2903,0.53024,1.9318,1.4495,2.7631,-0.1664,0.42932,0.67279,1.461,2.2113,-0.27756,0.51928,0.7296,1.2821,2.437,-0.40001,0.35576,0.91554,1.62,1.8127,-0.65623,0.12319,0.67268,1.345,NaN
1.3935,-0.1092,0.68413,1.4111,2.5536,0.13872,0.56076,0.77184,1.302,1.8169,-0.27098,0.28531,0.78508,0.91778,1.9367,-0.75157,0.46157,0.63732,1.0958,1.1128,-1.0585,0.16708,0.81097,1.2382,NaN
-0.29282,0.91316,1.1043,1.2754,2.6126,-0.28943,0.27751,0.917,1.3337,2.1079,-0.37054,0.22305,0.82763,1.3417,2.1522,-0.39251,0.20603,0.79605,1.157,1.8983,-0.63667,0.32237,0.73103,1.1231,1.6117
-0.14379,0.921,1.141,1.3049,2.6763,-0.33046,0.28554,0.92891,1.3466,2.1689,-0.37514,0.23626,0.83288,1.3646,2.2058,-0.38089,0.23821,0.7908,1.1042,1.8641,-0.60833,0.31676,0.74341,1.1654,1.5307
0.51427,1.2879,1.5097,1.7512,3.0696,-0.030984,0.69504,1.2976,1.7505,2.5938,-0.051652,0.65291,1.2377,1.7453,2.6755,-0.031102,0.5361,1.1861,1.5822,2.3765,-0.26957,0.61189,1.1252,1.5644,2.1385
0.41583,1.3225,1.4571,1.6616,2.9955,-0.093401,0.63609,1.2678,1.6663,2.5316,-0.045292,0.57615,1.1206,1.6696,2.591,-0.10603,0.47126,1.0747,1.4558,2.2548,-0.35113,0.54501,1.1297,1.5345,1.9528
0.70351,1.5755,1.5749,1.767,3.089,-0.0069687,0.74485,1.3284,1.7312,2.6716,0.022335,0.65291,1.1896,1.7836,2.7298,-0.017857,0.51225,1.2046,1.6017,2.4327,-0.27723,0.66717,1.3565,1.7895,2.023
0.99119,1.6063,1.9062,2.0389,3.3832,0.18372,0.88142,1.5036,1.9859,2.9346,0.20534,0.85457,1.3659,1.9578,2.9359,0.10407,0.66954,1.326,1.8539,2.7486,-0.15476,0.84693,1.622,2.0667,2.3929
0.93712,1.6877,1.8207,1.9589,3.3073,0.20925,0.91113,1.4417,1.8477,2.7945,0.22814,0.81836,1.3503,1.9556,2.8513,0.12591,0.69539,1.3432,1.8116,2.676,-0.11505,0.86398,1.6014,1.9572,2.3167
1.0484,1.699,1.7121,1.9783,3.2596,0.157,0.91113,1.4774,1.8973,2.8277,0.22187,0.82045,1.3113,1.9359,2.8725,0.1008,0.66541,1.3624,1.8054,2.6529,-0.17701,0.82227,1.5639,1.9956,2.1805
1.3166,1.7428,1.8372,2.0815,3.3972,0.34882,1.0511,1.5868,1.9797,2.9497,0.30888,0.9767,1.4673,2.0432,3.169,0.21256,0.79113,1.5139,1.9292,3.1361,-0.054527,0.93578,1.7529,2.2654,2.1593
1.8021,1.9222,2.218,2.4136,3.5691,0.55884,1.1806,1.7496,2.2403,3.2098,0.53772,1.0936,1.6611,2.1994,3.4302,0.37379,0.99041,1.6972,2.0726,3.3608,0.13562,1.1946,1.9683,2.5234,2.4198
1.9357,2.364,2.268,2.4761,3.6622,0.66783,1.4337,1.9526,2.4462,3.4305,0.84658,1.3568,2.0726,2.4584,3.803,0.58712,1.2481,1.9043,2.2829,3.7618,0.38228,1.3754,2.3397,2.9766,2.5342
1.3967,3.568,2.3072,2.4289,4.1925,1.9026,1.9123,2.0808,2.8583,3.1266,0.73065,1.5466,1.9368,3.0519,3.1599,0.96761,1.1744,2.1914,2.3395,3.1456,0.67103,1.0559,1.6294,2.1314,1.2298
0.77071,1.1653,1.7223,2.3127,3.4826,0.73638,1.5041,1.6092,2.0812,3.0798,0.47732,1.1953,1.4975,2.0195,2.7493,0.10169,1.0407,1.5731,2.0983,2.8999,0.027244,0.61951,1.4166,2.0879,1.6435
