-0.96955;-0.048895;1.5921;-1.2664;-0.14482;0.88589
-1.0164;-0.1107;1.5386;-1.3245;-0.22956;0.80452
-1.1143;-0.18222;1.4238;-1.3499;-0.24245;0.81055
-1.1224;-0.19679;1.3493;-1.3234;-0.25709;0.79499
-1.1855;-0.26124;1.2497;-1.358;-0.27111;0.73643
-1.2182;-0.28139;1.2189;-1.3534;-0.27254;0.64877
-1.1725;-0.27421;1.2301;-1.3324;-0.26848;0.5886
-1.0804;-0.15443;1.3831;-1.2611;-0.20388;0.70611
-1.0804;-0.13478;1.428;-1.2517;-0.1906;0.73103
-1.2931;-0.030267;1.5462;-1.1191;-0.28537;0.70111
-1.0288;-0.19621;1.4578;-1.234;-0.28577;0.63742
-0.9778;-0.14024;1.5122;-1.1843;-0.23274;0.72306
-0.7322;0.098237;1.7751;-1.0519;-0.086802;0.93743
-0.59934;0.20151;1.8819;-0.94628;-0.0031276;1.1004
-0.46453;0.33769;2.0054;-0.83928;0.08729;1.2111
-0.30154;0.47085;2.1556;-0.79125;0.13157;1.2787
-0.35055;0.41487;2.1192;-0.80491;0.13547;1.2963
-0.43357;0.36185;2.0755;-0.85964;0.086726;1.2389
-0.057104;0.69778;2.431;-0.59453;0.35171;1.6269
-0.25777;0.5142;2.2527;-0.71762;0.21642;1.4866
-0.18121;0.59661;2.3105;-0.67754;0.26076;1.5527
-0.30861;0.17562;1.8827;-1.2152;0.4723;1.605
-0.60194;0.19016;1.9261;-0.6913;0.16348;1.3557
-0.54582;0.24311;2.0236;-0.68339;0.23202;1.411
-0.51626;0.26946;2.0475;-0.69115;0.2291;1.4226
-0.66449;0.12717;1.8945;-0.7543;0.15849;1.2909
-0.60437;0.1506;1.9563;-0.73805;0.19051;1.3193
-0.65472;0.12087;1.942;-0.76423;0.15093;1.2362
-0.56756;0.22206;2.0391;-0.70956;0.21461;1.3542
-0.59399;0.17019;1.9819;-0.73819;0.18803;1.2895
-0.3838;0.38512;2.2476;-0.63056;0.33734;1.5322
-0.37735;0.39059;2.2209;-0.62708;0.33967;1.5652
-0.4992;0.30403;2.1231;-0.68929;0.29233;1.4781
-0.45046;0.46453;2.1479;-0.40921;-0.11712;1.7897
-0.54926;0.34609;1.9914;-0.90852;0.14083;1.4922
-0.42194;0.4737;2.1322;-0.84024;0.20678;1.6101
-0.71016;0.15525;1.7016;-0.95904;0.050919;1.2797
-0.71821;0.16336;1.75;-0.95854;0.061098;1.3224
-0.6399;0.25949;1.8955;-0.92073;0.10491;1.4368
-0.68729;0.24612;1.8948;-0.95164;0.090059;1.4279
-0.64509;0.2685;1.9234;-0.92878;0.11815;1.4773
-0.68563;0.23512;1.8983;-0.93329;0.1077;1.4662
-0.73095;0.2092;1.8703;-0.95356;0.098095;1.4446
-0.77883;0.18563;1.8364;-0.95181;0.098732;1.441
-0.46621;0.51264;2.2221;-0.69672;0.34056;1.7321
-0.23905;0.39693;2.154;-0.91877;0.54791;1.554
-0.39937;0.45112;2.0103;-0.68797;0.34307;1.5734
-0.41862;0.42508;1.9905;-0.70354;0.33329;1.5461
-0.47425;0.38231;1.9483;-0.72938;0.32753;1.5324
-0.49997;0.33188;1.8843;-0.73771;0.27052;1.454
-0.49409;0.32488;1.8961;-0.71047;0.29598;1.4811
-0.46822;0.34841;1.9393;-0.70859;0.29203;1.4819
-0.42285;0.37985;1.9474;-0.65734;0.33116;1.5036
-0.38851;0.40221;1.9761;-0.63342;0.35403;1.5073
-0.38194;0.3947;1.9433;-0.63305;0.34584;1.4844
-0.3019;0.45642;1.9972;-0.56641;0.39411;1.5028
-0.30902;0.44849;1.9887;-0.57014;0.37903;1.4825
-0.50989;0.44505;1.8293;-0.65901;0.41824;1.2042
-0.39059;0.37053;1.6964;-0.61744;0.24585;1.2486
-0.37409;0.38709;1.7032;-0.61913;0.26452;1.2791
-0.32289;0.40394;1.7308;-0.6118;0.29096;1.293
-0.22756;0.46913;1.8036;-0.54978;0.32829;1.3189
-0.20852;0.51146;1.8421;-0.51707;0.3517;1.3465
-0.10505;0.61682;1.9897;-0.46482;0.40974;1.4529
-0.17594;0.52507;1.8579;-0.44264;0.4016;1.3532
-0.17373;0.54164;1.878;-0.41352;0.43957;1.3816
-0.13079;0.58432;1.9453;-0.34408;0.52645;1.4469
-0.0565;0.62891;1.9897;-0.29516;0.57004;1.4827
-0.051513;0.60785;1.9852;-0.35979;0.5293;1.4854
-0.0061229;0.60488;2.0652;-0.46784;0.52261;1.9887
-0.10731;0.57619;2.0528;-0.33948;0.59952;1.6925
-0.11417;0.54802;2.0336;-0.35038;0.58862;1.6499
-0.11871;0.53626;1.9825;-0.36916;0.56881;1.6077
-0.19087;0.46781;1.8473;-0.41805;0.48932;1.4998
-0.176;0.49358;1.9142;-0.42281;0.50262;1.578
-0.17813;0.47804;1.8811;-0.46215;0.45173;1.5429
-0.29116;0.35257;1.6793;-0.51407;0.37575;1.4507
-0.39269;0.26575;1.5285;-0.55709;0.31363;1.3369
-0.48172;0.16122;1.395;-0.59428;0.24687;1.2378
-0.47539;0.13534;1.318;-0.59079;0.23561;1.205
-0.54586;0.044688;1.2002;-0.63601;0.18512;1.1429
-0.83054;-0.0093869;1.4907;-0.69774;0.39989;0.75601
-0.37474;0.22589;1.5075;-0.57973;0.20992;1.1844
-0.37635;0.22767;1.5104;-0.58914;0.20178;1.1869
-0.40332;0.20825;1.4691;-0.60722;0.18249;1.1606
-0.39895;0.21175;1.4637;-0.59059;0.19251;1.1595
-0.32353;0.30549;1.5907;-0.53695;0.27176;1.2797
-0.38284;0.21175;1.4863;-0.57869;0.21183;1.2134
-0.42881;0.17897;1.4233;-0.58743;0.19799;1.1694
-0.43459;0.17558;1.4208;-0.58418;0.19525;1.1521
-0.45032;0.13903;1.3562;-0.60012;0.17256;1.1243
-0.42881;0.17051;1.3992;-0.58473;0.19354;1.1389
-0.47691;0.1085;1.334;-0.6241;0.15217;1.09
-0.72295;-0.034174;1.2752;-0.5711;-0.12816;1.0529
-0.56572;0.097139;1.2535;-0.67514;0.084142;1.0854
-0.60174;0.064831;1.2391;-0.68553;0.07839;1.0802
-0.61346;0.067725;1.2433;-0.68366;0.085585;1.0825
-0.61229;0.063387;1.2517;-0.68247;0.080184;1.0822
-0.61927;0.040561;1.2267;-0.68809;0.068167;1.074
-0.65899;-0.012986;1.1308;-0.7083;0.029765;0.97533
-0.71237;-0.053594;1.0835;-0.71236;-0.0040302;0.95586
-0.77287;-0.13374;0.98525;-0.75893;-0.061127;0.86668
-0.72168;-0.068881;1.0589;-0.72237;-0.010283;0.91245
-0.7884;-0.15135;0.95978;-0.78584;-0.087284;0.8086
-0.80843;-0.16062;0.91519;-0.80251;-0.087487;0.79811
-0.99111;-0.20946;0.92443;-0.62787;-0.28872;0.42911
-0.74425;-0.061681;0.97084;-0.88855;-0.13973;0.7451
-0.81508;-0.12938;0.92612;-0.96363;-0.18049;0.72526
-0.87944;-0.18748;0.86259;-1.0066;-0.21755;0.67302
-0.94158;-0.24942;0.81703;-1.0301;-0.26731;0.62428
-1.0204;-0.33568;0.71309;-1.0547;-0.31662;0.54797
-1.0561;-0.36732;0.69696;-1.0648;-0.32246;0.55587
-1.1501;-0.44681;0.58261;-1.1246;-0.3676;0.48492
-1.0812;-0.37529;0.66214;-1.061;-0.31371;0.56582
-1.1446;-0.42689;0.60843;-1.1123;-0.37647;0.52082
-1.1926;-0.49494;0.55051;-1.1496;-0.42853;0.4996
-1.2496;-0.53222;0.49111;-1.1775;-0.45788;0.44082
-1.1664;-0.49658;0.4291;-0.99262;-0.39921;0.25613
-0.99493;-0.41022;0.71792;-1.1046;-0.40741;0.42404
-0.90578;-0.32091;0.80003;-1.0379;-0.33849;0.49546
-0.75661;-0.15785;0.97168;-0.9385;-0.24314;0.62376
-0.71608;-0.14528;0.97168;-0.91123;-0.22565;0.62019
-0.69412;-0.13256;0.96558;-0.90345;-0.22674;0.63349
-0.73958;-0.16614;0.92622;-0.95487;-0.2651;0.59883
-0.77433;-0.18859;0.89968;-0.976;-0.26421;0.58273
-0.75958;-0.1815;0.90196;-0.96864;-0.24701;0.60974
-0.72123;-0.13894;0.93209;-0.94885;-0.2306;0.62823
-0.6252;-0.05029;1.0206;-0.89444;-0.19156;0.67406
-0.57051;-0.0016156;1.0736;-0.8768;-0.18572;0.70401
-0.66037;-0.2267;0.99562;-1.085;-0.38483;0.86933
-0.64202;-0.076156;0.95006;-0.93116;-0.18272;0.74339
-0.61911;-0.054495;0.96428;-0.90613;-0.16401;0.77504
-0.61382;-0.042455;0.94494;-0.89591;-0.15134;0.77921
-0.64716;-0.072431;0.91847;-0.91581;-0.17911;0.75173
-0.59241;-0.029783;0.95263;-0.88784;-0.15361;0.78314
-0.58371;-0.034025;0.93477;-0.9;-0.17896;0.72486
-0.56609;-0.0039475;0.93984;-0.85404;-0.13674;0.76225
-0.49829;0.067229;1.0055;-0.79891;-0.094347;0.81833
-0.55492;-0.0050374;0.89633;-0.87043;-0.16206;0.71853
-0.56609;-0.030845;0.85347;-0.89077;-0.20252;0.65203
-0.64716;-0.11138;0.7837;-0.96715;-0.26071;0.5857
-0.85598;-0.1153;0.91723;-1.0887;-0.18413;0.57666
-0.49208;0.045487;0.89067;-0.74833;-0.090416;0.72871
-0.47375;0.056489;0.8974;-0.74921;-0.082804;0.73208
-0.43604;0.10522;0.96158;-0.71766;-0.051593;0.77493
-0.47004;0.062035;0.91238;-0.77762;-0.10515;0.71795
-0.36231;0.17496;1.0599;-0.67975;-0.0045603;0.87392
-0.36231;0.18876;1.0727;-0.7185;-0.023657;0.85972
-0.36746;0.17372;1.0489;-0.72272;-0.01129;0.84977
-0.30594;0.22083;1.1121;-0.68668;0.021544;0.90053
-0.35608;0.17372;1.041;-0.72426;-0.0040271;0.85807
-0.33399;0.21045;1.0776;-0.70196;0.0063385;0.88693
-0.28828;0.25532;1.1341;-0.67755;0.043022;0.95251
-0.028138;0.29512;0.96013;-0.94837;0.28806;1.3496
-0.22715;0.30802;1.2827;-0.49652;0.20046;1.0948
-0.25148;0.28138;1.2645;-0.51467;0.18001;1.0759
-0.29636;0.24452;1.2338;-0.5359;0.14923;1.0371
-0.34331;0.21364;1.1948;-0.5659;0.12151;1.0073
-0.33931;0.21598;1.1994;-0.58054;0.1347;1.0107
-0.39386;0.1724;1.124;-0.625;0.10416;0.95358
-0.46253;0.1298;1.0808;-0.63158;0.087514;0.91912
-0.4731;0.1181;1.0767;-0.63923;0.07951;0.91736
-0.49046;0.13409;1.1042;-0.65212;0.075425;0.9156
-0.54407;0.084835;1.0354;-0.69221;0.048017;0.86366
-0.55381;0.064592;1.0097;-0.72675;0.0062103;0.83305
-0.37207;0.13251;1.0499;-0.54726;-0.24078;0.83028
-0.40263;0.16696;0.9756;-0.6556;0.042308;0.83384
-0.43874;0.1211;0.9325;-0.70182;0.010325;0.81815
-0.48605;0.077248;0.89008;-0.7527;-0.021625;0.77667
-0.48026;0.084423;0.8879;-0.74955;-0.015041;0.75935
-0.4736;0.084542;0.86503;-0.75429;-0.034192;0.74115
-0.49611;0.023978;0.75659;-0.78206;-0.09177;0.64594
-0.55853;-0.04038;0.65792;-0.82963;-0.14259;0.56507
-0.57131;-0.045786;0.6631;-0.84536;-0.15463;0.58827
-0.54789;-0.0082527;0.7266;-0.83464;-0.12209;0.64469
-0.56757;-0.042185;0.66744;-0.8753;-0.17612;0.58106
-0.54329;-0.0082527;0.7074;-0.8437;-0.14983;0.62687
-0.52185;-0.071471;0.82643;-0.9258;-0.11285;0.71122
-0.43995;0.027983;0.80952;-0.75631;-0.10797;0.69031
-0.47562;-0.017518;0.76609;-0.78966;-0.14234;0.65066
-0.49191;-0.04032;0.74092;-0.79332;-0.14091;0.63991
-0.47012;-0.015692;0.78036;-0.75349;-0.13197;0.66282
-0.46222;-0.012403;0.7842;-0.75201;-0.12658;0.66632
-0.46697;-0.011579;0.78516;-0.78868;-0.15816;0.66107
-0.47874;-0.027932;0.77273;-0.79216;-0.18073;0.62263
-0.45106;2.9939e-05;0.79785;-0.7623;-0.14427;0.66291
-0.45586;-0.014648;0.77011;-0.80099;-0.18782;0.60477
-0.40175;0.036517;0.81251;-0.75279;-0.13364;0.66171
-0.41846;0.02369;0.79109;-0.78208;-0.1546;0.63489
-0.57344;-0.069528;0.87332;-0.96543;-0.094579;0.67522
-0.50685;0.075149;0.82992;-0.73131;-0.073236;0.7334
-0.5029;0.073565;0.83205;-0.71662;-0.061242;0.75111
-0.50092;0.087908;0.85797;-0.69619;-0.036109;0.78153
-0.48829;0.10572;0.88122;-0.68633;-0.036878;0.78975
-0.53533;0.060987;0.8278;-0.73653;-0.080806;0.72683
-0.54801;0.051655;0.81724;-0.76494;-0.10384;0.69486
-0.58208;0.019419;0.79316;-0.75612;-0.10011;0.68093
-0.59117;0.0046146;0.77898;-0.7459;-0.092629;0.69818
-0.56736;0.026153;0.80445;-0.73219;-0.07336;0.73182
-0.53597;0.053945;0.81872;-0.69989;-0.048912;0.75357
-0.53788;0.05241;0.81768;-0.70191;-0.044408;0.74912
-0.29843;0.057417;0.7921;-0.7328;-0.072356;0.85317
-0.49626;0.12861;0.89668;-0.63346;0.040521;0.81287
-0.45622;0.19162;0.96789;-0.58442;0.08669;0.90674
-0.4527;0.20719;0.99816;-0.58916;0.089991;0.93112
-0.47782;0.18371;0.96789;-0.63651;0.049052;0.88812
-0.48606;0.17016;0.96331;-0.65798;0.034247;0.86885
-0.48057;0.19339;0.99934;-0.66018;0.037254;0.90456
-0.52691;0.1321;0.92194;-0.70284;-0.017543;0.82917
-0.53214;0.12299;0.91322;-0.711;-0.033214;0.83051
-0.55281;0.097635;0.90282;-0.74951;-0.062193;0.81846
-0.54833;0.077948;0.90282;-0.79892;-0.093102;0.78511
-0.58304;0.042483;0.85683;-0.82049;-0.11258;0.72653
-0.57669;0.068052;0.76309;-0.86782;-0.091251;0.81843
-0.62292;0.077107;0.86321;-0.79157;-0.069027;0.70842
-0.61775;0.081197;0.87761;-0.7589;-0.047406;0.76982
-0.63843;0.040375;0.83588;-0.82503;-0.098891;0.71418
-0.64175;0.055885;0.84462;-0.80103;-0.088788;0.7125
-0.70846;-0.024922;0.76134;-0.88311;-0.15806;0.57635
-0.77486;-0.10928;0.65792;-0.91966;-0.21247;0.46861
-0.7883;-0.11713;0.64818;-0.92439;-0.21123;0.43428
-0.82158;-0.15977;0.61281;-0.94544;-0.23959;0.40901
-0.77781;-0.15181;0.61144;-0.93908;-0.23428;0.38876
-0.7889;-0.1581;0.58773;-0.97756;-0.24647;0.34697
-0.79119;-0.15862;0.58773;-0.98741;-0.24638;0.35292
-0.95049;-0.20149;0.57387;-1.1021;-0.36998;0.50639
-0.74792;-0.15624;0.56879;-1.031;-0.26556;0.47639
-0.74221;-0.14784;0.57075;-1.0284;-0.26192;0.46853
-0.73213;-0.13524;0.578;-1.0277;-0.25119;0.49455
-0.7151;-0.12481;0.5913;-0.99832;-0.23066;0.52942
-0.76906;-0.16535;0.54741;-1.0672;-0.26849;0.4485
-0.79838;-0.17277;0.53352;-1.0848;-0.27999;0.46988
-0.77195;-0.15052;0.55258;-1.047;-0.26545;0.4958
-0.78779;-0.18255;0.53352;-1.0886;-0.28774;0.46821
-0.82134;-0.21449;0.4886;-1.1631;-0.33696;0.42131
-0.83171;-0.21721;0.4886;-1.1631;-0.34882;0.41472
-0.76883;-0.16954;0.5411;-1.1045;-0.29633;0.49034
-0.96834;-0.21469;0.56617;-1.1291;-0.44822;0.45312
-0.78255;-0.15667;0.60783;-1.129;-0.32627;0.45384
-0.78371;-0.13098;0.63476;-1.0891;-0.29203;0.49216
-0.74488;-0.086342;0.65976;-1.0254;-0.24697;0.53298
-0.75533;-0.095165;0.66629;-1.0301;-0.25345;0.52167
-0.74932;-0.092387;0.65106;-1.0198;-0.2685;0.52065
-0.78138;-0.10315;0.63996;-1.0492;-0.30341;0.50696
-0.77865;-0.10315;0.62136;-1.0037;-0.2721;0.53048
-0.7477;-0.064075;0.65233;-0.98109;-0.24935;0.56952
-0.7629;-0.081692;0.6335;-1.0061;-0.26321;0.55745
-0.76353;-0.099217;0.61519;-1.0571;-0.30033;0.5308
-0.7575;-0.1073;0.60792;-1.0961;-0.32575;0.52268
-0.66605;-0.11652;0.57895;-1.2148;-0.18661;0.55935
-0.65;-0.069142;0.71892;-0.9821;-0.18602;0.63516
-0.59252;-0.018516;0.7855;-0.92039;-0.14917;0.70588
-0.51283;0.03783;0.84262;-0.85339;-0.09799;0.77869
-0.42497;0.098612;0.93304;-0.81394;-0.061004;0.85924
-0.45014;0.091141;0.9293;-0.83735;-0.073964;0.87118
-0.39521;0.14633;0.99765;-0.79533;-0.043198;0.94219
-0.50797;0.04898;0.8874;-0.82854;-0.099623;0.83232
-0.4865;0.062171;0.89847;-0.80363;-0.089234;0.86361
-0.53331;0.030981;0.87413;-0.83507;-0.11547;0.83578
-0.56306;0.017208;0.83379;-0.86714;-0.13464;0.78744
-0.62082;-0.020189;0.79994;-0.87927;-0.15701;0.75732
-0.46706;-0.16448;0.72648;-0.92291;-0.24172;0.69013
-0.81102;-0.037519;0.746;-0.90385;-0.17384;0.70379
-0.851;-0.06412;0.736;-0.91473;-0.18871;0.67366
-0.88962;-0.10092;0.66398;-0.95831;-0.22687;0.59783
-0.95654;-0.12696;0.63561;-0.98404;-0.25071;0.56053
-1.0236;-0.16441;0.60227;-1.0113;-0.26723;0.52212
-1.0463;-0.19142;0.57026;-1.0577;-0.33042;0.48681
-1.0895;-0.24058;0.52932;-1.051;-0.35592;0.44834
-1.111;-0.2625;0.50704;-1.0519;-0.36363;0.42948
-1.1225;-0.26431;0.49261;-1.0568;-0.35949;0.43375
-1.1596;-0.29721;0.47269;-1.1024;-0.38321;0.3972
-1.1433;-0.29849;0.46135;-1.1248;-0.38514;0.36499
-1.4262;-0.26993;0.49429;-1.1215;-0.45762;0.22668
-0.96689;-0.27745;0.44325;-1.1467;-0.40041;0.38976
-0.94544;-0.26215;0.46665;-1.1288;-0.38641;0.39833
-0.88636;-0.20369;0.52247;-1.0763;-0.34867;0.45622
-0.9252;-0.22731;0.51293;-1.089;-0.36522;0.45677
-0.96015;-0.24077;0.51104;-1.1132;-0.35657;0.46664
-0.97318;-0.25999;0.49505;-1.1413;-0.37651;0.42895
-0.91333;-0.22602;0.52885;-1.055;-0.33043;0.48825
-0.93103;-0.22951;0.52597;-1.0635;-0.34712;0.50468
-0.90351;-0.1931;0.57151;-1.0531;-0.33153;0.56195
-0.90492;-0.16095;0.60139;-1.0373;-0.31471;0.59639
-0.95246;-0.17422;0.58103;-1.0762;-0.32375;0.60631
-1.0531;-0.14382;0.51159;-1.0174;-0.56071;0.35476
-0.77841;-0.13669;0.71355;-1.1539;-0.34444;0.5886
-0.81911;-0.15878;0.67758;-1.177;-0.37804;0.57189
-0.73469;-0.095482;0.75051;-1.1066;-0.32786;0.62653
-0.66774;-0.066969;0.78336;-1.1001;-0.32508;0.62213
-0.7282;-0.10795;0.75794;-1.1485;-0.35711;0.59027
-0.74405;-0.1387;0.75208;-1.1822;-0.4237;0.55642
-0.81584;-0.21307;0.66538;-1.2281;-0.49798;0.46319
-0.8931;-0.2704;0.61235;-1.2627;-0.5214;0.43824
-0.95929;-0.31434;0.56486;-1.2844;-0.55407;0.4183
-0.96932;-0.31685;0.54443;-1.2814;-0.56298;0.39584
-1.0032;-0.3586;0.5061;-1.3085;-0.57448;0.37419
-0.99533;-0.44214;0.50139;-1.4842;-0.22984;0.3523
-1.0926;-0.33641;0.53359;-1.1907;-0.44924;0.40951
-1.0964;-0.33668;0.52695;-1.2182;-0.46144;0.39337
-1.0429;-0.3014;0.5646;-1.2056;-0.42678;0.43308
-1.041;-0.32088;0.5658;-1.2274;-0.46357;0.40441
-1.0957;-0.37356;0.52873;-1.2686;-0.49756;0.37528
-1.0722;-0.37252;0.52967;-1.265;-0.49972;0.359
-1.0469;-0.36309;0.50823;-1.2122;-0.47695;0.35847
-1.0514;-0.36808;0.49443;-1.2264;-0.49567;0.33885
-1.0326;-0.35116;0.50408;-1.2208;-0.4909;0.36209
-0.95619;-0.26695;0.58476;-1.1516;-0.43161;0.42725
-0.78948;-0.14319;0.68976;-1.0518;-0.3532;0.49849
-1.0208;-0.045717;0.7005;-0.76371;-0.64681;0.5366
-0.87223;-0.087998;0.74566;-1.0757;-0.35778;0.56077
-0.91551;-0.11146;0.72477;-1.0985;-0.36667;0.54302
-0.82475;-0.036113;0.79348;-1.0435;-0.31872;0.58916
-0.77195;0.0029425;0.81732;-1.0488;-0.32323;0.59287
-0.90933;-0.11671;0.68554;-1.1498;-0.41022;0.46772
-0.86982;-0.10053;0.71384;-1.1627;-0.42811;0.46197
-0.94335;-0.17525;0.62234;-1.2101;-0.4686;0.39554
-0.91216;-0.15748;0.63176;-1.1785;-0.44354;0.41001
-0.91088;-0.16795;0.61016;-1.2101;-0.47539;0.36085
-0.94485;-0.17933;0.56813;-1.2578;-0.5176;0.3071
-0.94736;-0.20595;0.51636;-1.2745;-0.52235;0.27655
-1.3613;-0.50305;0.3825;-1.4983;-0.19951;0.26579
-1.0909;-0.26248;0.56423;-1.0743;-0.40263;0.36391
-1.1329;-0.29635;0.51461;-1.1226;-0.4428;0.29516
-1.0995;-0.28326;0.54607;-1.11;-0.42382;0.3183
-1.1101;-0.29819;0.52952;-1.1471;-0.43369;0.30021
-1.0793;-0.28208;0.54504;-1.1375;-0.41232;0.29967
-1.0766;-0.27199;0.55269;-1.1563;-0.4403;0.28147
-1.0833;-0.29831;0.51479;-1.1821;-0.46567;0.25739
-1.0972;-0.30811;0.47744;-1.1919;-0.47697;0.21797
-1.1009;-0.34545;0.43064;-1.1998;-0.50456;0.18838
-1.0681;-0.33999;0.44811;-1.2034;-0.51441;0.19921
-1.076;-0.34185;0.42997;-1.2138;-0.52057;0.16371
-1.2664;-0.29559;0.44446;-1.1878;-0.65867;0.20726
-1.0728;-0.35376;0.41104;-1.2158;-0.52253;0.20507
-1.0559;-0.34669;0.43833;-1.199;-0.50916;0.22297
-1.0877;-0.36122;0.40764;-1.2211;-0.5405;0.17903
-1.0976;-0.37191;0.38618;-1.2234;-0.5563;0.16885
-1.0942;-0.36435;0.39663;-1.2216;-0.56043;0.21081
-1.0962;-0.34489;0.42934;-1.2316;-0.5555;0.23357
-1.1622;-0.40148;0.38867;-1.2683;-0.58241;0.19016
-1.1967;-0.43129;0.35419;-1.2697;-0.57849;0.19207
-1.2035;-0.43353;0.35243;-1.2567;-0.55978;0.19035
-1.2322;-0.47582;0.30167;-1.2936;-0.58339;0.16376
-1.2167;-0.46317;0.31883;-1.2858;-0.57886;0.19464
-1.0761;-0.38672;0.30729;-1.1999;-0.69963;0.36173
