
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
199311  -3.75  -7.34  -2.98  -1.43  -4.25  -7.15  -4.98  -5.75  -2.81  -4.45
199312   8.09   6.70  11.47   6.94   9.21   9.25   6.03   3.88  11.36   5.41
199401   3.82   4.56   1.47   8.06  -0.86   9.40   6.78   5.64  -1.53  15.15
199402  -1.64  -2.91  -2.86  -1.86  -0.97  -3.52  -3.77  -3.54  -0.78   4.40
199403  -3.72  -1.82  -0.56  -0.89  -5.71  -0.33  -3.66   0.47  -6.70   0.86
199404  -2.57  -0.20  -5.19  -3.04  -3.34  -2.40  -2.48  -4.40  -2.05  -0.78
199405  -2.01  -0.01  -3.37  -0.40  -1.00  -3.28  -2.72  -2.40  -1.41  -1.32
199406   8.14   9.25   8.12   7.30  10.41   5.74   6.48   8.84  10.53   3.21
199407  -2.14  -2.17  -2.57  -0.53  -5.40  -0.51   3.23  -1.26  -4.69  -1.37
199408   2.48   1.08   3.95  -2.74   1.94  12.79   0.79   8.41  -0.99   7.99
199409  -4.24  -7.18  -4.05  -3.18  -4.93  -3.74  -4.02  -5.26  -4.72  -2.72
199410  -2.04   2.41  -0.16   0.82  -4.77   1.11   4.76   1.18  -5.45  -0.34
199411  -2.30  -1.62  -2.02  -5.37  -0.01  -5.51  -3.41  -4.42   0.61  -0.46
199412   2.70   1.69   1.63   2.62   2.96  -0.19   1.47  -0.35   4.33   5.31
199501  -3.85  -4.69  -3.26  -5.88  -4.83  -4.72  -2.02  -5.80  -4.01  -2.69
199502   4.31   4.94   2.51   4.25   2.88   8.26   7.91   7.08   2.49   9.25
199503  -0.51  -4.03  -0.83  -2.17   1.05  -0.90  -2.95  -2.28   0.62  -1.04
199504   0.03  -0.90   1.76  -3.44   0.48   1.74   1.81   0.96  -2.24   0.89
199505   5.33   5.26   6.54   3.56   4.17   6.53   5.06   5.69   5.47   6.14
199506   2.04  -3.77   2.81  -2.55   2.03   1.80   5.91   0.59   0.96   5.52
199507   0.93   0.76   2.43   2.14   2.56   1.89  -3.40   1.99   3.26  -5.07
199508  -7.02  -6.75  -7.78  -6.40  -6.21  -6.77  -7.90  -7.02  -7.13  -7.52
199509   0.72  -0.81   0.02  -0.97   2.04  -1.89   0.45  -1.67   0.66  -0.95
199510  -3.20  -1.88  -3.98  -2.24  -4.01  -5.65  -4.56  -5.12  -3.46  -6.99
199511  -2.47  -0.97  -1.33  -5.52  -4.80  -7.35  -3.99  -7.32  -2.84  -5.67
199512   3.99   2.86   6.61  -0.07   5.48   2.89   6.10   3.72   4.54   3.81
199601   6.47  12.56   5.37  13.21   5.26  15.85   3.35   7.55   7.97   4.11
199602  -0.52   0.34  -0.96  -1.57  -1.58  -1.24  -1.02   2.18  -1.19   1.02
199603  -0.48  -0.11  -1.47  -3.96  -0.64  -3.09  -1.38   1.39  -1.49  -3.83
199604   0.85   1.20  -0.68  -2.16  -0.19   3.16   0.54   0.85   0.46  -4.92
199605   4.57   4.40  -0.18   7.60   7.30   9.46   0.26   7.09   1.20   2.74
199606  -5.14  -5.64  -4.58  -2.31  -7.75  -2.51  -2.41  -1.17  -3.69  -8.81
199607  -1.70  -2.15  -1.40  -0.79  -2.48   2.65  -2.67  -0.85  -4.15   1.52
199608   0.23  -2.24   0.15  -2.23   1.14  -2.20   0.96  -1.38   2.11  -5.27
199609  -2.32  -1.25  -4.25   0.57  -1.33   2.36  -4.84  -1.94  -4.23  -1.31
199610   0.59   5.13   2.56   1.20  -2.14   0.36   1.28   2.48  -0.65   2.01
199611   2.57   0.61   4.20   0.64   4.05   2.89   2.82   0.98   4.84  -1.27
199612   0.73   0.26  -1.29   0.93  -0.61  -0.26   2.37   2.26  -0.40   4.45
199701  -3.02  -3.38  -1.82  -4.39  -3.08   1.24  -0.68  -0.89  -5.28   1.69
199702   0.26   2.99  -1.53   3.45  -2.89   8.06   0.75   3.82  -1.22  -1.13
199703   0.76   6.89  -0.12   1.92  -0.04   9.29  -0.92   3.39  -0.25   5.49
199704  -4.59  -3.70  -4.41  -3.06  -7.05  -2.82  -5.44  -3.02  -5.58  -6.11
199705   6.74   9.64   7.22   8.85   2.59  10.91  12.26   9.45  -0.15   5.81
199706  -2.18  -2.29  -0.37  -1.41  -6.54  -1.22  -0.10  -1.15  -5.78   0.04
199707   5.11  13.50   4.70   5.26  -1.00   2.50   6.35   4.16   0.22  31.77
199708  -5.85  -4.41  -8.36  -2.47  -4.29  -9.95  -6.98  -6.05  -5.83  -4.07
199709   7.09   9.16   9.71   8.54   3.72  11.47  10.17   8.54   2.77   5.72
199710  -3.72  -3.11 -10.77  -4.04  -3.01  -8.29  -8.33  -7.30   0.05  -8.16
199711  -5.62 -10.71  -4.44  -9.91  -3.53 -10.45  -5.80  -9.19  -6.23  -1.99
199712   5.48   3.79   1.78  -0.32   4.76   1.89   1.61  -0.93   5.45  -1.97
199801   3.63   6.97   0.43   1.83   4.12  -1.75  -0.27   6.32   0.60   7.41
199802   7.20  17.63   2.05  10.58   8.07   9.66  -3.92  11.90   0.56   9.69
199803   4.85   5.02   5.43   5.49   3.64   8.10   8.20   5.82   4.30  10.71
199804   5.95   4.89   5.95   5.08   9.89   0.00   4.11   5.39   7.74   9.19
199805   7.51  10.78   1.18   6.02   7.64   8.15   2.47  12.43   0.50   5.77
199806  -6.85  -6.81  -6.27  -8.73  -6.90  -6.23  -4.34  -8.02  -5.79  -3.52
199807   2.12  -2.08   6.80  -3.34   3.96  -6.18   9.39  -2.41   7.89   4.88
199808 -15.09 -11.96 -10.55  -9.92 -14.92 -11.57 -11.71 -17.74  -8.14  -6.51
199809  -6.90  -9.79  -5.70  -4.90 -10.48  -8.32  -5.37  -4.48  -7.04  -6.21
199810   9.46   6.37   8.18   9.77  11.59   2.26   6.38  10.61   8.27   7.51
199811  -4.05  -3.29  -3.68  -0.19  -4.93  -5.09  -4.91  -4.39  -4.54  -6.40
199812   1.79   4.81   0.79   1.20   1.36   0.86   1.23   4.38   1.04   8.25
199901  -6.36  -9.87  -2.45  -5.22  -3.29  -1.01  -3.33  -6.02   0.76  -7.04
199902   4.19  15.20  -0.32   4.19  -0.12   7.46   1.03   1.80  -1.89   8.77
199903   0.29   8.35  -3.32  -3.89   0.70   0.17  -4.01  -3.25  -1.11  -7.20
199904   5.03   5.80   0.88  10.56   1.40  12.32   3.06   8.07  -1.62  -5.08
199905 -10.32 -16.67  -8.87  -9.23  -9.43 -14.37  -9.34  -6.16 -14.24  -1.06
199906   3.94   3.99   3.81   2.42   4.88   5.40   6.67   0.57   5.73   5.29
199907   0.48  -0.34   3.34  -2.09   3.14  -7.05   2.51  -0.14   2.62   1.17
199908   0.09   1.99  -3.10   6.34  -2.60  11.72  -3.54  -0.29  -2.67  -1.87
199909  -4.80  -5.89  -2.92  -7.46  -3.04  -3.77  -3.99  -5.63  -2.17   2.39
199910   0.43  -0.16  -2.60  -2.28   1.26  -1.07  -3.75  -5.89  -0.40  24.14
199911  -3.73   5.36  -8.03  -2.40  -9.06   2.96  -9.45  -1.00 -10.65  -6.69
199912   5.68   8.13   7.10   9.28   4.43  13.38   7.43   7.47   8.38   1.63
200001  -9.00  -7.85  -8.91  -3.86  -5.18  -1.61  -2.61   0.44 -13.33 -18.66
200002  -4.63  -6.15  -0.87  -4.60  -8.25   1.73  -6.71  -9.07  -4.97   7.26
200003   2.31   5.25  -1.20   3.21  -1.29  -0.19   5.60   2.92   8.25  -6.70
200004  -4.80  -2.86  -5.77  -2.38  -2.30  -1.02  -6.12  -6.91  -6.98  -8.42
200005   3.03  -2.92   3.75   0.54   4.90   2.09   0.60  -2.36   5.77   7.02
200006   3.45   5.37   2.68   4.26   2.20  10.56   3.29   5.29   3.57   0.90
200007  -1.21  -6.14  -2.55  -2.05  -1.91   0.39  -7.80  -5.60   7.19  -3.06
200008  -2.57  -6.61  -3.84   1.26  -6.20  -6.71   0.60   1.45  -3.87  -5.45
200009  -0.71  -4.29   0.62  -2.11  -2.71  -0.52   0.17   1.92  -0.13  -0.02
200010  -5.56  -7.28  -8.47  -4.43  -7.01 -10.52  -5.16  -3.10  -3.54 -12.45
200011  -2.35   0.64  -0.47  -0.86   2.76  -2.35  -1.81  -2.68  -6.49   7.49
200012  12.70  13.28  13.05  10.89  13.91  19.49  11.51   7.99  14.26  16.80
200101   2.76   2.39   0.93  -0.90   1.01   2.48   1.52   1.35   4.65  -4.40
200102   6.88   3.51   8.74  11.85   5.74   0.64   9.03   3.93  11.43  -3.02
200103  -5.39  -7.18  -5.96  -5.09  -6.04  -8.01  -3.81  -7.30  -4.56 -18.01
200104   3.17   6.77   0.25   3.93   2.86   9.50  -0.49   6.33  -1.10  -9.25
200105  -6.80  -3.59 -12.80   2.48  -9.91  -2.39 -11.90  -4.34 -16.54  -8.89
200106   0.37   5.70  -1.71  -4.36  -1.36   6.43  -0.86   5.57  -6.64  -3.28
200107   6.23   4.60   7.30   7.55   7.80   5.73   6.14   4.36   9.58  -0.80
200108   1.39   0.32   0.24   0.32  -0.37   0.33  -0.67   0.33  -2.01   0.96
200109  -8.07  -9.01  -5.03 -12.13  -5.93  -6.47 -10.26 -11.41  -5.72  -0.16
200110  -2.88  11.46 -10.82  -3.65   0.47  15.01 -17.30   6.73 -13.12  -0.89
200111   5.71   6.60   1.05   5.20   4.20   6.48   6.47   7.51   0.95   0.37
200112   1.45   0.81   2.78   0.94   1.01   0.10   3.33   0.78   3.09   2.26
200201  -0.22  -1.65  -0.49  -0.31   0.65   4.82   0.08   1.44  -0.31  -0.86
200202   2.97   6.14  -0.64   2.89   2.08  11.46  -0.98   8.14   0.90  -2.21
200203   5.74   4.56   2.84  10.48   2.50   3.49   2.81   6.07   2.14   1.58
200204   6.78   8.47   4.67   2.34   6.65  16.47   4.94   7.91   4.68   2.25
200205   1.71   1.95   2.31  -1.95   2.77   3.67   1.57   4.67   2.65   3.91
200206   1.46   1.39   0.76   6.23   3.84  -0.66   0.18  -0.80   5.20  -5.57
200207  -6.62 -13.25  -2.04 -13.19  -7.09 -11.47  -3.25 -15.21  -6.58   4.67
200208  -1.15   1.39  -3.43   4.78  -5.44   2.59  -3.69   5.45  -6.14  -0.10
200209  -3.57  -7.37  -3.37  -5.05   0.92   2.24  -3.88  -2.37   0.29  -7.25
200210   0.51   4.15  -1.75  11.42  -2.28   2.46  -1.34   2.20  -2.14  -0.94
200211   2.93  -0.61   8.00  -4.44   3.05   4.26   9.14   1.11   2.49  16.30
200212  11.21   4.84  10.51  11.65  10.04  16.37  10.00  11.15   9.61  11.15
200301   3.85   5.45   2.68   4.82   6.34   5.45   1.26   2.78   4.32   2.46
200302   0.92  -0.04   1.15   6.51   0.22  -0.02   1.46   2.21  -0.62   1.50
200303   1.83   4.31   1.26   1.14   1.68   4.93   0.17   1.79   1.93  -2.15
200304   7.18  10.67   5.15   9.35   8.82  12.08   2.31  10.26   2.88   1.52
200305   7.24  14.56   8.41  -1.56  13.18  16.26   2.31   1.58   3.89   8.33
200306   1.92   3.33   2.16   4.32  -0.72   5.08   1.14   5.04  -0.38   1.77
200307  -1.19   3.23  -2.01  -2.88  -1.07   2.88  -2.40  -0.13  -1.93  -2.11
200308  -0.53  -4.10  -0.68   1.21  -0.76  -3.48  -2.33   1.22  -2.19  -4.83
200309   5.01  -2.05   5.74   2.41   6.60  -4.34   4.05   2.37   5.15   2.72
200310   3.25   1.12   3.29   6.42   0.47  -0.67   0.70   3.56   0.88   0.14
200311   7.73   9.16   6.23  11.17   8.47   7.99  10.22  11.63   7.97   8.13
200312   8.66   6.03   9.51   5.51  11.45   5.99   9.04   6.11  14.51   6.84
200401   9.61  14.02   6.90   7.80  10.39  10.87   5.57   9.38   6.96  11.48
200402   3.12  -3.05   8.32   3.63   2.01   2.94  10.19   3.86   9.29   3.24
200403   3.41   0.45   4.15   9.84  -0.56  10.61   1.90   8.97   4.09   0.30
200404   1.48   4.63   1.75  -2.46   0.21  -1.96   4.19  -2.65   2.06   1.64
200405  -0.46   0.45   1.34  -2.09  -2.96  -2.00   1.83  -0.69   1.87  -2.91
200406   5.10   4.78   2.86   9.58   5.19  10.43   4.84   7.82   2.43   7.64
200407   1.24  -0.57   0.02   5.84   0.47   6.10   1.85   5.08   0.20   0.61
200408   0.23   6.41  -1.41   3.86  -6.59   4.39  -0.42   3.22  -1.55  -5.57
200409   4.89  10.10   4.71   4.75   1.34   2.88  -0.86   4.81   4.48  -0.02
200410   5.98   4.10   7.45   3.83   6.73   4.11   9.40   4.48   8.08   7.01
200411  12.38  16.83  10.88  14.48   9.77  14.07   6.33  13.65  10.27  11.51
200412   8.05   6.47   6.80  11.97   9.25  11.22   8.52  10.63   6.77   8.72
200501  -1.78   0.10  -3.12   2.79  -0.26   1.65  -2.95  -0.94  -3.81  -1.18
200502   9.36   7.49   8.39  10.52   5.21  10.08   6.85   9.57   8.21   1.18
200503  -4.30  -5.88  -3.69  -7.55  -2.95  -7.69  -5.25  -7.76  -3.56  -3.32
200504  -3.79  -5.45  -1.45  -4.12  -1.18  -5.66   4.46  -7.19  -4.66  -1.95
200505   3.10   0.03   0.20   9.73  -2.99   9.70   1.86   0.95  -1.00  -2.38
200506   7.04   2.98   4.41  18.65   4.20  18.95   5.39   3.29   3.28   0.30
200507   3.92   3.11   4.11   7.25   3.18   6.54   6.12   3.92   2.68   1.17
200508   7.97   5.99   8.45  14.19   4.41  15.46  10.86   0.29   6.31   4.77
200509   1.52   7.35  -1.83   7.92  -3.34   8.21   2.41   2.70  -4.13  -1.24
200510  -4.40  -4.92  -3.24  -8.70   0.47  -8.32  -6.85  -4.58  -0.47  -1.54
200511   2.55   3.61   2.83   2.64   4.53   4.43  -2.26   5.18   4.77  -1.33
200512   5.20   2.64   5.59   5.39   1.32   5.70   9.87   6.13   2.62   0.38
200601  12.21   9.80   9.55  12.82  12.41  13.37  18.26  12.15  15.93   8.50
200602   0.93  -0.38   5.15   1.22   3.35   0.59   3.59   0.84  -1.09   8.52
200603   3.73   8.86  -0.32  13.24   0.16  16.79  -0.89  12.64   2.02   2.53
200604   4.84   4.90   4.81   5.70   4.80   4.26   9.07   4.95   4.33   3.07
200605  -6.66  -1.32  -5.66  -4.39  -4.77  -3.85  -3.76  -4.81  -7.90  -2.90
200606   1.81   2.95   1.80   1.75   2.41   4.94   4.08   1.42   2.04   3.22
200607   1.13   0.14   0.94  -2.08   0.73  -2.27   1.31  -1.18   2.22   0.37
200608   1.41   2.05   4.87   2.55   5.12   2.81   2.33   3.05  -2.27   3.67
200609   2.86   5.99   4.16   6.40   3.87  10.47  -2.72   4.53  -1.24  12.23
200610   5.77   6.84   5.16  11.58   3.11  12.43   4.52  11.13   5.93   5.31
200611   3.95   6.81   4.68   4.85   4.14   6.37   2.84   3.81   2.24   4.47
200612   9.22  10.10  10.10  12.01  10.63  12.53   7.00  10.84   5.91  21.43
200701   0.10   3.22  -1.38  -1.71  -0.90  -0.61  -1.44  -0.98   0.87   5.55
200702  -3.22   3.04  -9.32   4.01  -6.92   0.27  -4.18  -1.13  -5.17   1.58
200703   7.45   4.38   5.14  16.21   5.37   9.71   5.77   9.14   7.22   5.64
200704   4.56   0.45   8.16   1.15   3.75   3.15   5.84   8.18   0.25   0.39
200705   2.78   1.93   4.48   4.56   5.39   3.10   2.43   1.54   4.35   0.67
200706  -0.27  -3.84  -1.83   5.24  -2.34   2.72  -4.97  -0.80   4.56  -5.77
200707  -4.30 -11.54  -2.72  -2.53  -7.03  -2.61  -8.87  -3.58  -2.19 -12.25
200708  -3.12  -8.13  -2.01  -2.13  -5.16  -0.88  -4.73   0.62  -4.79  -8.51
200709   3.36  -6.74   5.20   6.33   2.28   4.86   2.80   3.47   3.97  -8.22
200710   8.58   6.80  11.89   7.52  10.77   8.80   9.51   8.55   8.30   5.67
200711  -5.86  -7.39  -0.98  -9.38  -2.52  -7.36  -3.09  -3.34  -8.99  -9.55
200712   0.13   0.78  -2.32   5.79  -2.59   4.23   0.17   4.06  -4.45  -1.24
200801  -9.63  -9.24 -11.22  -6.92  -9.10  -8.37 -11.33  -6.97 -14.35 -12.91
200802   3.63   5.97   1.78   4.08   6.90   1.50   4.31  -1.38   7.62   3.99
200803   1.37   0.39   1.98   0.42   0.72   1.45   1.30   2.77   2.55   1.60
200804   7.70   3.93  12.36   5.54   3.96   7.36   6.76   9.25  11.09   6.47
200805   3.21   1.40   2.57   5.30   4.41   4.93   5.24   3.45   0.77   4.00
200806  -7.46  -6.47  -4.62  -3.49  -6.11  -8.72  -4.85  -7.02  -9.16  -5.25
200807  -7.32 -10.77  -7.79 -12.73  -7.55  -7.00  -8.69 -10.41  -2.76 -10.87
200808  -7.14  -7.69  -7.79  -8.47  -5.72  -6.25  -5.95  -4.61  -8.79  -6.93
200809 -25.78 -33.37 -26.18 -35.75 -21.40 -28.69 -22.72 -24.44 -22.93 -31.60
200810 -34.38 -33.11 -36.61 -27.94 -36.61 -33.45 -35.67 -29.09 -39.92 -39.78
200811 -10.34 -17.41  -6.76 -17.20  -5.62 -11.86 -10.24  -5.07  -8.20 -16.51
200812   8.25  14.26   6.89   4.17  12.67   4.48  14.18   7.71   4.67  20.02
200901  -7.95 -15.79  -5.99  -9.67  -5.11  -9.04  -9.80  -1.19 -12.94   5.06
200902 -13.26 -21.82  -8.35 -17.39  -3.54 -16.76  -6.74 -12.07 -14.02 -12.07
200903  17.99  31.00  11.13  30.20   6.31  28.03   7.56  13.78  16.30  14.84
200904  11.22  31.20  -0.06  18.66  -5.05  17.77   5.19   2.91   6.09  20.51
200905  19.17  17.76  18.40  24.51  15.32  24.46  17.45  30.68  15.21  12.39
200906  -1.32  -0.60  -0.23  -3.14   1.60  -3.07  -0.92  -4.49  -2.51   3.91
200907   7.61  17.27   0.34  15.71   2.78  15.31   1.77   4.68   0.76   6.31
200908  14.45  27.33   5.46  19.32   4.81  19.17   2.42  11.51   7.02  29.13
200909   7.49  11.48   4.23  11.00   5.14  10.41   4.35   5.33   1.17  14.81
200910  -4.81  -8.67  -3.73  -6.76  -5.11  -6.93  -4.39  -3.36  -5.24  -8.23
200911   1.89   3.15   2.02   3.72   1.46   3.13   0.01   2.93   1.03   6.96
200912  -4.03  -5.52  -6.60  -3.17  -7.33  -3.55  -2.17  -2.02  -3.58  -6.76
201001  -4.34  -5.85  -1.83  -6.75  -0.82  -4.64  -1.63  -5.15  -3.12  -3.43
201002  -3.43  -3.55  -3.62  -4.77  -3.35  -4.34  -4.14  -1.20  -4.38  -4.82
201003   6.16   8.46   5.27   4.44   6.75   7.54   2.59   7.92   6.33  10.43
201004   1.59   3.71  -0.31  -1.97   7.18   0.68   1.40  -3.55   5.17   3.32
201005 -14.10 -16.17 -11.24 -13.96 -16.49 -13.85 -14.30 -10.50 -14.53 -17.28
201006  -4.09  -4.34  -2.11  -5.31  -7.34  -6.92  -0.05  -1.88  -6.67  -7.55
201007  15.17  13.61  13.75  15.43  18.11  18.02  14.18  14.19  17.17  16.41
201008  -5.19  -4.86  -4.22  -5.23  -7.63  -6.67  -5.59  -0.89  -7.50  -7.42
201009  13.01  13.44  14.78  13.75  12.29  15.06  11.03  13.93  11.67  16.58
201010   6.95   4.84   5.68   8.41   9.88   8.61   6.25   2.63  12.26   4.06
201011  -8.76 -10.17  -4.13  -9.70  -9.62  -9.50  -3.41  -8.73 -10.24  -7.91
201012  15.90  17.55   9.91  18.02  16.06  16.58  10.70  13.10  16.48  11.97
201101   2.31   5.20  -3.38   5.67  -2.02   4.83  -1.33   2.88   2.18   1.92
201102   1.45   3.30   1.78   1.14   3.21  -0.55   0.53  -1.08   2.41  -0.60
