
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
199005   2.26   4.51   1.75   4.80   3.83   3.91   3.21   0.62   1.54 -99.99
199006  -3.12  -4.41  -3.74  -3.59  -4.05   1.03  -4.41  -1.32  -4.46 -99.99
199007   4.38   3.99   5.94   6.31   1.05   6.93   5.20   5.27   2.34 -99.99
199008  -6.88  -6.28  -4.67  -8.52  -8.21  -9.58  -4.15  -8.73  -4.53 -99.99
199009 -16.55 -13.66 -19.72 -18.32 -15.31 -24.99 -17.50 -19.68 -14.53 -99.99
199010  -0.12   1.27  -8.75  -4.90   1.78  -7.55   3.58   0.88  -0.56 -99.99
199011   2.07   4.00  -3.52   5.23  -3.12  10.99   2.29   4.48  -8.54 -99.99
199012  -3.71  -3.09  -2.75  -4.80  -1.81  -8.57  -4.27  -6.31   1.08 -99.99
199101  -1.98  -2.36   0.58  -3.62  -6.58  -3.67   3.95  -1.32  -1.00 -99.99
199102   9.43  15.29   4.54  17.89   8.50  21.43   6.67  12.76   3.90 -99.99
199103   6.23   0.87   5.38   7.04   6.04   4.77  11.00   4.77   7.66 -99.99
199104  -3.54  -2.20  -0.12  -4.48   0.90  -3.88  -2.35  -6.78   0.36 -99.99
199105  -4.57  -7.02  -5.19  -7.03  -0.70  -8.61  -5.94  -5.83  -6.39 -99.99
199106 -12.02 -14.10 -13.77 -12.63 -10.38 -13.99 -16.47 -12.14 -16.70 -99.99
199107   7.85   8.05   9.56   9.86   5.57  11.95  11.59   8.43  11.68 -99.99
199108  -4.94  -4.25  -3.38  -4.74  -3.90  -3.52  -4.54  -4.37  -5.54 -99.99
199109  -8.37  -5.57 -10.77  -4.50  -5.45  -3.59 -14.56  -8.01 -11.31 -99.99
199110  -1.05  -1.89   0.06  -0.56  -8.23  -1.27   6.35  -0.59  -4.74 -99.99
199111  -5.82  -0.66  -7.89   0.89 -11.21   3.19  -5.66  -2.20  -8.75 -99.99
199112  -1.76  -0.88  -3.59   0.71  -5.67   0.80  -0.35  -1.89  -8.10 -99.99
199201   9.30   6.99   8.39   6.16   1.90  13.92   9.50   8.41   8.42  33.24
199202  -0.77  -5.70   2.13  -7.63  -4.27   1.00   9.71  -7.58   0.29  18.13
199203  -8.97  -7.89  -7.16  -8.99  -7.23 -10.79  -4.32  -7.85  -8.81  -0.40
199204   0.20   1.11  -0.87  -0.32  -0.94   2.06   0.04   0.25   0.99   4.13
199205   4.63   5.05   0.44  -2.57  -2.13   8.52   6.48   4.10   3.65  38.10
199206  -5.06 -13.07   2.13  -3.92 -15.85  -5.61  -2.29 -13.19  -1.77  -7.44
199207  -7.28  -7.50  -4.97  -8.82 -12.82  -8.30  -0.16 -11.39  -7.52   0.26
199208 -12.87 -14.96  -8.60  -9.98 -13.93 -16.34  -8.29 -16.34 -10.61 -12.52
199209  -6.45 -15.69  -9.44 -13.92 -11.26  -2.80  -8.88 -15.80  -8.66 -16.38
199210  17.08  29.89  11.00  21.77  14.64  17.07  14.18  30.33   6.35  28.79
199211   7.14  10.49   7.33   1.29   7.49  11.12   9.03  19.90   7.05  -0.12
199212  -5.04  -8.23  -5.45  -7.10  -9.29  -1.87  -0.35  -2.99  -9.43 -15.58
199301  -2.56  -1.71  -2.94  -1.82  -3.25   0.64   0.24  -3.18  -5.22  -0.70
199302  -0.56  -1.04  -1.67  -0.79  -3.68  -1.29  -3.01  -0.98   1.14  -4.07
199303   8.52  11.95   3.87  -1.68  -1.92   5.24   4.86   9.66   6.41   3.48
199304  23.96  29.56  21.58  16.44  22.16  18.61  23.75  26.69  19.71  29.17
199305   3.80   5.05   2.07   5.49  -1.63   3.18   9.75   3.23   0.30   8.36
199306  -9.63  -9.64 -12.01 -14.92  -3.93 -11.57 -11.07  -7.84  -8.48 -13.59
199307   2.21   3.66  -1.67   0.03  -6.91  -6.14  11.86   3.14  -2.71   6.25
199308  12.44  19.07   8.40   3.30   9.70   6.03   9.36  17.59   4.80  17.33
199309   0.08  -4.72   0.85   8.37   1.65   0.32   3.42  -1.69   3.38  -2.04
199310  10.83   7.81   9.50   3.89   7.69   7.35  14.42  11.10   6.26  12.33
199311  -5.06  -4.93  -5.86  -3.09   6.12  -0.05 -10.80  -4.88  -0.66  -8.43
199312   7.72   9.53   8.70   7.78  16.62  12.71  13.55  10.97   1.79  13.49
199401  25.04  23.26  21.05  27.72  17.00  21.78  24.03  20.74  25.30  27.98
199402  -1.27  -1.51  -2.11  -5.73   1.33   1.94  -0.49   4.74  -2.82  -2.37
199403  -3.98 -11.94  13.62  -8.91  19.06 -10.18   1.13  -7.92   6.62  -8.40
199404   7.24   4.64  10.78   5.16  16.43   7.83  10.43   9.89  13.19   2.24
199405  -5.65  -1.55  -8.69  -3.40 -12.58  -3.91  -9.15  -2.28 -11.71  -0.97
199406  -1.15  -1.86   2.70  -8.16   7.20  -3.62   5.76  -6.76   8.83  -4.89
199407  10.88   7.97  16.07   7.59  17.12   7.48  13.55   3.73  13.62  10.66
199408   8.53   6.82  10.46   0.00  10.14   1.26  13.45   2.37  14.58   7.80
199409   1.34   1.27   4.14   2.99   6.01   2.77   2.23   0.71   3.58  -1.44
199410  10.97   1.88  21.80   9.44  26.81   8.14  16.30   8.85  20.63   4.32
199411 -10.84 -10.27 -10.82 -12.27 -10.44 -12.57  -9.70 -11.20 -10.37  -9.51
199412   3.63   2.18   5.57   6.05   7.13   3.36   4.95   5.97   5.83  -1.28
199501  -2.06  -5.28  -1.11  -3.80  -1.06  -1.84  -1.06  -1.09  -1.04  -2.92
199502   1.72   6.00  -0.66   8.82   0.73  11.61  -0.56   0.46   1.20   3.19
199503  -3.13  -6.85  -0.72  -4.62  -1.47  -3.55   0.29  -4.26  -1.06  -8.31
199504  13.75  10.66  13.57  12.06  13.44  13.30  11.49   8.30  13.86  14.15
199505   3.03  -0.21   6.80   3.48   6.71   3.74   9.28   0.69   8.14  -1.37
199506  12.62   3.09  19.83  -3.95  20.60  -5.84  23.35  -3.20  22.58   0.07
199507  10.39   0.66  14.59   9.54  12.33  12.43  13.62   6.73  12.64   7.43
199508  -2.08  -4.80   1.19  -4.75  -0.43  -4.64   2.84   1.80  -0.52  -5.27
199509   3.96   4.76   2.02   7.40   4.01  10.12   1.91   3.98   3.91   3.49
199510 -13.47  -8.37 -15.63   3.01 -15.12  -4.35 -15.42   0.27 -16.56 -13.52
199511  -2.23  -0.70  -3.06   2.07  -3.25  -0.17  -3.50   1.82  -3.68   2.20
199512 -14.72  -2.38 -22.31  -2.63 -21.03  -3.69 -24.61  -5.95 -22.82  -3.09
199601 -11.65  -8.39 -10.82 -15.57  -9.78 -16.59 -10.82 -12.06 -12.41  -7.23
199602  13.56  18.26   3.96  26.23   2.20  26.52   2.53  24.71   6.92   6.98
199603  -0.05  -0.15  -1.36   2.15   0.04   2.52  -0.45   1.63   0.53  -7.21
199604   1.20  -0.08   3.19   0.75   1.55   0.10   1.48   0.69   3.84  -7.11
199605   9.85   1.36  18.45   0.23  18.47   2.16  18.75   1.73  16.63  -2.08
199606  -3.41   2.42  -9.91   0.48 -11.59   4.46 -10.39   4.94  -9.13  -0.65
199607   0.95   3.53  -2.95   5.96  -2.79   3.36  -2.46   4.56  -1.72   1.83
199608  10.37   8.55  15.55   7.37  17.08   6.11  16.64   8.60  14.29  -0.26
199609   0.26  -3.71   3.22  -5.76   5.66  -5.69   3.49  -6.17   1.81   2.82
199610   2.05   9.73   1.99  -2.33   4.38  -0.52   3.24   1.28   1.46  35.56
199611   8.20  -0.04  15.09  -0.41  15.89   4.55  14.01  -2.25  15.44   7.87
199612   4.08   2.60   5.02   3.13   4.14   3.69   4.55   4.79   3.80  -2.72
199701   5.51  -0.45  13.22  -3.14  10.91  -3.23  13.16  -4.28  15.24   8.99
199702   0.35   8.06  -6.21   7.80  -4.17   5.51  -8.21   6.87  -7.34   6.57
199703   0.08  -0.20  -0.58   1.97   0.15   1.35   0.33   1.33  -0.80  -4.57
199704  -1.34  -2.55   1.55  -1.56   0.90  -2.01   2.34  -3.09   2.97  -5.35
199705   4.58   4.19   5.25   4.75   4.06   4.30   5.18   4.83   4.52   5.33
199706   6.05   1.03  10.80   3.05  10.99   1.63  11.97   1.38  12.71  -2.42
199707   7.87   5.45  11.97   3.67  10.24   1.75  13.48   1.75  13.77  25.73
199708  -8.25  -4.06  -9.97  -6.07  -9.56  -4.43  -9.90  -4.29 -10.08  -6.29
199709  17.93  16.98  21.56  14.74  20.53  16.16  22.29  14.82  22.61  21.32
199710  -7.52  -9.31  -7.51 -14.06  -7.92 -12.38  -8.03 -11.35  -6.85   2.64
199711  -4.59  -1.98  -6.77  -5.03  -6.27  -4.68  -6.79  -3.73  -6.28   3.82
199712  -5.67  -0.73  -9.79  -6.73  -8.20  -6.19  -9.88  -4.87  -9.32   8.02
199801   6.89   4.40  10.96   1.64  10.25   5.58  10.83   4.90   7.95  -4.37
199802  17.30  12.82  23.07  13.42  22.93  12.06  25.59  12.45  22.30   8.86
199803   4.85   1.92   6.47   3.68   6.92   2.92   6.80   1.49   5.93  -3.52
199804  16.44  13.22  21.92  11.48  21.29  12.81  22.82  10.98  21.85   6.26
199805  -0.84  -0.40  -1.94  -1.94  -2.08  -0.80  -1.72   0.59  -2.00   2.81
199806   4.91  -5.57   9.95  -1.93  10.32  -4.62  10.93  -4.03   9.20  -8.24
199807   9.33  -7.72  17.86  -4.85  17.00  -6.58  17.40  -5.33  15.92 -10.96
199808 -19.07 -15.71 -19.74 -19.48 -19.06 -16.94 -18.25 -17.45 -19.76 -11.17
199809   2.86  -1.66   8.26   1.50   6.82  -0.95   9.34  -3.36   8.03 -13.77
199810  11.41   5.17  13.86   4.45  14.26   6.99  14.55   6.42  13.39 -14.07
199811   7.51   9.54   8.00  10.38   7.62   7.63   7.12   7.56   8.31  -2.87
199812  18.28   3.97  23.59   6.58  23.17   5.06  23.78   5.09  22.53  -5.31
199901   7.55  -6.12  13.28  -8.13  13.70  -6.76  13.74  -6.54  13.80  11.92
199902  -5.66   0.04  -6.93  -0.20  -7.10  -0.18  -6.82  -0.97  -7.01  26.28
199903  11.41   5.34  13.41   8.75  13.80   8.89  14.16  10.15  13.61  -9.25
199904   1.72  12.18  -1.44  12.24  -1.02  12.57  -1.37  11.51  -1.30  -7.47
199905  -4.76  -8.39  -4.43  -8.51  -4.61  -8.09  -4.57 -11.46  -4.55  23.41
199906  12.58   1.44  17.48   2.43  17.51   2.44  18.16   6.86  17.59  -5.70
199907   3.06   8.63   1.42  15.34   1.49  15.12   1.58  11.43   1.33  15.40
199908  -2.02   5.50  -3.45   4.00  -3.48   4.06  -3.83   4.64  -3.55   7.35
199909   5.19  -2.83   7.69  -2.00   7.61  -1.88   7.89  -2.74   7.83   1.80
199910  15.31  -1.04  21.15  -3.27  21.34  -3.35  21.67  -1.00  21.57   5.16
199911  19.67   2.28  24.56   5.45  24.78   5.40  25.32   2.52  25.15   2.48
199912  30.83  17.21  33.47  21.35  33.83  21.14  34.04  20.63  33.77   4.23
200001  -0.82   1.38  -0.69  -3.88  -0.69   0.44  -0.67   3.41  -0.13 -99.99
200002   7.21  -5.95   8.95   4.13   8.86   0.72   9.02  -2.64  10.62 -99.99
200003   2.57   0.16   2.77   8.90   2.45  -5.16   2.41  -0.96   2.56 -99.99
200004   2.25  -8.52   3.03 -14.07   3.35 -10.57   3.39  -6.42   3.33 -99.99
200005  -8.98  -2.24  -9.56  10.02  -9.90   2.22  -9.90  -1.29  -9.73 -99.99
200006  -1.26  -0.33  -1.46   0.92  -1.62   4.14  -1.59   1.31  -1.49 -99.99
200007 -11.89  -7.76 -12.53   4.82 -12.85  -8.76 -12.92  -6.44 -13.07 -99.99
200008  -2.35   3.72  -2.67  -2.63  -2.59   3.20  -2.62  -0.39  -2.59 -99.99
200009  -8.48  -8.94  -8.82   5.27  -9.32  -3.78  -9.28  -8.62  -9.23 -99.99
200010   0.10  -8.72   0.23  -9.21   0.46  -4.97   0.50  -8.36  -0.25 -99.99
200011   1.46   8.66   1.15  10.66   0.79   5.91   0.77   9.48   1.02 -99.99
200012   7.32  13.05   6.63  12.90   6.44  12.06   6.42  12.25   6.09 -99.99
200101 -16.52   0.14 -18.26  -3.53 -18.49  -1.07 -18.54   3.61 -18.58 -13.32
200102 -28.99   4.91 -34.73   1.46 -35.01   8.95 -35.27  -0.01 -35.40 -58.09
200103   0.02  -5.43   2.51  -6.07   2.82  -8.01   2.81  -4.42   2.99 -22.42
200104  30.63   4.59  36.34   6.94  36.65   9.90  36.71 -13.25  37.24   4.20
200105  -9.77   2.71 -12.47  -0.21 -12.30   4.52 -12.36  -2.58 -12.31  -7.39
200106 -17.52  -6.13 -20.16  -7.75 -20.44  -6.29 -20.54  -6.05 -20.67 -44.99
200107  -2.68   1.24  -3.17   2.54  -3.11  -0.49  -3.21   5.92  -3.29 -40.02
200108 -18.41  16.94 -26.66  11.77 -27.13  11.27 -27.35   5.37 -27.73  68.36
200109  -1.51  -8.52   1.48 -11.43   1.88 -10.13   1.87  -8.08   2.03 -42.35
200110  22.54   2.94  28.07  11.48  28.06   5.86  28.33   3.41  28.76  85.60
200111   9.36   1.73  11.08   0.92  11.73   2.43  11.68   4.21  11.53 -12.09
200112   6.92  -2.07   8.99  -2.36   9.11  -2.27   9.17   6.30   9.44 -10.12
200201  -7.06   8.27  -9.79   4.73  -9.83   9.15 -10.05   4.34 -10.11  -6.57
200202  -3.49   5.18  -6.11   4.68  -6.41   6.72  -6.36   2.19  -6.23   8.00
200203   0.68   3.84   0.53   4.39   0.15   1.64   0.12   6.30   0.32  -9.03
200204 -14.49   3.49 -20.38  -2.33 -20.88   3.88 -21.04  -0.27 -20.84 -35.03
200205  -4.10   8.09  -9.69   5.88  -9.59   7.74 -10.09   6.62 -11.00 -16.74
200206   1.34   2.56   1.91   1.34   2.00   1.34   2.14   0.23   2.15 -16.91
200207 -13.07  -5.87 -14.79  -8.07 -14.82  -3.03 -14.69  -9.19 -13.91 -31.71
200208   3.69  -0.22   6.27  -0.18   6.51  -2.40   6.43  -0.08   6.69  -7.47
200209  -4.63  -5.16  -1.33  -4.82  -1.28  -6.13  -1.02  -7.50  -2.02 -13.64
200210  19.37   3.66  24.65   4.41  25.71   4.07  25.81   1.01  26.47  19.25
200211  12.36   1.46  13.65   6.40  13.31   0.12  13.33   8.66  13.84  26.58
200212 -11.63   7.30 -14.96   4.23 -15.43  10.64 -16.15   2.09 -16.07  -7.92
200301  -8.57   2.06 -10.63  -4.24 -10.85  -0.08 -10.64  -1.67 -10.34   7.08
200302  -3.54  -3.41  -5.09  -1.76  -4.56  -0.77  -5.01  -5.49  -4.44  -4.64
200303   0.61  -2.98   2.73  -3.27   2.89  -0.06   2.75  -2.22   2.80   0.65
200304  17.85   7.10  21.83  10.80  21.57   8.37  21.60  10.72  20.98  24.09
200305   5.16   5.50   6.46   4.27   6.54   6.50   6.46   7.04   6.55   2.50
200306  -4.18   3.96  -7.76   2.36  -7.71   2.73  -7.76  -2.58  -7.33  10.06
200307  -1.55   5.57  -5.77   4.34  -5.92   1.37  -5.95   4.94  -5.82   6.90
200308   6.23   6.73   6.45   6.88   6.49   6.51   6.40   4.45   6.82   6.41
200309  -2.19   9.05  -4.60   2.87  -4.84   6.74  -4.86   6.57  -4.48   0.24
200310  10.53   7.10  10.95   9.36  10.93   8.64  10.51  12.76  10.28  21.72
200311   6.23   8.38   6.33   6.57   6.56   9.90   6.44  10.80   6.33  13.77
200312  -0.76   3.19  -3.43   3.74  -3.28   2.26  -3.45   4.31  -3.22  -1.92
200401  10.96   2.94  17.45  -0.03  -0.45  -0.93  18.53   0.16  18.28   8.48
200402   6.08   6.81   6.23   4.42   5.12   5.85   6.18   7.70   5.98  11.06
200403  -5.03  -1.07  -6.08  -1.48  -6.90  -2.93  -6.09  -5.50  -6.34  -2.68
200404 -18.16  -0.10 -27.89   1.20  -0.46   2.83 -29.07   0.77 -28.94 -13.69
200405  -0.72  -1.01  -0.71   0.44  -1.21  -1.88  -0.68  -2.18  -0.49  -5.61
200406   4.92   6.87   3.96   6.54   5.72   7.74   3.77   6.27   3.80   7.06
200407  -9.43  -1.61 -17.66   3.06  -0.69   3.64 -18.72   0.90 -18.72  -1.22
200408   1.16  -0.25   1.74   0.58  -2.19  -1.63   1.84   1.18   1.88  -2.62
200409  10.03   6.91  15.94   3.84   3.52   2.21  16.97   1.83  16.79  10.09
200410   8.69   5.55  10.69   7.13   3.26   7.49  11.08   5.11  10.82   6.81
200411   9.42  11.34   7.32  12.53  11.59  12.51   6.47  13.22   6.75  13.98
200412  -0.30  -0.90  -1.77   2.94   1.27   1.67  -2.48  -0.14  -1.92  -1.82
200501  -2.97  -5.23  -2.60  -3.19   3.01  -5.37  -2.56  -1.76  -3.31   4.64
200502   7.67   7.63   7.11   9.76  11.81   8.16   6.71   6.77   7.96   5.82
200503  -3.15  -3.23  -4.78  -0.48  -2.54  -3.22  -4.43   0.04  -4.40  -3.67
200504  -1.15  -8.89   1.47  -2.57  -2.12  -8.08   2.18  -5.50   0.64 -14.39
200505   3.58  -0.34   5.79   1.74   3.34  -0.02   5.75   0.54   5.87   4.67
200506   2.11  -0.74   0.79   6.71   3.63   0.79   0.41   3.49   0.29   4.74
200507   1.53   4.01  -2.53   9.05   5.74   4.33  -3.56   1.61  -2.55  14.21
200508   1.35   5.17  -1.12   4.37   3.10   4.09  -1.34   2.94  -0.39   1.53
200509   4.47   1.05   6.65   2.77   4.05   1.41   7.01   1.63   6.71  -4.30
200510  -3.90  -5.61  -1.67  -6.82  -4.92  -4.86  -1.96  -4.60  -1.78   0.74
200511   1.25   0.55   1.41   1.64  -1.61   0.70   2.34  -1.08   2.52   8.18
200512   7.04   7.13   7.60   9.57   5.44   6.17   6.72   5.51   7.48  -2.25
200601   6.42   5.83   2.47  15.47   5.25  11.20   1.47  11.29   3.18  13.75
200602   3.42   2.94   1.68   4.50   2.17   5.71   2.80   5.98   2.79  -2.71
200603   8.25   9.65  10.11   6.21   7.20   7.32   9.65   7.34   9.47  10.13
200604   5.55   2.89   8.28   0.67   2.52   1.73   9.65   1.76   7.91   5.15
200605  -5.88  -7.72  -5.49  -4.50  -7.38  -5.66  -5.47  -5.69  -6.08  -3.61
200606  -1.72   0.54  -3.79   2.02  -0.67   1.17  -4.45   1.79  -3.79   4.05
200607  -0.33   4.04  -2.36   1.44   3.95   3.98  -2.16   4.64  -2.26  -2.89
200608   4.36   4.60   4.70   1.83   4.71   2.36   5.55   2.40   5.94  -5.19
200609  -1.83   0.61  -3.85  -0.76   1.14   0.69  -3.59  -0.31  -3.33  -6.22
200610   4.38   9.41   1.04   8.01   5.35   8.05   0.76   7.80   1.77   8.35
200611   4.19   0.87   2.68   8.11   1.50   3.81   2.84   3.57   3.92   4.20
200612   3.33   4.99   2.26   3.39   4.07   2.63   2.80   2.71   2.86  -0.54
200701   3.25   2.14   5.59   5.08   2.11   1.66   1.52   1.53   4.29 -99.99
200702   0.69   0.69  -0.38   0.80  -1.56   2.86   1.41   2.95  -1.17 -99.99
200703   6.22   5.15   5.50   6.13   1.93   6.51   3.37   6.55   3.59 -99.99
200704   8.08   1.99  10.13  10.33   1.74   3.75   6.68   4.93   5.97 -99.99
200705   5.70   3.20   7.70   7.78   2.53   5.25   2.51   4.62   2.82 -99.99
200706  -0.09  -3.07   2.39   1.57  -3.82  -0.12  -2.22  -0.63   0.84 -99.99
200707   0.20  -7.61   2.61   1.45  -4.79  -6.19  -0.69  -4.83  -1.26 -99.99
200708   4.14   1.56   9.76   7.51  -1.26  -3.69  -2.86  -3.59  -2.28 -99.99
200709  11.27   6.44  13.50  13.13   8.24   7.46   7.36   7.54   8.03 -99.99
200710   3.45  -4.59   3.36   2.29  -0.92  -4.90   3.81  -3.45   2.25 -99.99
200711  -3.25  -8.92  -1.41  -1.56  -7.27  -8.98  -9.91  -7.21 -10.32 -99.99
200712  -2.84  -5.95  -3.05  -3.58  -3.35  -5.38  -5.12  -3.77  -3.31 -99.99
200801  -7.51  -6.10  -6.88  -7.03  -7.13  -8.10  -7.30  -4.10  -6.94  -0.54
200802   3.72   2.01   2.81   7.50   2.48   3.89   3.05   4.11   2.94   3.16
200803  -3.51   5.61  -9.45   6.76  -8.40   7.35  -8.55   5.90  -9.37   2.76
200804   0.01   3.11  -1.81  -1.11   0.34   1.43   0.13   5.67  -2.39  -0.70
200805   1.02  -1.32  -2.20   3.07   0.86   0.41   0.83   0.21  -2.28   0.55
200806 -11.04 -15.48 -13.58 -15.31  -9.46 -15.56  -9.26 -13.79 -13.68  -7.57
200807  -2.08  -6.77   7.21 -16.24   1.91 -11.68   2.11  -6.50   6.78  -3.28
200808  -5.67   2.63  -8.73   0.43  -7.43   1.73  -8.52  -0.67  -8.69  -8.40
200809 -21.74 -14.30 -26.02 -23.24 -23.34 -17.58 -24.28 -16.95 -25.80 -14.75
200810 -19.51 -14.10 -17.83 -21.61 -18.94 -16.70 -19.91 -15.65 -17.84 -23.69
200811  -9.45  -6.43  -9.29  -9.48 -10.37  -7.41 -11.38  -4.03  -9.34 -14.32
200812   6.15  -0.72  10.03   3.69   7.16  -0.51   8.59   2.01   9.26   4.21
200901 -13.26 -14.07 -14.87  -5.96 -12.37 -10.58 -14.62  -5.68 -16.81  25.07
200902 -14.85 -17.48 -15.82  -3.23 -14.10 -12.59 -16.14  -5.13 -17.20  -0.27
200903  10.86  -1.74  15.43   6.28   2.80   1.10  14.55   6.78  16.37   3.07
200904  25.90  43.72  22.71  26.99  29.34  39.00  24.87  31.95  25.11  14.64
200905  10.41  12.87  10.01  20.06   6.34  16.07   8.75  17.00   8.13   7.72
200906  -4.19  -6.52  -4.26  -5.53  -0.93  -6.85  -3.64  -6.24  -2.73  -4.90
200907   3.23  16.90  -2.15  10.68  12.53  16.48  -1.04  12.81  -2.74   3.80
200908   9.15  12.80   6.67  12.55   9.39  12.01   7.65  13.45   5.35   9.09
200909   4.77   4.63   3.96   7.07   4.54   5.91   4.23   6.45   5.39   4.71
200910  -6.53   0.32  -9.10  -5.25  -0.44  -1.63  -8.55  -6.82  -9.32   1.87
200911   4.62   5.47   5.30   6.10   3.46   4.76   3.93   7.25   4.68   2.83
200912   1.07  -0.99   1.37   3.24   0.44   1.08   1.47   5.66  -1.24  -3.84
201001   1.03  -4.40  -2.56   3.85   0.22   4.95  -1.44  -3.78  -0.82  -3.98
201002  -2.37  -2.47  -1.40  -3.02  -3.05  -3.92   0.13  -2.93   0.90  -2.18
201003  10.67  16.91   5.23  11.12   8.01  15.11   8.15   9.21   4.87  12.88
201004  -4.99   2.53  -0.37  -9.71  -0.71 -10.09  -0.93   1.79   4.27   6.42
201005 -13.11 -14.26 -12.35 -13.66 -12.54 -13.15 -14.69 -13.18 -12.62 -13.53
201006  -4.82  -1.00   2.11  -9.93  -1.72  -9.99   0.51   0.18   1.45  -0.91
201007  13.23  14.79  12.78  13.11  12.56  14.88  12.81   8.66  16.13  14.53
201008  -4.43  -5.56  -1.99  -4.95  -7.31  -6.30  -2.08  -3.20  -4.26  -5.68
201009  16.94  20.07  14.79  17.77  16.33  20.03  14.00  16.60  16.20  20.09
201010   4.13   0.41   3.16   6.68   3.19   3.90   2.49   4.64   3.18   1.11
201011  -8.80 -10.37  -4.41  -8.60 -10.36  -9.49  -8.50  -7.78  -4.20 -10.80
201012  11.89  13.88   9.39  12.27  10.66  13.09   8.86  13.95   8.84  13.70
201101   3.88  10.94  -0.96   4.05   2.53   8.63   2.20   4.47   3.41   8.39
201102  -3.36  -1.03   2.88   0.61 -10.00  -1.69   0.08  -6.48  -0.55  -1.60
201103   4.71   5.10   6.55   7.39   2.78   5.41   6.34   3.46   7.41   0.16
201104   7.08   5.12   9.24   4.73   8.95   1.78  10.21   7.24   9.67   5.86
201105  -7.32  -5.33  -4.70  -4.13 -13.55  -7.22  -6.32  -9.07  -6.39  -4.58
201106  -4.95  -4.20  -2.18  -9.33  -3.50  -5.05  -2.62  -6.80  -2.87  -3.58
201107  -9.67 -10.00 -10.39  -8.41 -11.55  -9.95 -12.54  -7.71 -13.34  -6.89
201108  -6.02 -10.21  -9.91  -2.70  -6.80  -9.84 -17.29   0.25 -16.80 -14.39
201109 -15.05 -14.01 -18.31 -11.59 -15.17 -13.03 -18.60 -12.24 -17.68 -16.49
201110  12.91  10.52  18.40   9.04  19.32  14.20  17.54  10.40  21.23   7.27
201111  -5.57  -5.83  -0.59  -3.30  -9.09  -1.38  -4.27  -8.91  -4.38  -5.54
201112  -7.83  -6.48  -7.14  -7.42 -10.05  -7.48  -6.12  -8.40  -7.50  -9.83
201201   9.25  10.00  10.01  11.17  10.03   9.69   9.17   7.39   9.85  20.19
201202   8.19   5.20   9.91   6.23  10.81   6.61   8.78   6.60  10.20   3.29
