
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
200105   1.00  -0.17   0.51  -1.33  -5.85   6.58   1.94   2.48  -0.78   1.79
200106  -2.07   1.11  -2.74   9.55  -8.79  -9.67  -7.02   1.23  -6.73  -3.88
200107   3.76   2.41   6.61  -1.81   7.14   0.26   8.02  -1.12  10.41   1.31
200108  -4.94  -3.83  -7.41  -2.36 -10.95  -0.43  -7.63  -1.03  -6.11  -9.91
200109 -10.46  -4.57 -13.50  -8.02 -16.14  -5.11 -19.59  -5.79 -21.72  -8.01
200110   2.86   3.30   6.85  -1.89  10.68   0.77   9.58  -2.33  13.08  -3.96
200111   1.44  -4.81   0.80   3.78   4.39  -0.47   4.72   3.24   2.08  13.36
200112   0.29   0.91  -0.59   1.80  -3.56   3.24  -4.84   1.93  -3.65  -5.08
200201  -4.14  -1.36  -4.28  -0.42  -2.66   0.36  -4.23  -4.82   0.61  -4.18
200202   3.80  -4.97   7.50  -3.65   7.52  -2.12   7.69  -1.33   6.94   1.98
200203   2.11   2.96   2.47   1.78   3.56  -2.44   1.63   2.36   1.50   8.23
200204  -4.61   4.96 -12.28   8.53  -5.77   8.51 -12.95   6.81  -8.00   3.34
200205   3.26   3.66   3.38  14.26   3.20  20.56   2.15  -0.36   0.48   5.60
200206   3.08  -4.89   5.20  -1.48   3.18  -1.33   5.70   1.74   6.88  -0.66
200207 -11.51  -4.66 -15.75  -6.94 -11.42  -9.11 -15.43  -4.69  -9.62 -14.69
200208   3.75  -4.53   6.08   0.65  -2.39   5.57   6.05   1.18  -1.90  -1.08
200209 -13.48  -3.41 -15.00  -5.46 -15.98  -2.65 -14.22 -13.38 -18.22 -14.34
200210   4.37   0.53   7.20  -2.80   9.77  -4.07   7.02   2.72  11.01   1.04
200211   2.80  -1.19  -0.30  -0.56  -2.12  -7.27   0.51   7.86  -5.20   8.41
200212   4.40   4.38   7.94   9.05   5.08   7.05   8.47  -1.94  15.78   2.57
200301  -3.81   0.36  -6.26  -8.86  -2.52   1.29  -5.61   1.34  -5.87  -5.91
200302  -4.46  -5.89  -2.87 -12.27  -6.78 -12.42  -2.64  -4.34  -5.00  -6.65
200303   5.99   3.21   6.69   8.78   2.05   5.47   6.72   4.72   0.76   7.79
200304  12.53  15.32  12.20  13.78  12.23   9.28  12.92  12.52  14.36  16.11
200305   7.62  11.76   4.00  17.23   8.87  17.65   2.27  11.43   8.74   6.93
200306  -0.22   1.43   0.84   7.44   3.43   3.43   2.25  -2.56   3.11  -0.52
200307  -2.09  -2.06  -1.79   8.32  -2.29   1.42  -2.22  -4.61  -1.92   1.80
200308   7.08   7.32   8.56  10.64  10.35   8.34   9.41   1.81  12.36  10.84
200309   4.04   6.08   3.87   5.56   2.78   3.22   3.86   3.51   2.34   9.85
200310   6.08   6.59   4.26  14.69   7.23   9.29   4.85   5.66   9.52  11.15
200311  -0.08   3.80  -2.39  -7.86  -4.30  -2.84  -3.28   5.28  -9.26  -2.64
200312   7.46   7.84   5.12   8.73   4.41   7.20   4.77  10.04   2.65   9.50
200401   6.11   8.96   3.84   5.62   6.14   8.78   1.57   5.51   8.87   5.96
200402   5.47   2.26  10.26   3.01   3.30   5.48  10.42   0.21   7.78  -2.01
200403  -6.55  -4.99  -1.46  -7.22  -3.63 -10.51  -1.79  -4.80 -13.54   4.92
200404  -3.24  -2.46   1.34  -5.10  -0.21  -7.23   0.58  -2.15 -10.27   0.50
200405   1.31   0.15   0.79   1.98   2.34   1.16  -1.34   0.95   2.21   1.32
200406   5.43   1.70   6.25   5.13   5.01   4.14   8.51   2.70   6.22   5.72
200407  -0.92  -0.01  -2.50  -0.47  -2.57   0.52  -1.83  -1.22   1.42  -1.72
200408   0.81   1.68   1.27   1.42   1.10  -0.11   3.89   5.32  -2.14   2.55
200409   7.73   2.53   4.21  10.32   8.59   8.33   4.55   6.52  13.06   8.38
200410  -0.58   4.78  -4.65   2.66  -1.07  -0.05  -6.42   5.63  -2.93   2.46
200411   9.05  11.27   6.11   9.64   6.78  10.71   6.22   9.02  11.84   7.71
200412   3.92   5.30   6.27   2.57   4.45   2.33   3.45   3.49   1.13   6.71
200501  -2.25  -3.00  -2.28  -2.34  -1.33  -1.51  -2.55  -3.40  -0.31  -2.53
200502   8.55   8.86   5.57  10.39   5.26  11.47   5.66   7.45  12.28   5.82
200503  -0.55  -1.92   0.98  -2.00   3.26  -2.50   3.68  -4.43  -0.57   0.96
200504  -3.43  -3.07  -5.03  -3.34  -4.91  -3.38  -4.23   0.34  -4.44  -5.09
200505   2.58   3.69   2.24   1.61   3.39   3.28   1.99   1.06   2.85   7.07
200506   3.75   1.81   1.41   6.31   1.17   4.22   1.12   2.24   5.70   6.55
200507   2.83   4.07   1.04   2.86   2.74   3.30   1.17   4.27   2.19   3.28
200508   5.87   2.50   2.94   5.85   1.54  11.60   1.00   3.81   9.74   8.37
200509  -1.17   2.32  -1.42  -3.08  -0.23  -2.87  -2.42   1.45  -4.22   5.18
200510  -3.85  -6.87   0.38  -6.78  -0.45  -6.56  -0.30   1.00 -10.82  -5.33
200511   2.18   2.85   1.05   3.21   0.66   4.02   2.13   3.96   3.29  -5.02
200512   7.60   7.41   7.00   9.51   6.92   5.87   5.64   6.37  10.68   6.03
200601   1.51   7.38   3.16  -1.12   6.30   5.28   9.48   1.37  -1.02   8.91
200602  -0.94   4.21   2.33  -3.40   0.73   6.06   1.68   2.64  -7.02   3.66
200603   3.79   8.56   8.02  -0.91   8.21   2.62  13.56   4.43  -3.86  14.47
200604   4.99   2.31   7.53   3.71  10.32   2.27  10.56   7.36   1.91   8.46
200605  -4.06  -1.84  -4.06  -3.65  -5.39   1.89  -2.13  -3.72  -6.22   3.03
200606  -1.07   4.30   0.54  -2.66  -1.93   5.22   0.22  -0.38  -3.21  -1.77
200607  -0.39   0.25  -0.62  -1.23   2.35   0.98  -0.05   0.87  -1.17  -1.03
200608   6.60   5.41   8.96   6.03   2.18   6.86   3.23   2.30   8.77   1.83
200609   3.04   6.01   3.33   2.06   6.38   6.44   4.70   2.90   4.11  -0.74
200610   4.84   5.01   4.10   6.20   4.43   4.33   6.70   7.05   4.89   5.39
200611   6.01  15.23   3.30   4.58   2.31  11.83  13.53   5.39   4.24  13.73
200612   4.03   7.62   5.56   2.03   2.01   4.23   5.62   3.58   1.12   6.08
200701   3.38   5.06   0.88   5.73   0.51   6.28   0.73   2.66  -1.84   5.09
200702  -0.08   1.26  -1.70   1.08  -3.35   2.06  -1.00  -1.34  -2.67   1.13
200703   4.43   2.26   5.04   3.27   0.75   2.05   8.73   2.49   2.06  12.13
200704   7.10   6.42  12.40   6.11   7.26   9.29   9.29   2.73   8.55   9.98
200705   3.25   1.89   3.98   1.26   3.68   7.58   5.43  -2.75   2.66   2.45
200706  -1.92  -2.61  -2.02  -3.29  -0.10  -0.59  -3.91  -5.38  -0.30  -5.07
200707   4.57   7.45   4.20   7.19   3.76   9.60   3.76   3.09   6.71   2.98
200708  -0.97  -2.07  -1.29  -2.46  -3.75  -0.53  -1.08  -3.29   0.98  -4.09
200709   5.24   3.01   9.36   2.81   6.47   4.59   9.22   2.20   6.29   8.81
200710   3.13   2.91   4.61   2.83   0.08   0.64   6.76   5.26   0.32   8.50
200711  -6.64 -11.72  -2.13 -11.42  -6.10 -12.62  -3.23  -6.98  -9.31   0.28
200712  -2.11  -7.24   3.13  -6.94  -1.23  -9.29   5.79  -3.82  -1.57   7.56
200801 -10.27 -10.33 -12.14 -11.60 -11.74  -8.76 -14.24  -9.40 -11.76 -13.54
200802   7.12   6.76   6.37   7.99   7.54   7.93   7.77   6.99   8.26   5.87
200803   3.30   3.42   4.73   1.32   3.53   3.57   6.44   2.75   5.23   2.56
200804   0.21  -3.36   3.66  -1.69   1.78  -2.27   2.76  -2.62  -1.26   1.76
200805   4.98   9.76   9.41  -0.84   4.44   7.95  11.86  -1.99  12.68   9.79
200806  -6.31  -6.69  -7.15 -13.08  -5.31  -6.00  -6.65 -11.22  -5.36  -8.77
200807  -3.35  -4.28  -1.55  -2.01  -1.79  -4.69  -3.43  -3.41  -6.42   0.81
200808  -5.39  -3.77  -4.22  -5.25  -6.65  -3.05  -4.56  -3.41  -3.21  -1.33
200809 -19.85 -21.57 -25.36 -14.66 -21.32 -19.26 -29.58 -16.37 -22.78 -27.92
200810 -25.63 -32.64 -31.02 -32.58 -17.11 -32.81 -33.47 -28.98 -32.14 -39.71
200811  -8.77 -13.60  -5.18 -15.63  -3.73 -13.42  -4.50 -15.71 -11.29  -2.26
200812   4.09  -1.57  16.42  -4.73   7.55   1.10  17.21  -7.07   4.55  13.59
200901  -4.77  -3.72  -6.11   3.23  -2.19  -3.85  -2.08  -0.88  -4.68  -9.68
200902  -9.06 -11.65  -7.88 -21.96  -7.96 -11.54  -8.12 -23.12  -5.82 -11.81
200903   0.58   0.20   1.81  12.18  -0.13  -0.10   0.34   9.00  -3.13   3.27
200904  18.16  29.05  10.98  27.45  11.15  31.36  11.34  29.70  12.97  29.55
200905  14.95  17.98  10.83  31.35  10.55  17.87  10.52  37.06   9.89  11.48
200906  -1.94  -2.45  -0.21  -1.81   0.76  -3.03   0.85  -2.70  -1.40  -3.54
200907   7.86   9.78   6.28  14.15   6.83   8.88   6.36  13.72   5.95   6.52
200908   8.07  17.49   1.97  21.15   2.45  19.10   2.31  21.62   6.86   1.17
200909   2.86  -1.27   5.62  -0.38   5.43  -2.07   4.67   1.58   2.24   4.14
200910  -2.76  -3.73  -1.17  -7.85  -1.44  -3.99  -1.56  -7.89  -1.04  -3.28
200911   3.57   0.81   7.42  -2.69   5.04   1.74   5.35  -3.65   8.54  -3.70
200912  -1.08   0.47  -3.34   4.09  -4.06   0.13  -4.78   2.24  -2.26  -4.99
201001   3.02   6.72   2.08   7.93   3.37   7.85  -2.06  -0.81   1.93  -0.92
201002  -1.97  -3.60  -0.14  -4.72  -3.00  -4.91  -3.99  -2.74   1.23  -5.41
201003   6.14   4.53   9.21   2.02   4.08   3.28   6.06   3.73   6.87   6.53
201004   4.90   7.07   6.09   7.80   2.50   7.82   5.39  -1.45   2.22   5.73
201005 -12.02 -13.36  -9.45 -11.19 -15.09 -14.23 -13.57 -14.53  -9.53 -17.99
201006  -0.10   0.30   0.70   1.14  -1.38  -0.39  -3.46  -1.77  -0.16  -5.87
201007  10.17  11.25   8.40   8.53  12.91  11.14  11.44   8.69  13.43  14.45
201008  -6.05  -5.85  -4.69  -9.15  -5.57  -8.66 -10.97  -8.13  -1.64 -10.12
201009  12.98  10.90  13.43  12.20  12.10  10.75   9.54  15.99  11.98  10.60
201010   4.49   5.27   3.36   4.85   7.32   6.07  -1.87   8.69   4.38   3.92
201011  -6.63  -8.30  -5.29  -6.74  -5.29  -6.92  -5.24  -8.63  -4.96  -7.03
201012   9.91   9.05  11.91  11.60   4.54   9.06   8.32   4.60   7.27   7.41
201101   3.09   4.70   0.85   3.06   6.32   4.07   2.67  11.55   4.04   4.27
201102   2.59  -0.96   7.31   0.85  -4.92   2.42   0.85   1.91   4.18  -5.31
201103   0.94  -1.06   1.18   3.47   4.04  -2.34  -2.21   5.00  -2.39   1.56
201104   4.76   9.20   1.89   7.61   0.83   8.93   2.26   7.00   9.08   2.74
201105  -3.69  -5.99  -2.17  -2.21 -10.42  -3.35  -6.27  -1.09  -4.01  -8.15
201106  -4.72  -8.92  -0.92  -1.88  -9.22  -7.22  -5.85  -1.91  -8.28  -8.67
201107  -3.69  -5.80  -2.41  -2.90  -1.25  -7.30  -4.50  -0.67  -9.62  -0.29
201108 -13.20 -14.04 -13.06 -10.57 -21.75 -11.45 -19.74  -5.21 -12.07 -16.80
201109 -10.01 -13.16  -6.86 -10.09 -10.91 -14.93 -10.79  -7.68 -16.26  -9.22
201110   7.68   9.26   6.95   8.84   3.86  10.98   9.50   6.05  13.87   2.64
201111   1.65  -0.04   4.75  -2.12  -3.68  -0.24   2.14   0.89   1.02  -1.48
201112  -2.97  -5.18  -0.30  -4.88  -9.72  -4.14  -4.43  -4.52  -3.52  -6.09
201201   6.92  11.42   2.60  10.78   1.84   9.99   1.90   8.95   4.57   9.38
201202  11.58  10.78  14.78   7.42  14.47   7.20  15.13   4.30   7.00  14.15
201203  -0.77  -2.51   0.96  -1.26   1.26  -3.47   1.16   0.18   1.98  -3.38
201204   2.29   0.79   4.45   2.14   4.38   1.26   4.64  -0.12  -0.59  -3.08
201205 -11.85 -17.49  -8.31 -15.50  -8.19 -17.04  -8.22  -5.78  -8.69 -14.88
201206   4.83   3.85   5.93   3.55   6.01   3.97   5.93   0.80   1.54   3.29
201207   4.41   3.96   5.74   3.08   5.65   2.77   5.93  -0.31   1.63   3.88
201208   3.17   3.19   2.54   0.16   2.76  -0.24   2.41   4.52   7.45   9.76
201209   3.41   5.98   1.04   6.67   1.15   8.93   0.96   4.77   3.18   3.82
201210  -0.66  -4.64   1.93  -1.89   1.81  -2.04   1.91   0.16  -0.85  -7.22
201211   1.35   4.22  -0.83   3.71  -0.44   1.00  -0.75   2.32   4.47   1.82
201212   2.76   2.81   2.62   3.12   2.87   4.69   2.71   1.54   2.79   1.02
201301  10.13   8.83  11.93   7.71  12.35   7.03  12.27   8.95   9.31  10.07
201302  -1.40  -0.53  -3.50   0.49  -3.36   1.65  -4.17   3.67   0.21  -2.06
201303  -1.68  -0.63  -2.87  -1.03  -3.36   0.79  -3.42   3.02  -2.47   0.99
201304   3.48   0.04   5.56  -1.78   5.47  -0.44   5.85   5.77  -0.66   5.33
201305  -0.96   2.81  -4.60   0.77  -3.63   3.26  -4.01  -0.92   1.55   6.80
