"Ret" "Predict" "HistMean" "Year" "OOSR2" "pENCNEW"
-0.0185264198353386 0.158613305226063 0.137942640088552 198102 -0.418393171492704 7.41455640514436e-128
-0.0853569157991503 0.148537696951339 0.139014665903721 198103 -0.362390504981747 3.2826483186011e-128
-0.140894042745407 0.146579401707316 0.142723724035356 198104 -0.327775080431469 1.102787298674e-128
-0.0875821768206085 0.14183933424685 0.145376647744034 198105 -0.311622519393251 2.46523019774248e-129
-0.129841275638237 0.142764025271745 0.147246031537666 198106 -0.326730197808645 1.75700804438766e-129
-0.141220043132224 0.137520282891749 0.148370151003082 198107 -0.349601742852501 8.25367064728172e-130
-0.15984783423904 0.135937539906005 0.148419295544288 198108 -0.404413145337656 5.62302409962531e-130
0.0118069547507198 0.140563961897435 0.147259386113239 198109 -0.472197558504761 3.56385462343697e-130
0.0907778728832822 0.131632446532685 0.144845372548209 198110 -0.488096272813254 6.058197979996e-130
0.143629360929181 0.125345903569622 0.143057020070635 198111 -0.498966997734951 1.40947756944214e-129
0.151925789577653 0.124998309716767 0.14052735909505 198112 -0.496105007537939 2.84005594349468e-129
0.192245703746276 0.125025114062367 0.138127726755183 198201 -0.491009927648944 5.44924207765392e-129
0.258953610531678 0.0964199656995804 0.136010778828284 198202 -0.477504638548876 8.39360017647327e-129
0.341211086923656 0.0954327329802658 0.133059209566585 198203 -0.381113114092191 2.77894943048773e-129
0.384069146696591 0.103214632491022 0.129454561509848 198204 -0.235386803073601 1.97138819725823e-130
0.412213416242477 0.120739960771785 0.126635902570492 198205 -0.114977100968017 1.16981536456205e-131
0.453978614719151 0.114084181298176 0.123347733619098 198206 -0.086109134925838 1.9701675727566e-132
0.512226316204678 0.119826448844081 0.119998774419714 198207 -0.0322189688507502 1.0828479316585e-133
0.499991546820214 0.126841292548594 0.116500691811479 198208 -0.0314541185954642 4.43673435816151e-135
0.390152743337692 0.152538817369024 0.115208176539124 198209 -0.102675804610031 6.69551792599109e-136
0.388973266102468 0.175076620169661 0.114910246006736 198210 -0.277726809394263 3.99527462926799e-135
0.24946153819816 0.182690024326967 0.115256259439537 198211 -0.548991127658649 1.49577353667208e-133
0.226016959405 0.169709668881198 0.11569280146499 198212 -0.674443438257932 2.65717007263886e-132
0.203335265667643 0.163827261331799 0.11659342384477 198301 -0.75800634246852 2.27313316878823e-131
0.149662166654931 0.0233147723435305 0.118248774852757 198302 -0.813431001794562 1.27636984390299e-130
0.0760981202426788 0.0269625924657369 0.120811560048975 198303 -0.675610917497016 8.40111840607301e-131
0.0556882520640105 0.0196543266070194 0.123803123533607 198304 -0.671913563613913 4.73933551251482e-130
-0.0126197038302962 0.0115558631985953 0.127043688620223 198305 -0.702982384150408 5.70437243793261e-129
-0.0779423811012382 -0.0118952635297155 0.130676298910211 198306 -0.878880231362023 6.88026820950769e-127
-0.0892846577051728 -0.0261907078388733 0.134869156243118 198307 -1.2452993913795 2.53995814213945e-123
-0.0748043019937856 -0.0271422238379665 0.138837877879825 198308 -1.68183953279335 5.60756486513074e-119
0.0279495877667745 -0.0414026059372257 0.141540188261092 198309 -2.09452323326125 1.29327856978486e-114
0.0118889669456348 -0.0465114207596155 0.144172455046639 198310 -2.17281207300466 6.20231711575452e-112
0.0406533563821015 -0.0413418925802292 0.145280761185076 198311 -2.30847341116041 1.09130792416016e-108
0.00210128994393112 -0.0412738849275326 0.146121763249867 198312 -2.35048841473071 3.97990761992823e-106
0.0371542754838351 -0.0510230951591513 0.1467115931717 198401 -2.53244196841145 1.36552393601754e-102
0.131691558173812 0.0918129857834758 0.146741701064386 198402 -2.57510565496435 9.90598546600516e-100
0.191499961124644 0.107094793860346 0.146028129540934 198403 -2.56232035564767 2.37885212237057e-99
0.175789187544652 0.123985660509255 0.145124730766165 198404 -2.51520227028963 2.42060413811264e-99
0.170490499816316 0.131933547749415 0.143562904681051 198405 -2.49900709536464 3.75088274671146e-99
0.279693428812836 0.150995306311432 0.141391284232205 198406 -2.49200525386155 6.57402269900183e-99
0.272354484967706 0.143484307048611 0.139151711980386 198407 -2.52069762370328 1.291054707366e-98
0.290540478191377 0.153630764865937 0.13709444261525 198408 -2.53565606774657 2.05341949483436e-98
0.180478882853432 0.167887168120071 0.136054967807169 198409 -2.58679174030685 5.39247486493388e-98
0.139681873030052 0.17925590507318 0.134883590440551 198410 -2.60447015941363 1.58707722624422e-97
0.183725509545056 0.182543841019859 0.134002934047481 198411 -2.58985658343944 3.23003981638075e-97
0.26257833804924 0.186278009374646 0.132781622528004 198412 -2.61387868249072 1.26220702345793e-96
0.282384792005376 0.179301309890162 0.131904307417507 198501 -2.72270581405647 1.53591865968112e-95
0.2115426943958 0.123873724208241 0.131902373333474 198502 -2.84288579137071 1.77212006752865e-94
0.267510703412189 0.135367273240296 0.132439288538799 198503 -2.83181721209544 2.46440529619124e-94
0.323064302464384 0.126467145401868 0.132826341208495 198504 -2.84420255745528 3.67620259296589e-94
0.317535816754414 0.133537226363434 0.133159652346617 198505 -2.83051544055319 2.16032605608995e-94
0.311465419663289 0.136148206449252 0.134445036350706 198506 -2.84108627378348 2.02585120145181e-94
0.308810159215493 0.149470412687602 0.135644248947376 198507 -2.85543471455201 2.17686472867566e-94
0.248879879787781 0.148232669778562 0.136979561268445 198508 -2.90808979715311 4.76041525221179e-94
