"Ret" "Predict" "HistMean" "Year" "OOSR2" "pENCNEW"
-0.152102778209958 0.00181376374504268 0.00322562005684879 198003 -3.30662843329852 1.08949666082971e-05
0.0267392971896215 -0.0282252171502134 0.000760089925629638 198004 -3.44529690824991 1.08020640283081e-05
0.0435383020144834 -0.0215133721766194 0.00116601503912951 198005 -3.18414831698495 2.1282015467852e-06
0.0242046886968174 -0.0126480558187568 0.00181789637721188 198006 -2.91613889930449 2.23953180994272e-07
0.0578914784157777 -0.00304285891278974 0.0021570902002362 198007 -2.82119581517011 1.05545830946146e-07
0.0115332358136731 0.00404254317466845 0.00298894674076667 198008 -2.76248801027936 4.9392959652424e-08
0.0142973047008244 0.00840697238362324 0.00311459805066236 198009 -2.76462721411048 5.40267928314185e-08
0.00109939544330106 0.00543801345471697 0.00327666626298355 198010 -2.77524084677041 6.6846758436353e-08
0.0827774264575682 0.00689002940823942 0.00324556239413094 198011 -2.77366243592592 7.07172956091144e-08
-0.0600685264661195 0.0126154071788852 0.00436572949361597 198012 -2.85819828947838 1.27390354981721e-07
-0.062726829908305 0.0106125939516735 0.00347080927195298 198101 -2.74227305052896 3.11958904921711e-08
-0.00511304938682301 0.00861447931114802 0.00256399229688095 198102 -2.64142898492452 8.31971008625522e-09
0.0232281261192072 0.00319284616532988 0.00246024849034441 198103 -2.62670466898394 7.9177909013675e-09
-0.0323166014765431 0.00941847308557483 0.00273715352539591 198104 -2.63145068045223 8.77631668402397e-09
-0.0104544579038589 0.00769210899893251 0.00227591990694935 198105 -2.57602516006703 4.83972573599796e-09
-0.0378057147358988 0.00383390789661536 0.0021105903249908 198106 -2.5572211236349 4.32623963536314e-09
-0.028193734370782 0.000436444532753691 0.00159884282421016 198107 -2.54569080893228 3.66787634713785e-09
-0.0867568639262819 -0.0134566832132863 0.00122172159389381 198108 -2.55615784500531 4.22629067880595e-09
-0.0878480905731953 -0.0262773715918182 0.000121989274891611 198109 -2.85549953132835 9.8333471115139e-08
0.0364283566135514 -0.0418342006307791 -0.000964061093603289 198110 -3.3464054470818 1.6857699063577e-05
0.0226417304808246 -0.0245969298537089 -0.000508055999613597 198111 -2.79438265147325 5.45854373926523e-07
-0.046253384517462 -0.0103859391672189 -0.000229142909487836 198112 -2.59602605289659 1.45174080750765e-07
-0.0412387480165975 -0.0212782541404592 -0.000777050547678005 198201 -2.7009484946088 4.52077473245704e-07
-0.0702078950434964 0.0146932902302708 -0.00125307051790059 198202 -2.85304498743058 3.08364956960325e-06
-0.0289140101646422 0.00136850261746549 -0.00205487080308194 198203 -2.57670774325873 2.15621699393766e-07
0.0211742352314066 0.00147559123586967 -0.00236359654286999 198204 -2.55558342798203 1.79569574438281e-07
-0.0518197487297965 0.00605563997620862 -0.00209612118179866 198205 -2.57709463969098 2.35392149713963e-07
-0.0413429635343824 0.000470580780052269 -0.00265481362615819 198206 -2.47968157364347 8.48913352865057e-08
-0.0433251247383737 -0.00450860955787617 -0.00308468195847179 198207 -2.45394886628088 6.38098484598078e-08
0.098758772023264 -0.013518890822451 -0.0035268846263828 198208 -2.47225755252312 7.50573134452861e-08
0.00776973726436069 -0.000167111267149354 -0.00241508401062577 198209 -2.24274700101434 3.66120185628501e-09
0.101743983883284 0.00296330141375965 -0.00230556980336785 198210 -2.24799017819721 4.2277134672378e-09
0.0396052545923594 0.0132251156756802 -0.00119865965776517 198211 -2.40987366846772 1.33617723388171e-08
-0.00120072057651888 0.0152100929805549 -0.000769144770921753 198212 -2.53464260745204 6.38311883175633e-08
0.0286846338599089 0.0140190632231977 -0.000773640352230057 198301 -2.50136945750741 6.68592116558476e-08
0.019508466388043 -0.00328736498513431 -0.000469946803651305 198302 -2.58484069726905 2.08518792016938e-07
0.0216636396360264 0.000283963215911447 -0.000266085444552383 198303 -2.5711952453227 1.91541433263121e-07
0.0578914784157777 0.00284010420868587 -4.4573070001083e-05 198304 -2.57567897780571 2.08081496893465e-07
-0.00170144663975757 0.00848587179281962 0.000534787444856705 198305 -2.62698830808816 3.01697306111793e-07
0.0237165266173161 0.0073885471148992 0.00051264651332587 198306 -2.61471425098567 3.08174918251371e-07
-0.0492952917248775 0.0140818413094916 0.000740135533953225 198307 -2.65030949366296 4.75974945544489e-07
-0.0126800531573745 0.0036936308667946 0.000254354686780111 198308 -2.46961750959145 8.96978502219679e-08
0.00159872136369707 0.0049788616246171 0.000129985380586317 198309 -2.45754188260268 8.56784056894127e-08
-0.0429075010112765 0.000273091610055435 0.000143973342330229 198310 -2.45639072422839 9.37884415486232e-08
0.0144944461504525 -0.00429401419077399 -0.00026217264213776 198311 -2.46069711740853 9.33376312553979e-08
